Rk,Player,Att,Tgt,Fmb,TD,Touch,Day,G#,Week,Date,Age,Team,,Opp,Result,Touch,TotOff,YScm,APYd,RtY,Fmb,FR,Yds,FRTD,FF,Att,Yds,Y/A,TD,1D,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Pos.,-9999
432,Gary Brightwell,0,0,0,0,0,Sun,6,6,2022-10-16,23-230,NYG,,BAL,W 24-20,0,0,0,47,47,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,BrigGa00
433,Cade Otton,0,0,0,0,0,Sun,11,12,2022-11-27,23-226,TAM,@,CLE,L 17-23 (OT),0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,OttoCa00
434,Peyton Hendershot,0,0,0,0,0,Sun,12,13,2022-12-04,23-225,DAL,,IND,W 54-19,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,HendPe01
435,Eno Benjamin,0,0,0,0,0,Sun,10,10,2022-11-13,23-214,ARI,@,LAR,W 27-17,0,0,0,10,10,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,BenjEn00
436,Jordan Mason,0,0,0,0,0,Sat,15,16,2022-12-24,23-214,SFO,,WAS,W 37-20,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,MasoJo00
437,Dareke Young,0,0,0,0,0,Sun,16,17,2023-01-01,23-211,SEA,,NYJ,W 23-6,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,YounDa02
438,Raheem Blackshear,0,0,0,0,0,Sun,14,15,2022-12-18,23-196,CAR,,PIT,L 16-24,0,0,0,60,60,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,BlacRa00
439,Gary Brightwell,0,0,0,0,0,Sun,1,1,2022-09-11,23-195,NYG,@,TEN,W 21-20,0,0,0,41,41,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,BrigGa00
440,Montrell Washington,0,0,0,0,0,Sun,3,3,2022-09-25,23-195,DEN,,SFO,W 11-10,0,0,0,23,23,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,WashMo00
441,Dareke Young,0,0,0,0,0,Thu,14,15,2022-12-15,23-194,SEA,,SFO,L 13-21,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,YounDa02
442,Dax Milne,0,0,0,0,0,Sun,16,17,2023-01-01,23-192,WAS,,CLE,L 10-24,0,0,0,15,15,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,MilnDa00
443,Tylan Wallace,0,0,0,0,0,Sun,10,11,2022-11-20,23-191,BAL,,CAR,W 13-3,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,WallTy00
444,Dax Milne,0,0,0,0,0,Sat,15,16,2022-12-24,23-184,WAS,@,SFO,L 20-37,0,0,0,58,58,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,MilnDa00
445,Dareke Young,0,0,0,0,0,Sun,12,13,2022-12-04,23-183,SEA,@,LAR,W 27-23,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,YounDa02
446,Montrell Washington,0,0,0,0,0,Mon,1,1,2022-09-12,23-182,DEN,@,SEA,L 16-17,0,0,0,54,54,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,WashMo00
447,Dax Milne,0,0,0,0,0,Sun,14,15,2022-12-18,23-178,WAS,,NYG,L 12-20,0,0,0,4,4,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,MilnDa00
448,Peyton Hendershot,0,0,0,0,0,Sun,4,4,2022-10-02,23-162,DAL,,WAS,W 25-10,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,HendPe01
449,Dareke Young,0,0,0,0,0,Sun,9,9,2022-11-06,23-155,SEA,@,ARI,W 31-21,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,YounDa02
450,Dax Milne,0,0,0,0,0,Sun,11,11,2022-11-20,23-150,WAS,@,HOU,W 23-10,0,0,0,22,22,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,MilnDa00
451,Cade Otton,0,0,0,0,0,Sun,1,1,2022-09-11,23-149,TAM,@,DAL,W 19-3,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,OttoCa00
452,Dareke Young,0,0,0,0,0,Sun,8,8,2022-10-30,23-148,SEA,,NYG,W 27-13,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,YounDa02
453,Dax Milne,0,0,0,0,0,Mon,10,10,2022-11-14,23-144,WAS,@,PHI,W 32-21,0,0,0,12,12,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,MilnDa00
454,Jordan Mason,0,0,0,0,0,Sun,5,5,2022-10-09,23-138,SFO,@,CAR,W 37-15,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,MasoJo00
455,Raheem Blackshear,0,0,0,0,0,Sun,6,6,2022-10-16,23-133,CAR,@,LAR,L 10-24,0,0,0,24,24,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,BlacRa00
456,Raheem Blackshear,0,0,0,0,0,Sun,5,5,2022-10-09,23-126,CAR,,SFO,L 15-37,0,0,0,200,200,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,BlacRa00
457,Jordan Mason,0,0,0,0,0,Sun,2,2,2022-09-18,23-117,SFO,,SEA,W 27-7,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,MasoJo00
458,Chuba Hubbard,0,0,0,0,0,Sun,4,4,2022-10-02,23-113,CAR,,ARI,L 16-26,0,0,0,33,29,0,0,4,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,HubbCh01
459,Jordan Mason,0,0,0,0,0,Sun,1,1,2022-09-11,23-110,SFO,@,CHI,L 10-19,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,MasoJo00
460,Dax Milne,0,0,0,0,0,Sun,5,5,2022-10-09,23-108,WAS,,TEN,L 17-21,0,0,0,56,56,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,MilnDa00
461,Dax Milne,0,0,0,0,0,Sun,4,4,2022-10-02,23-101,WAS,@,DAL,L 10-25,0,0,0,26,26,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,MilnDa00
462,KJ Hamler,0,0,0,0,0,Sun,3,3,2022-09-25,23-079,DEN,,SFO,W 11-10,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,HamlKJ00
463,Dyami Brown,0,0,0,0,0,Sun,17,18,2023-01-08,23-068,WAS,,DAL,W 26-6,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,BrowDy00
464,Jerome Ford,0,0,0,0,0,Sun,17,18,2023-01-08,23-030,CLE,@,PIT,L 14-28,0,0,0,93,93,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,FordJe00
465,Ihmir Smith-Marsette,0,0,0,0,0,Sun,2,2,2022-09-18,23-020,CHI,@,GNB,L 10-27,0,0,0,17,17,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,SmitIh00
466,Jerome Ford,0,0,0,0,0,Sat,15,16,2022-12-24,23-015,CLE,,NOR,L 10-17,0,0,0,95,95,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,FordJe00
467,Chigoziem Okonkwo,0,0,0,0,0,Mon,2,2,2022-09-19,23-011,TEN,@,BUF,L 7-41,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,OkonCh00
468,Jaret Patterson,0,0,0,0,0,Sun,16,17,2023-01-01,23-009,WAS,,CLE,L 10-24,0,0,0,70,70,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,PattJa01
469,Amari Rodgers,0,0,0,0,0,Sun,4,4,2022-10-02,23-009,GNB,,NWE,W 27-24 (OT),0,0,0,77,77,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,RodgAm00
470,Deven Thompkins,0,0,0,0,0,Sun,16,17,2023-01-01,23-009,TAM,,CAR,W 30-24,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,ThomDe07
471,Jerome Ford,0,0,0,0,0,Sat,14,15,2022-12-17,23-008,CLE,,BAL,W 13-3,0,0,0,21,21,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,FordJe00
472,Jerome Ford,0,0,0,0,0,Sun,13,14,2022-12-11,23-002,CLE,@,CIN,L 10-23,0,0,0,87,87,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,FordJe00
473,Amari Rodgers,0,0,0,0,0,Sun,3,3,2022-09-25,23-002,GNB,@,TAM,W 14-12,0,0,0,21,21,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,RodgAm00
474,Deven Thompkins,0,0,0,0,0,Sun,15,16,2022-12-25,23-002,TAM,@,ARI,W 19-16 (OT),0,0,0,82,82,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,ThomDe07
475,Hassan Haskins,0,0,0,0,0,Sun,11,12,2022-11-27,23-001,TEN,,CIN,L 16-20,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,HaskHa00
476,Hassan Haskins,0,0,0,0,0,Thu,10,11,2022-11-17,22-356,TEN,@,GNB,W 27-17,0,0,0,89,89,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,HaskHa00
477,Jerome Ford,0,0,0,0,0,Sun,11,12,2022-11-27,22-353,CLE,,TAM,W 23-17 (OT),0,0,0,67,67,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,FordJe00
478,Amari Rodgers,0,0,0,0,0,Sun,1,1,2022-09-11,22-353,GNB,@,MIN,L 7-23,0,0,0,26,26,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,RodgAm00
479,Hassan Haskins,0,0,0,0,0,Sun,9,10,2022-11-13,22-352,TEN,,DEN,W 17-10,0,0,0,17,17,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,HaskHa00
480,Jerome Ford,0,0,0,0,0,Sun,10,11,2022-11-20,22-346,CLE,@,BUF,L 23-31,0,0,0,49,49,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,FordJe00
481,Trey McBride,0,0,0,0,0,Sun,8,8,2022-10-30,22-342,ARI,@,MIN,L 26-34,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,McBrTr01
482,Jerome Ford,0,0,0,0,0,Sun,9,10,2022-11-13,22-339,CLE,@,MIA,L 17-39,0,0,0,95,95,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,FordJe00
483,Hassan Haskins,0,0,0,0,0,Sun,7,8,2022-10-30,22-338,TEN,@,HOU,W 17-10,0,0,0,17,17,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,HaskHa00
484,Trey McBride,0,0,0,0,0,Thu,7,7,2022-10-20,22-332,ARI,,NOR,W 42-34,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,McBrTr01
485,Dyami Brown,0,0,0,0,0,Sun,3,3,2022-09-25,22-328,WAS,,PHI,L 8-24,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,BrowDy00
486,Hassan Haskins,0,0,0,0,0,Sun,5,5,2022-10-09,22-317,TEN,@,WAS,W 21-17,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,HaskHa00
487,Hassan Haskins,0,0,0,0,0,Sun,4,4,2022-10-02,22-310,TEN,@,IND,W 24-17,0,0,0,105,105,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,HaskHa00
488,Hassan Haskins,0,0,0,0,0,Sun,3,3,2022-09-25,22-303,TEN,,LVR,W 24-22,0,0,0,29,29,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,HaskHa00
489,Jerome Ford,0,0,0,0,0,Sun,4,4,2022-10-02,22-297,CLE,@,ATL,L 20-23,0,0,0,34,34,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,FordJe00
490,Michael Woods II,0,0,0,0,0,Sun,16,17,2023-01-01,22-288,CLE,@,WAS,W 24-10,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,WoodMi00
491,Jerome Ford,0,0,0,0,0,Thu,3,3,2022-09-22,22-287,CLE,,PIT,W 29-17,0,0,0,15,15,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,FordJe00
492,Jerome Ford,0,0,0,0,0,Sun,2,2,2022-09-18,22-283,CLE,,NYJ,L 30-31,0,0,0,67,67,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,FordJe00
493,Cole Turner,0,0,0,0,0,Sat,15,16,2022-12-24,22-283,WAS,@,SFO,L 20-37,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,TurnCo00
494,Jerome Ford,0,0,0,0,0,Sun,1,1,2022-09-11,22-276,CLE,@,CAR,W 26-24,0,0,0,29,29,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,FordJe00
495,Elijah Moore,0,0,0,0,0,Sun,6,6,2022-10-16,22-203,NYJ,@,GNB,W 27-10,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,MoorEl00
496,Tommy Tremble,0,0,0,0,0,Sun,11,11,2022-11-20,22-171,CAR,@,BAL,L 3-13,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,TremTo00
497,Anthony Schwartz,0,0,0,0,0,Sun,10,11,2022-11-20,22-076,CLE,@,BUF,L 23-31,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,SchwAn00
498,Julius Chestnut,0,0,0,0,0,Sat,17,18,2023-01-07,22-073,TEN,@,JAX,L 16-20,0,0,0,46,46,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,ChesJu00
499,Julius Chestnut,0,0,0,0,0,Sat,15,16,2022-12-24,22-059,TEN,,HOU,L 14-19,0,0,0,85,85,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,ChesJu00
500,Julius Chestnut,0,0,0,0,0,Sun,14,15,2022-12-18,22-053,TEN,@,LAC,L 14-17,0,0,0,6,6,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,ChesJu00
501,David Bell,0,0,0,0,0,Sun,16,17,2023-01-01,22-018,CLE,@,WAS,W 24-10,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,BellDa02
502,Skyy Moore,0,0,0,0,0,Thu,2,2,2022-09-15,22-005,KAN,,LAC,W 27-24,0,0,0,6,6,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,MoorSk01
