Rk,Player,Att,Tgt,Fmb,TD,Touch,Day,G#,Week,Date,Age,Team,,Opp,Result,Touch,TotOff,YScm,APYd,RtY,Fmb,FR,Yds,FRTD,FF,Att,Yds,Y/A,TD,1D,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Pos.,Draft,-9999
1162,Donovan Peoples-Jones,0,3,0,1,3,Sun,12,13,12/4/2022,23-288,CLE,@,HOU,W 27-14,3,0,44,130,86,0,0,0,0,0,0,0,,0,0,3,3,44,14.7,0,100,14.7,1,1,0,0,,0,0,,0,0,6,WR,6-187,PeopDo00
1163,Donovan Peoples-Jones,0,12,0,0,8,Sun,13,14,12/11/2022,23-295,CLE,@,CIN,L 10-23,8,0,114,129,15,0,0,0,0,0,0,0,,0,0,12,8,114,14.3,0,66.7,9.5,4,0,0,0,,0,0,,0,0,0,WR,6-187,PeopDo00
1164,Donovan Peoples-Jones,0,4,0,1,4,Sat,14,15,12/17/2022,23-301,CLE,,BAL,W 13-3,4,0,31,31,0,0,0,0,0,0,0,0,,0,0,4,4,31,7.8,1,100,7.8,2,1,0,0,,0,0,,0,0,6,WR,6-187,PeopDo00
1165,Donovan Peoples-Jones,0,5,0,0,1,Sat,15,16,12/24/2022,23-308,CLE,,NOR,L 10-17,1,0,2,17,15,0,0,0,0,0,0,0,,0,,5,1,2,2,0,20,0.4,,0,0,0,,0,0,,0,0,0,WR,6-187,PeopDo00
1166,Donovan Peoples-Jones,0,3,0,1,1,Sun,16,17,1/1/2023,23-316,CLE,@,WAS,W 24-10,1,0,13,13,0,0,0,0,0,0,0,0,,0,0,3,1,13,13,1,33.3,4.3,1,1,0,0,,0,0,,0,0,6,WR,6-187,PeopDo00
1167,Donovan Peoples-Jones,0,4,0,0,2,Sun,17,18,1/8/2023,23-323,CLE,@,PIT,L 14-28,2,0,42,42,0,0,0,0,0,0,0,0,,0,0,4,2,42,21,0,50,10.5,1,0,0,0,,0,0,,0,0,0,WR,6-187,PeopDo00
1168,Rashaad Penny,12,3,1,0,14,Mon,1,1,9/12/2022,26-222,SEA,,DEN,W 17-16,14,60,67,67,0,1,0,0,0,0,12,60,5,0,2,3,2,7,3.5,0,66.7,2.3,1,0,0,0,,0,0,,0,0,0,RB,27-Jan,PennRa00
1169,Rashaad Penny,6,0,0,0,6,Sun,2,2,9/18/2022,26-228,SEA,@,SFO,L 7-27,6,15,15,15,0,0,0,0,0,0,6,15,2.5,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,27-Jan,PennRa00
1170,Rashaad Penny,14,1,0,0,15,Sun,3,3,9/25/2022,26-235,SEA,,ATL,L 23-27,15,66,69,69,0,0,0,0,0,0,14,66,4.7,0,5,1,1,3,3,0,100,3,0,0,0,0,,0,0,,0,0,0,RB,27-Jan,PennRa00
1171,Rashaad Penny,17,1,0,2,18,Sun,4,4,10/2/2022,26-242,SEA,@,DET,W 48-45,18,151,157,157,0,0,0,0,0,0,17,151,8.9,2,6,1,1,6,6,0,100,6,1,2,0,0,,0,0,,0,0,12,RB,27-Jan,PennRa00
1172,Rashaad Penny,8,0,0,0,8,Sun,5,5,10/9/2022,26-249,SEA,@,NOR,L 32-39,8,54,54,54,0,0,0,0,0,0,8,54,6.8,0,2,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,27-Jan,PennRa00
1173,Cordarrelle Patterson,22,5,0,1,25,Sun,1,1,9/11/2022,31-178,ATL,,NOR,L 26-27,25,120,136,136,0,0,0,0,0,0,22,120,5.5,1,10,5,3,16,5.3,0,60,3.2,1,1,0,0,,0,0,,0,0,6,RB,29-Jan,PattCo00
1174,Cordarrelle Patterson,10,1,0,0,10,Sun,2,2,9/18/2022,31-185,ATL,@,LAR,L 27-31,10,41,41,68,27,0,0,0,0,0,10,41,4.1,0,2,1,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,0,RB,29-Jan,PattCo00
1175,Cordarrelle Patterson,17,1,0,1,18,Sun,3,3,9/25/2022,31-192,ATL,@,SEA,W 27-23,18,141,153,153,0,0,0,0,0,0,17,141,8.3,1,5,1,1,12,12,0,100,12,1,1,0,0,,0,0,,0,0,6,RB,29-Jan,PattCo00
1176,Cordarrelle Patterson,9,0,0,1,9,Sun,4,4,10/2/2022,31-199,ATL,,CLE,W 23-20,9,38,38,38,0,0,0,0,0,0,9,38,4.2,1,2,0,0,0,,0,,,0,1,0,0,,0,0,,0,0,6,RB,29-Jan,PattCo00
1177,Cordarrelle Patterson,13,1,0,2,14,Sun,9,9,11/6/2022,31-234,ATL,,LAC,L 17-20,14,44,53,53,0,0,0,0,0,0,13,44,3.4,2,4,1,1,9,9,0,100,9,0,2,0,0,,0,0,,0,0,12,RB,29-Jan,PattCo00
1178,Cordarrelle Patterson,5,1,0,0,6,Thu,10,10,11/10/2022,31-238,ATL,@,CAR,L 15-25,6,18,20,105,85,0,0,0,0,0,5,18,3.6,0,,1,1,2,2,0,100,2,,0,0,0,,0,0,,0,0,0,RB,29-Jan,PattCo00
1179,Cordarrelle Patterson,10,2,1,1,12,Sun,11,11,11/20/2022,31-248,ATL,,CHI,W 27-24,12,52,59,206,147,1,0,0,0,0,10,52,5.2,0,2,2,2,7,3.5,0,100,3.5,0,1,0,0,,0,0,,0,0,6,RB,29-Jan,PattCo00
1180,Cordarrelle Patterson,11,5,0,0,14,Sun,12,12,11/27/2022,31-255,ATL,@,WAS,L 13-19,14,52,71,80,9,0,0,0,0,0,11,52,4.7,0,3,5,3,19,6.3,0,60,3.8,1,0,0,0,,0,0,,0,0,0,RB,29-Jan,PattCo00
1181,Cordarrelle Patterson,11,0,0,0,11,Sun,13,13,12/4/2022,31-262,ATL,,PIT,L 16-19,11,60,60,60,0,0,0,0,0,0,11,60,5.5,0,4,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,29-Jan,PattCo00
1182,Cordarrelle Patterson,14,3,0,1,15,Sun,14,15,12/18/2022,31-276,ATL,@,NOR,L 18-21,15,52,52,52,0,0,0,0,0,0,14,52,3.7,1,2,3,1,0,0,0,33.3,0,0,1,0,0,,0,0,,0,0,6,RB,29-Jan,PattCo00
1183,Cordarrelle Patterson,8,1,0,0,9,Sat,15,16,12/24/2022,31-282,ATL,@,BAL,L 9-17,9,17,31,47,16,0,0,0,0,0,8,17,2.1,0,0,1,1,14,14,0,100,14,1,0,0,0,,0,0,,0,0,0,RB,29-Jan,PattCo00
1184,Cordarrelle Patterson,9,8,0,1,15,Sun,16,17,1/1/2023,31-290,ATL,,ARI,W 20-19,15,42,84,84,0,0,0,0,0,0,9,42,4.7,1,3,8,6,42,7,0,75,5.3,2,1,0,0,,0,0,,0,0,6,RB,29-Jan,PattCo00
1185,Cordarrelle Patterson,5,3,0,1,7,Sun,17,18,1/8/2023,31-297,ATL,,TAM,W 30-17,7,18,19,19,0,0,0,0,0,0,5,18,3.6,1,2,3,2,1,0.5,0,66.7,0.3,0,1,0,0,,0,0,,0,0,6,RB,29-Jan,PattCo00
1186,Dezmon Patmon,0,6,0,0,2,Sun,2,2,9/18/2022,24-043,IND,@,JAX,L 0-24,2,0,24,24,0,0,0,0,0,0,0,0,,0,0,6,2,24,12,0,33.3,4,1,0,0,0,,0,0,,0,0,0,WR,6-212,PatmDe00
1187,Colby Parkinson,0,2,0,1,2,Mon,1,1,9/12/2022,23-247,SEA,,DEN,W 17-16,2,0,43,43,0,0,0,0,0,0,0,0,,0,0,2,2,43,21.5,1,100,21.5,2,1,0,0,,0,0,,0,0,6,TE,4-133,ParkCo02
1188,Colby Parkinson,0,2,0,0,2,Sun,3,3,9/25/2022,23-260,SEA,,ATL,L 23-27,2,0,44,44,0,0,0,0,0,0,0,0,,0,0,2,2,44,22,0,100,22,2,0,0,0,,0,0,,0,0,0,TE,4-133,ParkCo02
1189,Colby Parkinson,0,3,0,0,2,Sun,4,4,10/2/2022,23-267,SEA,@,DET,W 48-45,2,0,28,28,0,0,0,0,0,0,0,0,,0,0,3,2,28,14,0,66.7,9.3,2,0,0,0,,0,0,,0,0,0,TE,4-133,ParkCo02
1190,Colby Parkinson,0,2,0,0,2,Sun,6,6,10/16/2022,23-281,SEA,,ARI,W 19-9,2,0,11,11,0,0,0,0,0,0,0,0,,0,,2,2,11,5.5,0,100,5.5,,0,0,0,,0,0,,0,0,0,TE,4-133,ParkCo02
1191,Colby Parkinson,0,1,0,0,1,Sun,7,7,10/23/2022,23-288,SEA,@,LAC,W 37-23,1,0,28,28,0,0,0,0,0,0,0,0,,0,0,1,1,28,28,0,100,28,1,0,0,0,,0,0,,0,0,0,TE,4-133,ParkCo02
1192,Colby Parkinson,0,1,0,0,1,Sun,8,8,10/30/2022,23-295,SEA,,NYG,W 27-13,1,0,5,5,0,0,0,0,0,0,0,0,,0,,1,1,5,5,0,100,5,,0,0,0,,0,0,,0,0,0,TE,4-133,ParkCo02
1193,Colby Parkinson,0,2,0,0,2,Sun,9,9,11/6/2022,23-302,SEA,@,ARI,W 31-21,2,0,6,6,0,0,0,0,0,0,0,0,,0,0,2,2,6,3,0,100,3,1,0,0,0,,0,0,,0,0,0,TE,4-133,ParkCo02
1194,Colby Parkinson,0,3,0,0,1,Sun,10,10,11/13/2022,23-309,SEA,@,TAM,L 16-21,1,0,7,7,0,0,0,0,0,0,0,0,,0,,3,1,7,7,0,33.3,2.3,,0,0,0,,0,0,,0,0,0,TE,4-133,ParkCo02
1195,Colby Parkinson,0,1,0,0,1,Sun,12,13,12/4/2022,23-330,SEA,@,LAR,W 27-23,1,0,12,12,0,0,0,0,0,0,0,0,,0,0,1,1,12,12,0,100,12,1,0,0,0,,0,0,,0,0,0,TE,4-133,ParkCo02
1196,Colby Parkinson,0,2,0,0,1,Sun,13,14,12/11/2022,23-337,SEA,,CAR,L 24-30,1,0,10,10,0,0,0,0,0,0,0,0,,0,,2,1,10,10,0,50,5,,0,0,0,,0,0,,0,0,0,TE,4-133,ParkCo02
1197,Colby Parkinson,0,4,0,0,3,Sat,15,16,12/24/2022,23-350,SEA,@,KAN,L 10-24,3,0,45,45,0,0,0,0,0,0,0,0,,0,0,4,3,45,15,0,75,11.3,1,0,0,0,,0,0,,0,0,0,TE,4-133,ParkCo02
1198,Colby Parkinson,0,7,0,1,5,Sun,16,17,1/1/2023,23-358,SEA,,NYJ,W 23-6,5,0,36,36,0,0,0,0,0,0,0,0,,0,0,7,5,36,7.2,1,71.4,5.1,2,1,0,0,,0,0,,0,0,6,TE,4-133,ParkCo02
1199,Colby Parkinson,0,3,0,0,2,Sun,17,18,1/8/2023,24-000,SEA,,LAR,W 19-16 (OT),2,0,47,47,0,0,0,0,0,0,0,0,,0,0,3,2,47,23.5,0,66.7,15.7,2,0,0,0,,0,0,,0,0,0,TE,4-133,ParkCo02
1200,DeVante Parker,0,2,0,0,1,Sun,1,1,9/11/2022,29-234,NWE,@,MIA,L 7-20,1,0,9,9,0,0,0,0,0,0,0,0,,0,0,2,1,9,9,0,50,4.5,1,0,0,0,,0,0,,0,0,0,WR,14-Jan,ParkDe01
1201,DeVante Parker,0,10,0,0,5,Sun,3,3,9/25/2022,29-248,NWE,,BAL,L 26-37,5,0,156,156,0,0,0,0,0,0,0,0,,0,0,10,5,156,31.2,0,50,15.6,5,0,0,0,,0,0,,0,0,0,WR,14-Jan,ParkDe01
1202,DeVante Parker,0,2,0,1,2,Sun,4,4,10/2/2022,29-255,NWE,@,GNB,L 24-27 (OT),2,0,24,24,0,0,0,0,0,0,0,0,,0,0,2,2,24,12,1,100,12,1,1,0,0,,0,0,,0,0,6,WR,14-Jan,ParkDe01
1203,DeVante Parker,0,6,0,0,4,Sun,6,6,10/16/2022,29-269,NWE,@,CLE,W 38-15,4,0,64,64,0,0,0,0,0,0,0,0,,0,0,6,4,64,16,0,66.7,10.7,3,0,0,0,,0,0,,0,0,0,WR,14-Jan,ParkDe01
1204,DeVante Parker,0,5,0,0,3,Mon,7,7,10/24/2022,29-277,NWE,,CHI,L 14-33,3,0,68,68,0,0,0,0,0,0,0,0,,0,0,5,3,68,22.7,0,60,13.6,3,0,0,0,,0,0,,0,0,0,WR,14-Jan,ParkDe01
1205,DeVante Parker,0,2,0,0,2,Sun,10,11,11/20/2022,29-304,NWE,,NYJ,W 10-3,2,0,19,19,0,0,0,0,0,0,0,0,,0,,2,2,19,9.5,0,100,9.5,,0,0,0,,0,0,,0,0,0,WR,14-Jan,ParkDe01
1206,DeVante Parker,0,4,0,0,4,Thu,11,12,11/24/2022,29-308,NWE,@,MIN,L 26-33,4,0,80,80,0,0,0,0,0,0,0,0,,0,0,4,4,80,20,0,100,20,4,0,0,0,,0,0,,0,0,0,WR,14-Jan,ParkDe01
1207,DeVante Parker,0,4,0,0,2,Thu,12,13,12/1/2022,29-315,NWE,,BUF,L 10-24,2,0,16,16,0,0,0,0,0,0,0,0,,0,0,4,2,16,8,0,50,4,1,0,0,0,,0,0,,0,0,0,WR,14-Jan,ParkDe01
1208,DeVante Parker,0,2,0,0,2,Mon,13,14,12/12/2022,29-326,NWE,@,ARI,W 27-13,2,0,24,24,0,0,0,0,0,0,0,0,,0,0,2,2,24,12,0,100,12,2,0,0,0,,0,0,,0,0,0,WR,14-Jan,ParkDe01
1209,DeVante Parker,0,7,0,2,6,Sun,17,18,1/8/2023,29-353,NWE,@,BUF,L 23-35,6,0,79,79,0,0,0,0,0,0,0,0,,0,0,7,6,79,13.2,2,85.7,11.3,5,2,0,0,,0,0,,0,0,12,WR,14-Jan,ParkDe01
1210,Josh Palmer,1,4,0,0,4,Sun,1,1,9/11/2022,23-354,LAC,,LVR,W 24-19,4,4,9,9,0,0,0,0,0,0,1,4,4,0,1,4,3,5,1.7,0,75,1.3,0,0,0,0,,0,0,,0,0,0,WR,Mar-77,PalmJo00
1211,Josh Palmer,0,8,0,1,4,Thu,2,2,9/15/2022,23-358,LAC,@,KAN,L 24-27,4,0,30,30,0,0,0,0,0,0,0,0,,0,0,8,4,30,7.5,1,50,3.8,3,1,0,0,,0,0,,0,0,6,WR,Mar-77,PalmJo00
1212,Josh Palmer,0,9,0,0,6,Sun,3,3,9/25/2022,24-003,LAC,,JAX,L 10-38,6,0,99,99,0,0,0,0,0,0,0,0,,0,0,9,6,99,16.5,0,66.7,11,5,0,0,0,,0,0,,0,0,0,WR,Mar-77,PalmJo00
1213,Josh Palmer,0,1,0,0,1,Sun,4,4,10/2/2022,24-010,LAC,@,HOU,W 34-24,1,0,25,25,0,0,0,0,0,0,0,0,,0,0,1,1,25,25,0,100,25,1,0,0,0,,0,0,,0,0,0,WR,Mar-77,PalmJo00
1214,Josh Palmer,0,6,0,0,3,Sun,5,5,10/9/2022,24-017,LAC,@,CLE,W 30-28,3,0,24,24,0,0,0,0,0,0,0,0,,0,0,6,3,24,8,0,50,4,2,0,0,0,,0,0,,0,0,0,WR,Mar-77,PalmJo00
1215,Josh Palmer,0,12,0,0,9,Mon,6,6,10/17/2022,24-025,LAC,,DEN,W 19-16 (OT),9,0,57,57,0,0,0,0,0,1,0,0,,0,0,12,9,57,6.3,0,75,4.8,2,0,0,0,,0,0,,0,0,0,WR,Mar-77,PalmJo00
1216,Josh Palmer,0,10,0,0,8,Sun,8,9,11/6/2022,24-045,LAC,@,ATL,W 20-17,8,0,106,106,0,0,0,0,0,0,0,0,,0,0,10,8,106,13.3,0,80,10.6,5,0,0,0,,0,0,,0,0,0,WR,Mar-77,PalmJo00
1217,Josh Palmer,0,8,0,0,3,Sun,9,10,11/13/2022,24-052,LAC,@,SFO,L 16-22,3,0,44,44,0,0,0,0,0,0,0,0,,0,0,8,3,44,14.7,0,37.5,5.5,2,0,0,0,,0,0,,0,0,0,WR,Mar-77,PalmJo00
1218,Josh Palmer,0,10,0,2,8,Sun,10,11,11/20/2022,24-059,LAC,,KAN,L 27-30,8,0,106,106,0,0,0,0,0,0,0,0,,0,0,10,8,106,13.3,2,80,10.6,5,2,0,0,,0,0,,0,0,12,WR,Mar-77,PalmJo00
1219,Josh Palmer,0,7,1,0,5,Sun,11,12,11/27/2022,24-066,LAC,@,ARI,W 25-24,5,0,56,56,0,1,0,0,0,0,0,0,,0,0,7,5,56,11.2,0,71.4,8,5,0,0,0,,0,0,,0,0,0,WR,Mar-77,PalmJo00
1220,Josh Palmer,0,11,0,0,7,Sun,12,13,12/4/2022,24-073,LAC,@,LVR,L 20-27,7,0,60,60,0,0,0,0,0,0,0,0,,0,0,11,7,60,8.6,0,63.6,5.5,3,0,0,0,,0,0,,0,0,0,WR,Mar-77,PalmJo00
1221,Josh Palmer,0,6,0,0,4,Sun,13,14,12/11/2022,24-080,LAC,,MIA,W 23-17,4,0,53,53,0,0,0,0,0,0,0,0,,0,0,6,4,53,13.3,0,66.7,8.8,2,0,0,0,,0,0,,0,0,0,WR,Mar-77,PalmJo00
1222,Josh Palmer,0,5,0,0,5,Sun,14,15,12/18/2022,24-087,LAC,,TEN,W 17-14,5,0,49,49,0,0,0,0,0,0,0,0,,0,0,5,5,49,9.8,0,100,9.8,1,0,0,0,,0,0,,0,0,0,WR,Mar-77,PalmJo00
1223,Josh Palmer,0,3,0,0,2,Mon,15,16,12/26/2022,24-095,LAC,@,IND,W 20-3,2,0,16,16,0,0,0,0,0,0,0,0,,0,0,3,2,16,8,0,66.7,5.3,1,0,0,0,,0,0,,0,0,0,WR,Mar-77,PalmJo00
1224,Josh Palmer,0,6,0,0,4,Sun,17,18,1/8/2023,24-108,LAC,@,DEN,L 28-31,4,0,39,39,0,0,0,0,0,0,0,0,,0,0,6,4,39,9.8,0,66.7,6.5,2,0,0,0,,0,0,,1,0,2,WR,Mar-77,PalmJo00
1225,Isiah Pacheco,12,0,1,1,12,Sun,1,1,9/11/2022,23-193,KAN,@,ARI,W 44-21,12,62,62,84,22,1,1,0,0,0,12,62,5.2,1,4,0,0,0,,0,,,0,1,0,0,,0,0,,0,0,6,RB,7-251,PachIs00
1226,Isiah Pacheco,2,0,0,0,2,Thu,2,2,9/15/2022,23-197,KAN,,LAC,W 27-24,2,6,6,6,0,0,0,0,0,0,2,6,3,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,7-251,PachIs00
1227,Isiah Pacheco,3,0,1,0,3,Sun,3,3,9/25/2022,23-207,KAN,@,IND,L 17-20,3,9,9,105,94,1,1,2,0,0,3,9,3,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,7-251,PachIs00
1228,Isiah Pacheco,11,0,0,0,11,Sun,4,4,10/2/2022,23-214,KAN,@,TAM,W 41-31,11,63,63,154,91,0,0,0,0,0,11,63,5.7,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,7-251,PachIs00
1229,Isiah Pacheco,1,0,0,0,1,Mon,5,5,10/10/2022,23-222,KAN,,LVR,W 30-29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,7-251,PachIs00
1230,Isiah Pacheco,2,2,0,0,4,Sun,6,6,10/16/2022,23-228,KAN,,BUF,L 20-24,4,9,18,61,43,0,0,0,0,0,2,9,4.5,0,0,2,2,9,4.5,0,100,4.5,1,0,0,0,,0,0,,0,0,0,RB,7-251,PachIs00
1231,Isiah Pacheco,8,0,0,0,8,Sun,7,7,10/23/2022,23-235,KAN,@,SFO,W 44-23,8,43,43,169,126,0,0,0,0,0,8,43,5.4,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,7-251,PachIs00
1232,Isiah Pacheco,5,1,0,0,6,Sun,8,9,11/6/2022,23-249,KAN,,TEN,W 20-17 (OT),6,5,9,48,39,0,0,0,0,0,5,5,1,0,1,1,1,4,4,0,100,4,0,0,0,0,,0,0,,0,0,0,RB,7-251,PachIs00
1233,Isiah Pacheco,16,0,1,0,16,Sun,9,10,11/13/2022,23-256,KAN,,JAX,W 27-17,16,82,82,82,0,1,0,0,0,0,16,82,5.1,0,4,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,7-251,PachIs00
1234,Isiah Pacheco,15,0,0,0,15,Sun,10,11,11/20/2022,23-263,KAN,@,LAC,W 30-27,15,107,107,107,0,0,0,0,0,0,15,107,7.1,0,4,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,7-251,PachIs00
1235,Isiah Pacheco,22,1,0,1,23,Sun,11,12,11/27/2022,23-270,KAN,,LAR,W 26-10,23,69,86,86,0,0,0,0,0,0,22,69,3.1,1,2,1,1,17,17,0,100,17,1,1,0,0,,0,0,,0,0,6,RB,7-251,PachIs00
1236,Isiah Pacheco,14,2,0,1,16,Sun,12,13,12/4/2022,23-277,KAN,@,CIN,L 24-27,16,66,82,198,116,0,0,0,0,0,14,66,4.7,1,5,2,2,16,8,0,100,8,1,1,0,0,,0,0,,0,0,6,RB,7-251,PachIs00
1237,Isiah Pacheco,13,3,0,0,16,Sun,13,14,12/11/2022,23-284,KAN,@,DEN,W 34-28,16,70,93,93,0,0,0,0,0,0,13,70,5.4,0,3,3,3,23,7.7,0,100,7.7,1,0,0,0,,0,0,,0,0,0,RB,7-251,PachIs00
1238,Isiah Pacheco,15,1,1,0,16,Sun,14,15,12/18/2022,23-291,KAN,@,HOU,W 30-24 (OT),16,86,97,144,47,1,0,0,0,0,15,86,5.7,0,6,1,1,11,11,0,100,11,1,0,0,0,,0,0,,0,0,0,RB,7-251,PachIs00
1239,Isiah Pacheco,14,2,0,0,15,Sat,15,16,12/24/2022,23-297,KAN,,SEA,W 24-10,15,58,90,109,19,0,0,0,0,0,14,58,4.1,0,2,2,1,32,32,0,50,16,1,0,0,0,,0,0,,0,0,0,RB,7-251,PachIs00
1240,Isiah Pacheco,9,2,0,1,11,Sun,16,17,1/1/2023,23-305,KAN,,DEN,W 27-24,11,31,49,49,0,0,0,0,0,0,9,31,3.4,1,3,2,2,18,9,0,100,9,1,1,0,0,,0,0,,0,0,6,RB,7-251,PachIs00
1241,Isiah Pacheco,8,0,0,1,8,Sat,17,18,1/7/2023,23-311,KAN,@,LVR,W 31-13,8,64,64,64,0,0,0,0,0,0,8,64,8,1,2,0,0,0,,0,,,0,1,0,0,,0,0,,0,0,6,RB,7-251,PachIs00
1242,Cade Otton,0,2,0,0,1,Sun,2,2,9/18/2022,23-156,TAM,@,NOR,W 20-10,1,0,4,4,0,0,0,0,0,0,0,0,,0,,2,1,4,4,0,50,2,,0,0,0,,0,0,,0,0,0,TE,4-106,OttoCa00
1243,Cade Otton,0,4,0,0,3,Sun,4,4,10/2/2022,23-170,TAM,,KAN,L 31-41,3,0,29,29,0,0,0,0,0,0,0,0,,0,0,4,3,29,9.7,0,75,7.3,2,0,0,0,,0,0,,0,0,0,TE,4-106,OttoCa00
1244,Cade Otton,0,7,0,0,6,Sun,5,5,10/9/2022,23-177,TAM,,ATL,W 21-15,6,0,43,43,0,0,0,0,0,0,0,0,,0,0,7,6,43,7.2,0,85.7,6.1,2,0,0,0,,0,0,,0,0,0,TE,4-106,OttoCa00
1245,Cade Otton,0,3,0,0,2,Sun,6,6,10/16/2022,23-184,TAM,@,PIT,L 18-20,2,0,23,23,0,0,0,0,0,0,0,0,,0,0,3,2,23,11.5,0,66.7,7.7,1,0,0,0,,0,0,,0,0,0,TE,4-106,OttoCa00
1246,Cade Otton,0,5,0,0,4,Sun,7,7,10/23/2022,23-191,TAM,@,CAR,L 3-21,4,0,64,64,0,0,0,0,0,0,0,0,,0,0,5,4,64,16,0,80,12.8,2,0,0,0,,0,0,,0,0,0,TE,4-106,OttoCa00
1247,Cade Otton,0,5,0,0,2,Thu,8,8,10/27/2022,23-195,TAM,,BAL,L 22-27,2,0,15,15,0,0,0,0,0,0,0,0,,0,0,5,2,15,7.5,0,40,3,1,0,0,0,,0,0,,0,0,0,TE,4-106,OttoCa00
1248,Cade Otton,0,6,0,1,5,Sun,9,9,11/6/2022,23-205,TAM,,LAR,W 16-13,5,0,68,68,0,0,0,0,0,0,0,0,,0,0,6,5,68,13.6,1,83.3,11.3,4,1,0,0,,0,0,,0,0,6,TE,4-106,OttoCa00
1249,Cade Otton,0,3,0,0,3,Sun,10,10,11/13/2022,23-212,TAM,,SEA,W 21-16,3,0,35,35,0,0,0,0,0,0,0,0,,0,0,3,3,35,11.7,0,100,11.7,1,0,0,0,,0,0,,0,0,0,TE,4-106,OttoCa00
1250,Cade Otton,0,10,0,1,6,Mon,12,13,12/5/2022,23-234,TAM,,NOR,W 17-16,6,0,28,28,0,0,0,0,0,0,0,0,,0,0,10,6,28,4.7,1,60,2.8,2,1,0,0,,0,0,,0,0,6,TE,4-106,OttoCa00
1251,Cade Otton,0,5,0,0,4,Sun,13,14,12/11/2022,23-240,TAM,@,SFO,L 7-35,4,0,28,28,0,0,0,0,0,0,0,0,,0,0,5,4,28,7,0,80,5.6,1,0,0,0,,0,0,,0,0,0,TE,4-106,OttoCa00
1252,Cade Otton,0,1,0,0,1,Sun,14,15,12/18/2022,23-247,TAM,,CIN,L 23-34,1,0,20,20,0,0,0,0,0,0,0,0,,0,0,1,1,20,20,0,100,20,1,0,0,0,,0,0,,0,0,0,TE,4-106,OttoCa00
1253,Cade Otton,0,7,0,0,2,Sun,15,16,12/25/2022,23-254,TAM,@,ARI,W 19-16 (OT),2,0,12,12,0,0,0,0,0,0,0,0,,0,,7,2,12,6,0,28.6,1.7,,0,0,0,,0,0,,0,0,0,TE,4-106,OttoCa00
1254,Cade Otton,0,6,0,0,2,Sun,16,17,1/1/2023,23-261,TAM,,CAR,W 30-24,2,0,17,17,0,0,0,0,0,0,0,0,,0,0,6,2,17,8.5,0,33.3,2.8,1,0,0,0,,0,0,,0,0,0,TE,4-106,OttoCa00
1255,Cade Otton,0,1,0,0,1,Sun,17,18,1/8/2023,23-268,TAM,@,ATL,L 17-30,1,0,5,5,0,0,0,0,0,0,0,0,,0,0,1,1,5,5,0,100,5,1,0,0,0,,0,0,,0,0,0,TE,4-106,OttoCa00
1256,K.J. Osborn,0,4,0,0,3,Sun,1,1,9/11/2022,25-093,MIN,,GNB,W 23-7,3,0,14,14,0,0,0,0,0,0,0,0,,0,,4,3,14,4.7,0,75,3.5,,0,0,0,,0,0,,0,0,0,WR,5-176,OsboKJ00
1257,K.J. Osborn,0,2,0,0,2,Mon,2,2,9/19/2022,25-101,MIN,@,PHI,L 7-24,2,0,25,25,0,0,0,0,0,0,0,0,,0,0,2,2,25,12.5,0,100,12.5,2,0,0,0,,0,0,,0,0,0,WR,5-176,OsboKJ00
1258,K.J. Osborn,0,8,0,1,5,Sun,3,3,9/25/2022,25-107,MIN,,DET,W 28-24,5,0,73,73,0,0,0,0,0,0,0,0,,0,0,8,5,73,14.6,1,62.5,9.1,3,1,0,0,,0,0,,0,0,6,WR,5-176,OsboKJ00
1259,K.J. Osborn,1,2,0,0,2,Sun,4,4,10/2/2022,25-114,MIN,@,NOR,W 28-25,2,-1,5,5,0,0,0,0,0,0,1,-1,-1,0,0,2,1,6,6,0,50,3,1,0,0,0,,0,0,,0,0,0,WR,5-176,OsboKJ00
1260,K.J. Osborn,0,5,0,0,5,Sun,5,5,10/9/2022,25-121,MIN,,CHI,W 29-22,5,0,41,41,0,0,0,0,0,0,0,0,,0,0,5,5,41,8.2,0,100,8.2,1,0,0,0,,0,0,,0,0,0,WR,5-176,OsboKJ00
1261,K.J. Osborn,0,5,0,0,3,Sun,6,6,10/16/2022,25-128,MIN,@,MIA,W 24-16,3,0,18,18,0,0,0,0,0,0,0,0,,0,,5,3,18,6,0,60,3.6,,0,0,0,,0,0,,0,0,0,WR,5-176,OsboKJ00
