Rk,Team,Date,TD,Cmp,Att,Tot,TO,Day,G#,Week,,Opp,Result,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,Tot,TO,TD,XPA,XPM,Att,Md,Sfty
303,LAC,11/13/2022,2,19,41,387,1,Sun,9,10,@,SFO,L 16-22,41,157,3.8,2,19,28,67.9,230,0,1,10,0,92.9,387,1,2,2,1,3,3,0
304,CAR,11/10/2022,2,19,25,291,1,Thu,10,10,,ATL,W 25-15,25,138,5.5,0,19,30,63.3,153,2,5,33,1,84.4,291,1,2,2,0,1,1,0
305,ATL,11/10/2022,2,10,47,333,0,Thu,10,10,@,CAR,L 15-25,47,232,4.9,2,10,16,62.5,101,0,1,7,0,80.5,333,0,2,2,1,4,4,0
306,LAC,11/6/2022,2,12,35,315,2,Sun,8,9,@,ATL,W 20-17,35,201,5.7,2,12,23,52.2,114,0,2,15,0,66.2,315,2,2,2,2,2,1,0
307,NYJ,11/6/2022,2,18,22,317,2,Sun,9,9,,BUF,W 20-17,22,134,6.1,2,18,34,52.9,183,0,5,22,2,44.1,317,2,2,2,2,2,1,0
308,GNB,11/6/2022,2,14,31,254,1,Sun,9,9,@,DET,L 9-15,31,117,3.8,0,14,26,53.8,137,2,0,0,1,78.5,254,1,2,1,1,0,0,0
309,TEN,11/6/2022,2,43,19,499,1,Sun,8,9,@,KAN,L 17-20 (OT),19,77,4.1,1,43,68,63.2,422,1,4,24,1,79.4,499,1,2,1,0,3,2,0
310,WAS,11/6/2022,2,23,22,301,1,Sun,9,9,,MIN,L 17-20,22,56,2.5,0,23,41,56.1,245,2,2,17,1,79.8,301,1,2,2,2,2,2,0
311,IND,11/6/2022,2,20,28,203,1,Sun,9,9,@,NWE,L 3-26,28,70,2.5,0,20,30,66.7,133,1,4,14,0,87.2,203,1,2,2,2,4,4,0
312,BUF,11/6/2022,2,18,34,310,1,Sun,8,9,@,NYJ,L 17-20,34,174,5.1,1,18,25,72,136,1,2,18,0,98.1,310,1,2,2,2,2,2,0
313,KAN,11/6/2022,2,5,29,229,0,Sun,8,9,,TEN,W 20-17 (OT),29,172,5.9,2,5,16,31.3,57,0,3,23,0,43,229,0,2,2,2,1,1,0
314,JAX,11/6/2022,2,21,19,321,1,Sun,9,9,,LVR,W 27-20,19,73,3.8,0,21,36,58.3,248,2,2,11,0,97.9,321,1,2,2,2,2,2,0
315,ATL,11/6/2022,2,30,24,336,2,Sun,9,9,,LAC,L 17-20,24,91,3.8,1,30,43,69.8,245,1,0,0,1,82,336,2,2,2,2,2,2,0
316,MIN,11/6/2022,2,15,30,263,1,Sun,8,9,@,WAS,W 20-17,30,137,4.6,0,15,28,53.6,126,2,3,23,1,74.4,263,1,2,2,2,1,1,0
317,PHI,11/3/2022,2,13,32,303,2,Thu,8,9,@,HOU,W 29-17,32,168,5.3,0,13,22,59.1,135,2,3,19,2,69.3,303,2,2,2,2,1,1,0
318,CLE,10/31/2022,2,25,10,229,2,Mon,8,8,,CIN,W 32-13,10,36,3.6,0,25,35,71.4,193,2,5,39,1,91.7,229,2,2,2,1,1,0,0
319,BUF,10/30/2022,2,19,31,398,1,Sun,7,8,,GNB,W 27-17,31,208,6.7,0,19,30,63.3,190,2,2,13,1,89.6,398,1,2,2,2,2,1,0
320,DEN,10/30/2022,2,18,32,305,2,Sun,8,8,@,JAX,W 21-17,32,191,6,1,18,31,58.1,114,1,2,19,2,49.7,305,2,2,2,2,1,1,0
321,NWE,10/30/2022,2,20,15,387,3,Sun,8,8,@,NYJ,W 22-17,15,51,3.4,0,20,41,48.8,336,2,2,19,3,62.7,387,3,2,2,2,2,1,0
322,HOU,10/30/2022,2,6,45,354,2,Sun,7,8,,TEN,L 10-17,45,314,7,2,6,10,60,40,0,3,15,1,29.2,354,2,2,2,2,2,1,0
323,SFO,10/30/2022,2,22,21,223,0,Sun,8,8,@,LAR,W 31-14,21,56,2.7,1,22,33,66.7,167,1,2,20,0,88.8,223,0,2,2,2,0,0,0
324,IND,10/30/2022,2,23,28,362,1,Sun,8,8,,WAS,L 16-17,28,96,3.4,1,23,31,74.2,266,1,2,13,1,97,362,1,2,2,2,1,1,0
325,BAL,10/27/2022,2,26,15,349,1,Thu,8,8,@,TAM,W 27-22,15,44,2.9,1,26,44,59.1,305,1,3,20,0,87.8,349,1,2,1,1,3,3,0
326,CHI,10/24/2022,2,17,19,260,4,Mon,7,7,@,NWE,W 33-14,19,70,3.7,1,17,28,60.7,190,1,1,8,3,53.3,260,4,2,2,2,0,0,0
327,CIN,10/23/2022,2,8,29,214,0,Sun,7,7,,ATL,W 35-17,29,107,3.7,1,8,13,61.5,107,1,3,17,0,113.3,214,0,2,2,2,1,1,0
328,BAL,10/23/2022,2,22,24,336,2,Sun,7,7,,CLE,W 23-20,24,113,4.7,2,22,27,81.5,223,0,5,35,0,101.1,336,2,2,2,2,3,2,0
329,LVR,10/23/2022,2,28,23,404,1,Sun,6,7,,HOU,W 38-20,23,108,4.7,0,28,41,68.3,296,2,1,6,1,95.2,404,1,2,2,2,3,2,0
330,NYG,10/23/2022,2,22,21,452,1,Sun,7,7,@,JAX,W 23-17,21,142,6.8,2,22,44,50,310,0,0,0,0,73.1,452,1,2,1,0,1,1,0
331,JAX,10/23/2022,2,19,39,436,0,Sun,7,7,,NYG,L 17-23,39,236,6.1,1,19,30,63.3,200,1,1,2,0,93.7,436,0,2,2,2,3,3,0
332,CLE,10/23/2022,2,9,44,254,1,Sun,7,7,@,BAL,L 20-23,44,160,3.6,2,9,16,56.3,94,0,3,26,0,73.4,254,1,2,2,2,3,3,0
333,KAN,10/23/2022,2,29,21,444,3,Sun,7,7,@,SFO,W 44-23,21,101,4.8,0,29,46,63,343,2,5,26,2,82.1,444,3,2,2,2,3,3,0
334,GNB,10/23/2022,2,20,38,364,1,Sun,7,7,@,WAS,L 21-23,38,166,4.4,0,20,33,60.6,198,2,1,3,1,85.2,364,1,2,2,2,4,3,0
335,PHI,10/16/2022,2,18,26,315,3,Sun,6,6,,DAL,W 26-17,26,134,5.2,1,18,38,47.4,181,1,0,0,3,37.3,315,3,2,2,2,2,1,0
336,BUF,10/16/2022,2,25,18,387,2,Sun,6,6,@,KAN,W 24-20,18,68,3.8,0,25,40,62.5,319,2,3,19,2,83.2,387,2,2,2,2,3,2,0
337,MIN,10/16/2022,2,30,20,458,3,Sun,6,6,@,MIA,W 24-16,20,73,3.7,0,30,47,63.8,385,2,6,33,2,85.9,458,3,2,1,1,2,1,0
338,CIN,10/16/2022,2,19,34,399,0,Sun,6,6,@,NOR,W 30-26,34,228,6.7,1,19,36,52.8,171,1,1,7,0,75.1,399,0,2,2,2,4,4,0
339,GNB,10/16/2022,2,10,33,278,0,Sun,6,6,,NYJ,L 10-27,33,179,5.4,2,10,18,55.6,99,0,2,11,0,71.3,278,0,2,3,3,3,2,0
340,TAM,10/16/2022,2,20,29,270,0,Sun,6,6,@,PIT,L 18-20,29,77,2.7,0,20,30,66.7,193,2,2,18,0,106.7,270,0,2,2,2,2,2,0
341,NYG,10/16/2022,2,17,24,406,2,Sun,6,6,,BAL,W 24-20,24,211,8.8,1,17,32,53.1,195,1,2,15,1,69.1,406,2,2,2,2,3,2,0
342,ATL,10/16/2022,2,29,16,346,3,Sun,6,6,,SFO,W 28-14,16,50,3.1,0,29,41,70.7,296,2,0,0,2,87,346,3,2,2,2,0,0,0
343,TAM,10/9/2022,2,14,31,261,0,Sun,5,5,,ATL,W 21-15,31,151,4.9,1,14,25,56,110,1,5,37,0,80.4,261,0,2,1,1,1,0,0
344,MIN,10/9/2022,2,15,24,271,1,Sun,5,5,,CHI,W 29-22,24,78,3.3,1,15,21,71.4,193,1,2,15,0,115.8,271,1,2,1,1,3,3,0
345,BAL,10/9/2022,2,24,21,291,1,Sun,5,5,,CIN,W 19-17,21,101,4.8,1,24,35,68.6,190,1,3,27,1,79.5,291,1,2,2,2,1,1,0
346,PHI,10/9/2022,2,28,26,363,1,Sun,5,5,@,ARI,W 20-17,26,124,4.8,1,28,42,66.7,239,1,1,11,1,79.4,363,1,2,2,2,2,1,0
347,LAR,10/9/2022,2,10,34,239,0,Sun,5,5,,DAL,L 10-22,34,163,4.8,1,10,16,62.5,76,0,3,26,0,74,239,0,2,1,1,3,3,0
348,NYG,10/9/2022,2,25,20,301,0,Sun,5,5,@,GNB,W 27-22,20,94,4.7,0,25,39,64.1,207,2,2,15,0,94.7,301,0,2,2,2,2,2,1
349,NYJ,10/9/2022,2,19,26,295,2,Sun,5,5,,MIA,W 40-17,26,137,5.3,2,19,34,55.9,158,0,2,8,1,55.8,295,2,2,2,2,2,1,0
350,DET,10/9/2022,2,17,35,364,1,Sun,5,5,@,NWE,L 0-29,35,176,5,0,17,21,81,188,1,0,0,1,100,364,1,2,2,2,5,5,0
351,ARI,10/9/2022,2,26,33,357,0,Sun,5,5,,PHI,L 17-20,33,139,4.2,2,26,36,72.2,218,0,2,21,0,87.5,357,0,2,2,2,2,2,0
352,ATL,10/9/2022,2,35,23,420,0,Sun,5,5,@,TAM,L 15-21,23,69,3,1,35,52,67.3,351,1,0,0,0,92.7,420,0,2,1,1,2,2,0
353,TEN,10/9/2022,2,25,17,385,1,Sun,5,5,@,WAS,W 21-17,17,43,2.5,0,25,38,65.8,342,2,3,17,1,101,385,1,2,2,2,1,1,0
354,CLE,10/2/2022,2,7,35,333,1,Sun,4,4,@,ATL,L 20-23,35,202,5.8,2,7,19,36.8,131,0,1,8,1,39.6,333,1,2,2,2,3,3,0
355,BAL,10/2/2022,2,19,25,326,2,Sun,4,4,,BUF,L 20-23,25,125,5,1,19,36,52.8,201,1,1,12,1,67,326,2,2,2,2,3,3,0
356,ARI,10/2/2022,2,22,13,220,3,Sun,4,4,@,CAR,W 26-16,13,40,3.1,0,22,36,61.1,180,1,2,17,2,60,220,3,2,1,1,1,1,0
357,ATL,10/2/2022,2,21,35,403,2,Sun,4,4,,CLE,W 23-20,35,177,5.1,2,21,35,60,226,0,1,8,1,67.1,403,2,2,2,2,2,2,0
358,TEN,10/2/2022,2,27,23,365,3,Sun,4,4,@,IND,W 24-17,23,38,1.7,0,27,37,73,327,2,3,29,1,106.5,365,3,2,2,2,2,1,0
359,WAS,10/2/2022,2,15,29,279,0,Sun,4,4,@,DAL,L 10-25,29,62,2.1,0,15,27,55.6,217,2,1,6,0,106.6,279,0,2,2,1,4,4,0
360,NOR,10/2/2022,2,26,25,344,1,Sun,4,4,,MIN,L 25-28,25,81,3.2,1,26,39,66.7,263,1,3,23,1,83.6,344,1,2,2,1,5,5,0
361,CHI,10/2/2022,2,9,44,333,2,Sun,4,4,@,NYG,L 12-20,44,262,6,2,9,16,56.3,71,0,1,11,1,41.4,333,2,2,2,2,3,2,0
362,NYJ,10/2/2022,2,17,31,297,4,Sun,4,4,@,PIT,W 24-20,31,119,3.8,2,17,26,65.4,178,0,3,26,4,45.5,297,4,2,2,2,2,2,0
363,BUF,10/2/2022,2,20,33,296,2,Sun,4,4,@,BAL,W 23-20,33,162,4.9,1,20,29,69,134,1,2,10,2,61.6,296,2,2,2,2,2,2,0
364,NYG,9/26/2022,2,21,30,391,0,Mon,3,3,,DAL,L 16-23,30,176,5.9,1,21,31,67.7,215,1,0,0,0,98.2,391,0,2,2,2,4,3,0
365,MIA,9/25/2022,2,42,23,497,1,Sun,3,3,,BUF,W 21-19,23,115,5,0,42,63,66.7,382,2,4,18,0,93.5,497,1,2,2,2,2,1,1
366,NOR,9/25/2022,2,12,31,293,0,Sun,3,3,@,CAR,L 14-22,31,145,4.7,0,12,25,48,148,1,3,22,0,80.1,293,0,2,1,1,3,3,0
367,HOU,9/25/2022,2,8,40,363,2,Sun,3,3,@,CHI,L 20-23,40,281,7,2,8,17,47.1,82,0,5,24,2,21.8,363,2,2,2,2,3,3,0
368,KAN,9/25/2022,2,27,27,259,1,Sun,3,3,@,IND,L 17-20,27,82,3,0,27,37,73,177,2,5,45,0,100.8,259,1,2,2,2,2,2,0
369,TAM,9/25/2022,2,27,25,315,2,Sun,3,3,,GNB,L 12-14,25,67,2.7,0,27,35,77.1,248,2,1,7,1,103,315,2,2,2,2,0,0,0
370,CHI,9/25/2022,2,20,24,329,2,Sun,3,3,,HOU,W 23-20,24,92,3.8,1,20,32,62.5,237,1,1,8,2,69.4,329,2,2,2,2,2,2,0
371,IND,9/25/2022,2,20,23,315,2,Sun,3,3,,KAN,W 20-17,23,58,2.5,1,20,36,55.6,257,1,1,5,1,75.8,315,2,2,1,0,2,1,0
372,CAR,9/25/2022,2,25,22,426,3,Sun,3,3,,NOR,W 22-14,22,84,3.8,1,25,41,61,342,1,1,11,2,75.5,426,3,2,2,2,2,0,0
373,TEN,9/25/2022,2,27,19,396,1,Sun,3,3,,LVR,W 24-22,19,96,5.1,0,27,45,60,300,2,1,7,1,85.4,396,1,2,1,1,3,3,0
374,ARI,9/25/2022,2,18,20,339,1,Sun,3,3,,LAR,L 12-20,20,100,5,2,18,25,72,239,0,1,10,0,101.9,339,1,2,2,2,2,2,0
375,ATL,9/25/2022,2,32,23,420,1,Sun,3,3,@,SEA,W 27-23,23,112,4.9,0,32,44,72.7,308,2,2,17,1,97.5,420,1,2,2,2,3,3,0
376,CLE,9/22/2022,2,20,22,308,1,Thu,3,3,,PIT,W 29-17,22,104,4.7,2,20,32,62.5,204,0,1,3,0,80.7,308,1,2,2,2,2,1,0
377,LAR,9/18/2022,2,17,27,261,3,Sun,2,2,,ATL,W 31-27,27,90,3.3,0,17,26,65.4,171,2,3,25,2,77.6,261,3,2,2,2,2,1,1
378,CIN,9/18/2022,2,19,27,337,1,Sun,2,2,@,DAL,L 17-20,27,107,4,1,19,31,61.3,230,1,1,5,0,94.8,337,1,2,2,2,2,2,0
379,PIT,9/18/2022,2,21,31,376,1,Sun,2,2,,NWE,L 14-17,31,124,4,1,21,35,60,252,1,0,0,1,79.7,376,1,2,2,2,2,1,0
380,ARI,9/18/2022,2,25,21,324,1,Sun,2,2,@,LVR,W 29-23 (OT),21,80,3.8,0,25,39,64.1,244,2,1,8,0,98.7,324,1,2,2,2,3,3,0
381,NOR,9/18/2022,2,18,30,260,1,Sun,2,2,,TAM,L 10-20,30,72,2.4,0,18,34,52.9,188,1,1,2,0,79,260,1,2,2,2,2,2,0
382,DEN,9/12/2022,2,23,19,253,1,Mon,1,1,@,SEA,L 16-17,19,76,4,0,23,28,82.1,177,2,2,18,0,116.8,253,1,2,2,2,1,1,0
383,NOR,9/11/2022,2,20,38,416,2,Sun,1,1,@,ATL,W 27-26,38,201,5.3,2,20,33,60.6,215,0,0,0,0,79.7,416,2,2,2,2,5,4,0
384,PIT,9/11/2022,2,33,34,432,5,Sun,1,1,@,CIN,W 23-20 (OT),34,133,3.9,0,33,53,62.3,299,2,7,39,4,58.6,432,5,2,1,0,3,2,0
385,CAR,9/11/2022,2,18,39,355,0,Sun,1,1,,CLE,L 24-26,39,217,5.6,1,18,34,52.9,138,1,1,9,0,72.9,355,0,2,2,2,4,4,0
386,HOU,9/11/2022,2,32,38,517,2,Sun,1,1,,IND,T 20-20 (OT),38,177,4.7,1,32,50,64,340,1,2,12,1,82.1,517,2,2,2,2,3,2,0
387,IND,9/11/2022,2,23,28,299,1,Sun,1,1,@,HOU,T 20-20 (OT),28,77,2.8,0,23,37,62.2,222,2,3,18,0,96.9,299,1,2,2,2,2,2,0
388,WAS,9/11/2022,2,24,18,383,1,Sun,1,1,,JAX,W 28-22,18,123,6.8,1,24,42,57.1,260,1,2,15,1,73.5,383,1,2,1,1,4,3,0
389,NWE,9/11/2022,2,23,23,307,0,Sun,1,1,@,MIA,L 7-20,23,65,2.8,0,23,33,69.7,242,1,3,28,0,100.8,307,0,2,2,2,2,2,0
390,GNB,9/11/2022,2,23,28,395,0,Sun,1,1,@,MIN,L 7-23,28,126,4.5,0,23,32,71.9,269,2,1,8,0,117.8,395,0,2,2,2,3,3,0
391,NYG,9/11/2022,2,20,26,359,1,Sun,1,1,@,TEN,W 21-20,26,93,3.6,0,20,33,60.6,266,2,1,0,0,106.4,359,1,2,2,2,3,2,0
392,CIN,9/11/2022,2,21,22,267,0,Sun,1,1,,PIT,L 20-23 (OT),22,75,3.4,0,21,38,55.3,192,1,1,2,0,78,267,0,2,2,2,4,3,0
393,LAC,9/11/2022,2,22,13,320,3,Sun,1,1,,LVR,W 24-19,13,64,4.9,0,22,37,59.5,256,2,6,39,3,64.7,320,3,2,1,1,2,2,0
394,NOR,1/8/2023,1,5,41,203,2,Sun,17,18,,CAR,L 7-10,41,171,4.2,0,5,15,33.3,32,0,2,11,2,2.8,203,2,1,1,1,1,1,0
395,WAS,1/8/2023,1,14,27,182,2,Sun,17,18,,DAL,W 26-6,27,64,2.4,0,14,38,36.8,118,1,1,10,1,43.5,182,2,1,1,0,0,0,0
396,DET,1/8/2023,1,17,28,291,2,Sun,17,18,@,GNB,W 20-16,28,103,3.7,0,17,27,63,188,1,2,17,1,80.5,291,2,1,1,1,4,3,0
397,CAR,1/8/2023,1,15,32,304,1,Sun,17,18,@,NOR,W 10-7,32,143,4.5,0,15,25,60,161,1,1,10,0,92.2,304,1,1,1,1,2,0,0
398,NYG,1/8/2023,1,20,34,342,1,Sun,17,18,@,PHI,L 16-22,34,135,4,1,20,35,57.1,207,0,3,22,1,62.4,342,1,1,1,1,5,5,0
399,SEA,1/8/2023,1,13,28,269,1,Sun,17,18,,LAR,W 19-16 (OT),28,146,5.2,1,13,26,50,123,0,5,24,1,47.4,269,1,1,1,1,3,3,0
400,CIN,1/8/2023,1,19,27,386,4,Sun,16,18,,BAL,W 27-16,27,110,4.1,1,19,44,43.2,276,0,4,10,2,45.3,386,4,1,1,1,3,3,0
239,LAR,1/8/2023,1,19,36,402,1,Sun,17,18,@,SEA,L 16-19 (OT),36,197,5.5,0,19,31,61.3,205,1,3,8,2,64.6,402,2,1,1,1,5,4,0
402,JAX,1/7/2023,1,20,39,312,2,Sat,17,18,,TEN,W 20-16,39,147,3.8,0,20,29,69,165,1,4,14,1,80.4,312,2,1,1,1,3,3,0
403,KAN,1/7/2023,1,22,25,279,2,Sat,17,18,@,LVR,W 31-13,25,99,4,0,22,36,61.1,180,1,6,39,1,71.5,279,2,1,1,1,2,2,0
404,ATL,1/1/2023,1,24,27,339,0,Sun,16,17,,ARI,W 20-19,27,126,4.7,0,24,40,60,213,1,2,9,0,82.6,339,0,1,1,1,5,4,0
405,DET,1/1/2023,1,7,22,230,2,Sun,16,17,,CHI,W 41-10,22,200,9.1,0,7,21,33.3,30,1,7,45,1,38.4,230,2,1,1,1,1,1,0
406,LAC,1/1/2023,1,11,26,277,1,Sun,16,17,,LAR,W 31-10,26,166,6.4,1,11,19,57.9,111,0,3,21,0,74.7,277,1,1,1,1,1,1,0
407,BAL,1/1/2023,1,15,41,351,0,Sun,16,17,,PIT,L 13-16,41,198,4.8,0,15,27,55.6,153,1,2,15,0,84.3,351,0,1,1,1,4,3,0
408,CLE,1/1/2023,1,16,37,260,3,Sun,16,17,@,WAS,W 24-10,37,136,3.7,1,16,28,57.1,124,0,3,19,3,28.6,260,3,1,1,1,1,1,0
409,PIT,1/1/2023,1,14,28,240,1,Sun,16,17,@,BAL,W 16-13,28,120,4.3,0,14,21,66.7,120,1,1,10,1,77.5,240,1,1,1,1,2,2,0
410,NYG,1/1/2023,1,17,27,252,1,Sun,16,17,,IND,W 38-10,27,128,4.7,0,17,27,63,124,1,2,17,1,70.6,252,1,1,1,1,2,1,0
411,NOR,1/1/2023,1,18,15,313,1,Sun,16,17,@,PHI,W 20-10,15,67,4.5,0,18,32,56.3,246,1,6,28,1,78.4,313,1,1,1,1,1,1,0
412,DAL,12/29/2022,1,20,24,317,2,Thu,16,17,@,TEN,W 27-13,24,97,4,0,20,39,51.3,220,1,2,12,1,66.2,317,2,1,1,1,2,2,0
413,ARI,12/25/2022,1,32,30,396,2,Sun,15,16,,TAM,L 16-19 (OT),30,115,3.8,0,32,48,66.7,281,1,0,0,2,71.6,396,2,1,1,1,4,4,0
414,LAR,12/25/2022,1,19,20,323,4,Sun,15,16,,DEN,W 51-14,20,104,5.2,0,19,35,54.3,219,1,6,40,4,43.3,323,4,1,0,0,2,2,0
415,TAM,12/25/2022,1,25,27,325,3,Sun,15,16,@,ARI,W 19-16 (OT),27,121,4.5,1,25,46,54.3,204,0,1,17,1,56.8,325,3,1,1,1,3,3,0
416,BUF,12/24/2022,1,18,29,209,2,Sat,15,16,@,CHI,W 35-13,29,80,2.8,0,18,28,64.3,129,1,2,15,1,71.9,209,2,1,1,1,2,2,0
417,LVR,12/24/2022,1,26,27,350,1,Sat,15,16,@,PIT,L 10-13,27,106,3.9,0,26,39,66.7,244,1,0,0,1,81.6,350,1,1,1,1,4,2,0
418,KAN,12/24/2022,1,25,31,333,1,Sat,15,16,,SEA,W 24-10,31,133,4.3,0,25,40,62.5,200,1,2,15,1,72.9,333,1,1,1,1,1,1,0
419,NOR,12/24/2022,1,15,34,249,1,Sat,15,16,@,CLE,W 17-10,34,124,3.6,1,15,31,48.4,125,0,2,10,1,45.8,249,1,1,1,1,1,1,0
420,ATL,12/24/2022,1,9,34,299,0,Sat,15,16,@,BAL,L 9-17,34,184,5.4,0,9,17,52.9,115,1,0,0,0,94,299,0,1,0,0,4,3,0
421,PIT,12/24/2022,1,16,19,201,3,Sat,15,16,,LVR,W 13-10,19,58,3.1,0,16,30,53.3,143,1,3,31,3,37.9,201,3,1,1,1,1,1,0
422,NYJ,12/22/2022,1,20,39,365,1,Thu,15,16,,JAX,L 3-19,39,147,3.8,1,20,31,64.5,218,0,1,11,0,85.1,365,1,1,1,1,5,4,0
423,GNB,12/19/2022,1,12,17,156,1,Mon,14,15,,LAR,W 24-12,17,72,4.2,0,12,21,57.1,84,1,5,27,1,62.4,156,1,1,1,0,2,2,0
424,DEN,12/18/2022,1,20,20,240,3,Sun,14,15,,ARI,W 24-15,20,73,3.7,1,20,36,55.6,167,0,3,6,3,33,240,3,1,0,0,3,3,0
425,PIT,12/18/2022,1,14,16,209,0,Sun,14,15,@,CAR,W 24-16,16,21,1.3,0,14,23,60.9,188,1,4,37,0,101.4,209,0,1,1,1,3,3,0
426,NYG,12/18/2022,1,17,26,387,2,Sun,14,15,@,WAS,W 20-12,26,159,6.1,0,17,29,58.6,228,1,3,21,0,95.2,387,2,1,1,0,2,2,0
427,BAL,12/17/2022,1,18,33,283,0,Sat,14,15,@,CLE,L 3-13,33,143,4.3,0,18,28,64.3,140,1,3,21,0,88.4,283,0,1,1,1,4,2,0
428,SFO,12/15/2022,1,31,14,277,1,Thu,14,15,@,SEA,W 21-13,14,70,5,0,31,44,70.5,207,1,3,31,0,88,277,1,1,1,1,2,2,0
429,NWE,12/12/2022,1,28,22,323,2,Mon,13,14,@,ARI,W 27-13,22,113,5.1,1,28,41,68.3,210,0,6,45,1,70.2,323,2,1,1,1,3,2,0
430,SFO,12/11/2022,1,34,19,322,3,Sun,13,14,,TAM,W 35-7,19,69,3.6,0,34,55,61.8,253,1,0,0,2,63.7,322,3,1,1,1,1,0,0
431,CIN,12/11/2022,1,26,25,344,1,Sun,13,14,,CLE,W 23-10,25,71,2.8,0,26,43,60.5,273,1,2,3,1,77,344,1,1,1,1,1,1,0
432,PIT,12/11/2022,1,11,42,309,0,Sun,13,14,,BAL,L 14-16,42,215,5.1,1,11,17,64.7,94,0,2,10,0,79,309,0,1,1,1,3,3,0
433,BUF,12/11/2022,1,28,22,309,2,Sun,13,14,,NYJ,W 20-12,22,76,3.5,1,28,47,59.6,233,0,4,36,0,72.4,309,2,1,1,1,1,1,1
434,LAR,12/8/2022,1,11,38,302,2,Thu,13,14,,LVR,W 17-16,38,165,4.3,1,11,20,55,137,0,0,0,2,36.9,302,2,1,1,1,3,3,0
435,TAM,12/5/2022,1,21,25,298,0,Mon,12,13,,NOR,W 17-16,25,66,2.6,0,21,29,72.4,232,1,2,18,0,107.3,298,0,1,1,1,3,3,0
436,PHI,12/4/2022,1,16,21,209,0,Sun,12,13,,TEN,W 35-10,21,87,4.1,0,16,26,61.5,122,1,6,35,0,85.7,209,0,1,1,1,1,1,0
437,ATL,12/4/2022,1,16,37,351,0,Sun,13,13,,PIT,L 16-19,37,154,4.2,0,16,28,57.1,197,1,0,0,0,90.9,351,0,1,1,1,4,4,0
438,PIT,12/4/2022,1,13,28,306,1,Sun,12,13,@,ATL,W 19-16,28,146,5.2,0,13,24,54.2,160,1,1,7,1,71.5,306,1,1,1,1,3,3,0
439,CLE,12/4/2022,1,20,22,283,4,Sun,12,13,@,HOU,W 27-14,22,82,3.7,0,20,39,51.3,201,1,0,0,2,53.5,283,4,1,0,0,2,2,1
440,DET,12/4/2022,1,19,19,266,1,Sun,12,13,,JAX,W 40-14,19,95,5,0,19,34,55.9,171,1,2,14,0,79.4,266,1,1,0,0,2,2,0
441,DEN,12/4/2022,1,30,28,285,2,Sun,12,13,@,BAL,L 9-10,28,103,3.7,1,30,37,81.1,182,0,4,16,2,64.6,285,2,1,1,1,1,1,0
442,MIN,12/4/2022,1,31,24,486,2,Sun,12,13,,NYJ,W 27-22,24,120,5,1,31,58,53.4,366,0,1,3,2,58.5,486,2,1,1,1,5,5,0
443,BUF,12/1/2022,1,22,14,242,0,Thu,12,13,@,NWE,W 24-10,14,60,4.3,0,22,36,61.1,182,1,1,13,0,83.3,242,0,1,1,1,2,1,0
444,CAR,11/27/2022,1,19,19,246,2,Sun,12,12,,DEN,W 23-10,19,121,6.4,0,19,35,54.3,125,1,3,17,0,71.7,246,2,1,1,1,2,1,0
445,NOR,11/27/2022,1,26,29,317,0,Sun,12,12,@,SFO,L 0-13,29,96,3.3,0,26,37,70.3,221,1,1,1,0,94.5,317,0,1,1,1,2,2,0
446,CIN,11/27/2022,1,22,21,344,0,Sun,11,12,@,TEN,W 20-16,21,63,3,0,22,34,64.7,281,0,1,10,0,90.4,344,0,1,1,1,4,3,0
447,NYJ,11/27/2022,1,14,29,292,1,Sun,11,12,,CHI,W 31-10,29,127,4.4,0,14,25,56,165,1,2,14,1,72.9,292,1,1,1,1,1,1,0
448,KAN,11/27/2022,1,14,28,198,2,Sun,11,12,,LAR,W 26-10,28,116,4.1,0,14,24,58.3,82,1,3,24,2,44.1,198,2,1,1,1,1,1,0
449,WAS,11/27/2022,1,15,29,332,1,Sun,12,12,,ATL,W 19-13,29,167,5.8,0,15,25,60,165,1,1,9,1,76.2,332,1,1,1,1,3,2,0
450,SFO,11/21/2022,1,30,24,314,2,Mon,10,11,@,ARI,W 38-10,24,67,2.8,1,30,44,68.2,247,0,3,30,2,63.4,314,2,1,1,1,1,1,0
451,LVR,11/20/2022,1,24,28,320,0,Sun,10,11,@,DEN,W 22-16 (OT),28,94,3.4,1,24,31,77.4,226,0,3,21,0,97,320,0,1,1,1,4,3,0
452,NYJ,11/20/2022,1,23,26,297,0,Sun,10,11,@,NWE,L 3-10,26,99,3.8,0,23,27,85.2,198,0,6,48,0,97.2,297,0,1,1,1,3,1,0
453,WAS,11/20/2022,1,19,16,148,2,Sun,11,11,@,HOU,W 23-10,16,21,1.3,1,19,33,57.6,127,0,5,42,2,40.8,148,2,1,1,1,1,1,0
454,CAR,11/20/2022,1,24,30,308,1,Sun,11,11,@,BAL,L 3-13,30,115,3.8,1,24,33,72.7,193,0,3,16,1,74.4,308,1,1,1,1,2,2,0
455,PHI,11/20/2022,1,23,26,284,1,Sun,10,11,@,IND,W 17-16,26,99,3.8,1,23,32,71.9,185,0,4,28,0,86.1,284,1,1,1,1,4,3,0
456,TEN,11/13/2022,1,21,25,313,1,Sun,9,10,,DEN,W 17-10,25,65,2.6,0,21,42,50,248,1,6,38,1,66.4,313,1,1,1,1,1,1,0
