Player,Pos,Team,Opp,Salary,FPTS,ppd,min_sal,rep_points,PAR_PD
Joshua Dobbs,QB,NE,vs. CAR,20,0.35,0.0175,20,14.812740000017158,0
Jarrett Stidham,QB,DEN,vs. CIN,20,0.27999999999999997,0.014,20,14.812740000017158,0
Tyson Bagent,QB,CHI,LV,20,0.27999999999999997,0.014,20,14.812740000017158,0
Tanner McKee,QB,PHI,TB,20,0.27999999999999997,0.014,20,14.812740000017158,0
Dillon Gabriel,QB,CLE,DET,20,0.27999999999999997,0.014,20,14.812740000017158,0
Cooper Rush,QB,BAL,KC,20,0.27999999999999997,0.014,20,14.812740000017158,0
Andy Dalton,QB,CAR,NE,20,0.27999999999999997,0.014,20,14.812740000017158,0
Davis Mills,QB,HOU,vs. TEN,20,0.27999999999999997,0.014,20,14.812740000017158,0
Nick Mullens,QB,JAC,SF,20,0.27999999999999997,0.014,20,14.812740000017158,0
Mason Rudolph,QB,PIT,vs. MIN,20,0.27999999999999997,0.014,20,14.812740000017158,0
Cooper Kupp,WR,SEA,ARI,18,7.92576946705365,0.4403,10,6.6506380900901805,0.15939142212043367
Kenneth Walker,RB,SEA,ARI,29,12.392743104132673,0.4273,10,6.6506380900901805,0.30221605337065754
Dareke Young,WR,SEA,ARI,10,0.39444436913115655,0.0394,10,6.6506380900901805,0
Jaxon Smith Njigba,WR,SEA,ARI,32,14.590234113627929,0.4559,10,6.6506380900901805,0.3608907283426249
Zach Charbonnet,RB,SEA,ARI,19,7.195480051611488,0.3787,10,6.6506380900901805,0.06053799572458976
Jake Bobo,WR,SEA,ARI,10,1.0245916336002752,0.1025,10,6.6506380900901805,0
Brady Russell,RB,SEA,ARI,10,0.42,0.042,10,6.6506380900901805,0
George Holani,RB,SEA,ARI,10,1.2921208617697815,0.1292,10,6.6506380900901805,0
Tory Horton,WR,SEA,ARI,16,5.91763985630094,0.3699,10,6.6506380900901805,-0.12216637229820677
Robbie Ouzts,RB,SEA,ARI,10,0.6041708915086137,0.0604,10,6.6506380900901805,0
Zay Jones,WR,ARI,SEA,10,0.7604643115852543,0.076,10,6.6506380900901805,0
Greg Dortch,WR,ARI,SEA,10,3.1724132332400266,0.3172,10,6.6506380900901805,0
Bam Knight,RB,ARI,SEA,10,0,0,10,6.6506380900901805,0
Michael Wilson,WR,ARI,SEA,12,5.0877315720272565,0.424,10,6.6506380900901805,-0.781453259031462
Emari Demercado,RB,ARI,SEA,10,3.7118551017311825,0.3712,10,6.6506380900901805,0
Marvin Harrison,WR,ARI,SEA,24,10.255478575854076,0.4273,10,6.6506380900901805,0.2574886061259925
Trey Benson,RB,ARI,SEA,18,12.397461121749224,0.6887,10,6.6506380900901805,0.7183528789573804
Xavier Weaver,WR,ARI,SEA,10,0.596908949439851,0.0597,10,6.6506380900901805,0
Simi Fehoko,WR,ARI,SEA,10,0.43689200536461925,0.0437,10,6.6506380900901805,0
Adam Thielen,WR,MIN,PIT,12,4.437033557493329,0.3698,10,6.6506380900901805,-1.1068022662984256
Justin Jefferson,WR,MIN,PIT,33,13.355862187158046,0.4047,10,6.6506380900901805,0.2915314824812115
Jalen Nailor,WR,MIN,PIT,10,4.918632713979831,0.4919,10,6.6506380900901805,0
Jordan Mason,RB,MIN,PIT,28,13.802605064409798,0.493,10,6.6506380900901805,0.39733149857331207
Jordan Addison,WR,MIN,PIT,19,8.400345164328709,0.4421,10,6.6506380900901805,0.19441189713761423
Zavier Scott,RB,MIN,PIT,13,2.4227320954996854,0.1864,10,6.6506380900901805,-1.4093019981968318
Tai Felton,WR,MIN,PIT,10,0.6055384947886225,0.0606,10,6.6506380900901805,0
Myles Price,WR,MIN,PIT,10,0,0,10,6.6506380900901805,0
D K Metcalf,WR,PIT,MIN,25,10.03729692216275,0.4015,10,6.6506380900901805,0.2257772554715046
Scott Miller,WR,PIT,MIN,10,0.2632051122133796,0.0263,10,6.6506380900901805,0
Kenneth Gainwell,RB,PIT,MIN,11,6.08842443407273,0.5535,10,6.6506380900901805,-0.5622136560174509
Ben Skowronek,WR,PIT,MIN,10,0.46503528570159547,0.0465,10,6.6506380900901805,0
Calvin Austin,WR,PIT,MIN,17,7.091107389605389,0.4171,10,6.6506380900901805,0.06292418564502977
Jaylen Warren,RB,PIT,MIN,25,12.95174568376948,0.5181,10,6.6506380900901805,0.42007383957862005
Roman Wilson,WR,PIT,MIN,10,1.5489776585780834,0.1549,10,6.6506380900901805,0
Kaleb Johnson,RB,PIT,MIN,10,1.8610537611884026,0.1861,10,6.6506380900901805,0
Tim Jones,WR,MIN,PIT,10,0.07480197927651745,0.0075,10,6.6506380900901805,0
Cam Akers,RB,MIN,PIT,10,2.7343573156273306,0.2734,10,6.6506380900901805,0
Brandin Cooks,WR,NO,BUF,10,4.93408726557141,0.4934,10,6.6506380900901805,0
Alvin Kamara,RB,NO,BUF,28,12.313001239725153,0.4398,10,6.6506380900901805,0.31457573053527627
Chris Olave,WR,NO,BUF,20,10.102340666642014,0.5051,10,6.6506380900901805,0.3451702576551834
Velus Jones,RB,NO,BUF,10,0.009849429693009086,0.001,10,6.6506380900901805,0
Rashid Shaheed,WR,NO,BUF,22,7.5060234158602395,0.3412,10,6.6506380900901805,0.07128211048083825
Kendre Miller,RB,NO,BUF,10,4.184093146584283,0.4184,10,6.6506380900901805,0
Trey Palmer,WR,NO,BUF,10,0.11821626971437377,0.0118,10,6.6506380900901805,0
Devaughn Vele,WR,NO,BUF,10,1.5790440843384759,0.1579,10,6.6506380900901805,0
Mason Tipton,WR,NO,BUF,10,0.018956537101258372,0.0019,10,6.6506380900901805,0
Devin Neal,RB,NO,BUF,10,1.2379702347868562,0.1238,10,6.6506380900901805,0
Curtis Samuel,WR,BUF,NO,10,0.8371951045228471,0.0837,10,6.6506380900901805,0
Ty Johnson,RB,BUF,NO,10,3.9246895879317676,0.3925,10,6.6506380900901805,0
Reggie Gilliam,RB,BUF,NO,10,0.028473825568909636,0.0028,10,6.6506380900901805,0
Elijah Moore,WR,BUF,NO,10,3.9429165741233545,0.3943,10,6.6506380900901805,0
Joshua Palmer,WR,BUF,NO,15,6.162027504644064,0.4108,10,6.6506380900901805,-0.09772211708922338
James Cook,RB,BUF,NO,42,15.925529722159101,0.3792,10,6.6506380900901805,0.2898403635021538
Khalil Shakir,WR,BUF,NO,20,8.634635534074373,0.4317,10,6.6506380900901805,0.1983997443984193
Tyrell Shavers,WR,BUF,NO,10,1.298413759546542,0.1298,10,6.6506380900901805,0
Keon Coleman,WR,BUF,NO,19,8.519486706572495,0.4484,10,6.6506380900901805,0.20764984627581276
Ray Davis,RB,BUF,NO,10,3.846732575848695,0.3847,10,6.6506380900901805,0
Kevin Austin,WR,NO,BUF,10,0.3187960952972901,0.0319,10,6.6506380900901805,0
Tyler Lockett,WR,TEN,HOU,10,3.410277037988261,0.341,10,6.6506380900901805,0
Calvin Ridley,WR,TEN,HOU,22,8.41293464360296,0.3824,10,6.6506380900901805,0.1468580461260649
Tony Pollard,RB,TEN,HOU,25,11.775833828303227,0.471,10,6.6506380900901805,0.3416797158808698
Van Jefferson,WR,TEN,HOU,10,1.9701501723680814,0.197,10,6.6506380900901805,0
Julius Chestnut,RB,TEN,HOU,10,1.7052868817060818,0.1705,10,6.6506380900901805,0
Bryce Oliver,WR,TEN,HOU,10,0.3057499035278558,0.0306,10,6.6506380900901805,0
Chimere Dike,WR,TEN,HOU,10,4.013678034921609,0.4014,10,6.6506380900901805,0
Elic Ayomanor,WR,TEN,HOU,17,6.91505362517127,0.4068,10,6.6506380900901805,0.03777364786872704
Kalel Mullings,RB,TEN,HOU,10,0.7741234553340014,0.0774,10,6.6506380900901805,0
Dare Ogunbowale,RB,HOU,TEN,10,1.3027667054178373,0.1303,10,6.6506380900901805,0
Nick Chubb,RB,HOU,TEN,18,9.431567225310282,0.524,10,6.6506380900901805,0.34761614190251267
Christian Kirk,WR,HOU,TEN,15,7.363542700746447,0.4909,10,6.6506380900901805,0.14258092213125337
Braxton Berrios,WR,HOU,TEN,10,0.19173286293232963,0.0192,10,6.6506380900901805,0
Nico Collins,WR,HOU,TEN,33,12.747470074714142,0.3863,10,6.6506380900901805,0.26507965150538965
Dameon Pierce,RB,HOU,TEN,10,0.5816176962900544,0.0582,10,6.6506380900901805,0
Xavier Hutchinson,WR,HOU,TEN,10,3.9044061901149467,0.3904,10,6.6506380900901805,0
British Brooks,RB,HOU,TEN,10,5.6687395521339484e-5,0,10,6.6506380900901805,0
Jayden Higgins,WR,HOU,TEN,10,4.843930022155791,0.4844,10,6.6506380900901805,0
Jaylin Noel,WR,HOU,TEN,10,2.0676409883739595,0.2068,10,6.6506380900901805,0
Woody Marks,RB,HOU,TEN,10,6.57469346718062,0.6575,10,6.6506380900901805,0
Jakob Johnson,RB,HOU,TEN,10,0.007559008285711859,8e-4,10,6.6506380900901805,0
DeAndre Carter,WR,CLE,DET,10,0.1273874815797896,0.0127,10,6.6506380900901805,0
Jerry Jeudy,WR,CLE,DET,24,9.228899347829689,0.3845,10,6.6506380900901805,0.1841615184099649
Jerome Ford,RB,CLE,DET,12,4.501171477739413,0.3751,10,6.6506380900901805,-1.0747333061753839
Cedric Tillman,WR,CLE,DET,18,7.872522314897244,0.4374,10,6.6506380900901805,0.15273552810088298
Jamari Thrash,WR,CLE,DET,10,1.6013835616077263,0.1601,10,6.6506380900901805,0
Quinshon Judkins,RB,CLE,DET,23,11.517248478813345,0.5007,10,6.6506380900901805,0.3743546452863973
Dylan Sampson,RB,CLE,DET,14,5.019197524918231,0.3585,10,6.6506380900901805,-0.4078601412929874
Raheim Sanders,RB,CLE,DET,10,0.44104241809800143,0.0441,10,6.6506380900901805,0
Isaiah Bond,WR,CLE,DET,10,3.5826370155902323,0.3583,10,6.6506380900901805,0
Kalif Raymond,WR,DET,CLE,10,3.20839915048301,0.3208,10,6.6506380900901805,0
David Montgomery,RB,DET,CLE,23,10.800604690556206,0.4696,10,6.6506380900901805,0.3192282000358481
Craig Reynolds,RB,DET,CLE,10,0.8134856739321122,0.0813,10,6.6506380900901805,0
Amon Ra St Brown,WR,DET,CLE,36,13.986145625180475,0.3885,10,6.6506380900901805,0.28213490519578055
Jameson Williams,WR,DET,CLE,25,9.539067429296857,0.3816,10,6.6506380900901805,0.19256195594711176
Jahmyr Gibbs,RB,DET,CLE,43,14.92089594733944,0.347,10,6.6506380900901805,0.25061387446209876
Jacob Saylors,RB,DET,CLE,10,0,0,10,6.6506380900901805,0
Sione Vaki,RB,DET,CLE,10,0.07873578999515352,0.0079,10,6.6506380900901805,0
Isaac TeSlaa,WR,DET,CLE,11,4.204236901716908,0.3822,10,6.6506380900901805,-2.4464011883732724
Dominic Lovett,WR,DET,CLE,10,0.14629593260066726,0.0146,10,6.6506380900901805,0
Kaden Davis,WR,CLE,DET,10,0,0,10,6.6506380900901805,0
Jeremy McNichols,RB,WAS,ATL,10,6.349258934693843,0.6349,10,6.6506380900901805,0
Deebo Samuel,WR,WAS,ATL,25,10.937185576082637,0.4375,10,6.6506380900901805,0.2857698323994971
Chris Rodriguez,RB,WAS,ATL,11,5.517868481806397,0.5016,10,6.6506380900901805,-1.132769608283783
Luke McCaffrey,WR,WAS,ATL,10,4.935883337697895,0.4936,10,6.6506380900901805,0
Jaylin Lane,WR,WAS,ATL,10,4.758610293192063,0.4759,10,6.6506380900901805,0
Jacory Croskey Merritt,RB,WAS,ATL,22,7.39110468822617,0.336,10,6.6506380900901805,0.06170554984466577
Jamal Agnew,WR,ATL,WAS,10,0.6640527593803028,0.0664,10,6.6506380900901805,0
Ray Ray McCloud,WR,ATL,WAS,10,4.85499524948351,0.4855,10,6.6506380900901805,0
KhaDarel Hodge,WR,ATL,WAS,10,0.22581216826914216,0.0226,10,6.6506380900901805,0
Darnell Mooney,WR,ATL,WAS,16,7.91156002603509,0.4945,10,6.6506380900901805,0.21015365599081828
Drake London,WR,ATL,WAS,31,11.949768149522587,0.3855,10,6.6506380900901805,0.2523395266396384
Tyler Allgeier,RB,ATL,WAS,13,5.489979050569056,0.4223,10,6.6506380900901805,-0.38688634650704135
Bijan Robinson,RB,ATL,WAS,42,17.172257442319466,0.4089,10,6.6506380900901805,0.3288006047571652
Casey Washington,WR,ATL,WAS,10,0.2921461009535131,0.0292,10,6.6506380900901805,0
Nathan Carter,RB,ATL,WAS,10,0.8181583929925746,0.0818,10,6.6506380900901805,0
David Sills V,WR,ATL,WAS,10,0,0,10,6.6506380900901805,0
Chris Moore,WR,WAS,ATL,10,3.544253283926542,0.3544,10,6.6506380900901805,0
Saquon Barkley,RB,PHI,TB,37,14.733545541747759,0.3982,10,6.6506380900901805,0.29936694265398445
A J Brown,WR,PHI,TB,28,11.425485734286806,0.4081,10,6.6506380900901805,0.2652693135664792
A J Dillon,RB,PHI,TB,10,1.26,0.126,10,6.6506380900901805,0
DeVonta Smith,WR,PHI,TB,25,10.00418754102746,0.4002,10,6.6506380900901805,0.22356996339581858
Jahan Dotson,WR,PHI,TB,10,3.7204091433034145,0.372,10,6.6506380900901805,0
John Metchie,WR,PHI,TB,10,1.189194301796025,0.1189,10,6.6506380900901805,0
Tank Bigsby,RB,PHI,TB,10,0.9852339854452001,0.0985,10,6.6506380900901805,0
Will Shipley,RB,PHI,TB,10,2.4282010363245936,0.2428,10,6.6506380900901805,0
Darius Cooper,WR,PHI,TB,10,0,0,10,6.6506380900901805,0
Sterling Shepard,WR,TB,PHI,10,6.6506380900901805,0.6651,10,6.6506380900901805,0
Chris Godwin,WR,TB,PHI,21,7.466332670230627,0.3555,10,6.6506380900901805,0.0741540527400406
Rachaad White,RB,TB,PHI,15,5.10296579349678,0.3402,10,6.6506380900901805,-0.3095344593186802
Ryan Miller,WR,TB,PHI,10,1.4644879771615562,0.1464,10,6.6506380900901805,0
Sean Tucker,RB,TB,PHI,10,0.8121093997304326,0.0812,10,6.6506380900901805,0
Bucky Irving,RB,TB,PHI,35,14.658932520416808,0.4188,10,6.6506380900901805,0.32033177721306516
Kameron Johnson,WR,TB,PHI,10,0.08711619289236419,0.0087,10,6.6506380900901805,0
Emeka Egbuka,WR,TB,PHI,32,11.864158552299225,0.3708,10,6.6506380900901805,0.23697820282768384
Tez Johnson,WR,TB,PHI,10,1.5508351252479569,0.1551,10,6.6506380900901805,0
Josh Williams,RB,TB,PHI,10,0,0,10,6.6506380900901805,0
David Moore,WR,CAR,NE,10,2.8835238676475763,0.2884,10,6.6506380900901805,0
Hunter Renfrow,WR,CAR,NE,13,5.540596770360376,0.4262,10,6.6506380900901805,-0.37001377324326806
Rico Dowdle,RB,CAR,NE,16,5.194346364276129,0.3246,10,6.6506380900901805,-0.2427152876356753
Chuba Hubbard,RB,CAR,NE,32,12.474260341715215,0.3898,10,6.6506380900901805,0.2647101023465925
Brycen Tremayne,WR,CAR,NE,10,2.30839635860767,0.2308,10,6.6506380900901805,0
Xavier Legette,WR,CAR,NE,12,2.4453714619768734,0.2038,10,6.6506380900901805,-2.1026333140566535
Tetairoa McMillan,WR,CAR,NE,28,12.03063063970037,0.4297,10,6.6506380900901805,0.2988884749783438
Trevor Etienne,RB,CAR,NE,10,1.359214420002318,0.1359,10,6.6506380900901805,0
Jimmy Horn,WR,CAR,NE,10,0.21726110198563803,0.0217,10,6.6506380900901805,0
Dalevon Campbell,WR,CAR,NE,10,0,0,10,6.6506380900901805,0
Stefon Diggs,WR,NE,CAR,21,7.3540646270907235,0.3502,10,6.6506380900901805,0.06394786700004937
Mack Hollins,WR,NE,CAR,10,4.0745208280759915,0.4075,10,6.6506380900901805,0
Antonio Gibson,RB,NE,CAR,10,4.111735375011284,0.4112,10,6.6506380900901805,0
Rhamondre Stevenson,RB,NE,CAR,19,7.153911923921514,0.3765,10,6.6506380900901805,0.0559193148701482
Demario Douglas,WR,NE,CAR,12,5.305262178526266,0.4421,10,6.6506380900901805,-0.6726879557819574
Kayshon Boutte,WR,NE,CAR,18,6.8581481032533365,0.381,10,6.6506380900901805,0.025938751645394498
Jack Westover,RB,NE,CAR,10,0,0,10,6.6506380900901805,0
TreVeyon Henderson,RB,NE,CAR,21,9.828844942773674,0.468,10,6.6506380900901805,0.28892789569849947
Kyle Williams,WR,NE,CAR,10,1.8268572157002065,0.1827,10,6.6506380900901805,0
Efton Chism,WR,NE,CAR,10,0,0,10,6.6506380900901805,0
Keenan Allen,WR,LAC,NYG,26,10.633459164975752,0.409,10,6.6506380900901805,0.24892631718034824
Hassan Haskins,RB,LAC,NYG,10,2.1539758646643214,0.2154,10,6.6506380900901805,0
Quentin Johnston,WR,LAC,NYG,23,10.287454520686136,0.4473,10,6.6506380900901805,0.27975511004584275
Derius Davis,WR,LAC,NYG,10,0.8735531231473812,0.0874,10,6.6506380900901805,0
Scott Matlock,RB,LAC,NYG,10,0.043887767026644306,0.0044,10,6.6506380900901805,0
Ladd McConkey,WR,LAC,NYG,31,10.320343968025247,0.3329,10,6.6506380900901805,0.17474789894928888
Omarion Hampton,RB,LAC,NYG,28,14.873904828905257,0.5312,10,6.6506380900901805,0.4568481521563932
Tre Harris,WR,LAC,NYG,10,3.0140669562755438,0.3014,10,6.6506380900901805,0
KeAndre Lambert Smith,WR,LAC,NYG,10,0.31842888009353765,0.0318,10,6.6506380900901805,0
Devin Singletary,RB,NYG,LAC,10,3.839311703730992,0.3839,10,6.6506380900901805,0
Darius Slayton,WR,NYG,LAC,10,4.878263596057414,0.4878,10,6.6506380900901805,0
Gunner Olszewski,WR,NYG,LAC,10,0.0037853821894128807,4e-4,10,6.6506380900901805,0
Wan Dale Robinson,WR,NYG,LAC,21,9.004672058066777,0.4288,10,6.6506380900901805,0.21400308799787246
Jalin Hyatt,WR,NYG,LAC,10,0.1671662958897973,0.0167,10,6.6506380900901805,0
Malik Nabers,WR,NYG,LAC,32,13.642718105678327,0.4263,10,6.6506380900901805,0.3178218188903703
Cam Skattebo,RB,NYG,LAC,26,13.425015170483348,0.5163,10,6.6506380900901805,0.423398567524573
Beaux Collins,WR,NYG,LAC,10,0,0,10,6.6506380900901805,0
Tim Patrick,WR,JAC,SF,10,2.0137747893193922,0.2014,10,6.6506380900901805,0
Travis Etienne,RB,JAC,SF,25,12.022424556703193,0.4809,10,6.6506380900901805,0.3581190977742008
Dyami Brown,WR,JAC,SF,15,3.106351785755474,0.2071,10,6.6506380900901805,-0.7088572608669412
Parker Washington,WR,JAC,SF,11,5.71169394169127,0.5192,10,6.6506380900901805,-0.9389441483989103
Brian Thomas,WR,JAC,SF,28,10.370709715205589,0.3704,10,6.6506380900901805,0.2066706458397449
Cody Schrader,RB,JAC,SF,10,0.038733473685009526,0.0039,10,6.6506380900901805,0
Travis Hunter,WR,JAC,SF,15,7.998835833298942,0.5333,10,6.6506380900901805,0.2696395486417524
Bhayshul Tuten,RB,JAC,SF,16,6.364065641219465,0.3978,10,6.6506380900901805,-0.04776207481178588
LeQuint Allen,RB,JAC,SF,10,2.70438987135839,0.2704,10,6.6506380900901805,0
Kyle Juszczyk,RB,SF,JAC,10,1.4805716364187038,0.1481,10,6.6506380900901805,0
Demarcus Robinson,WR,SF,JAC,10,3.398237448460878,0.3398,10,6.6506380900901805,0
Christian McCaffrey,RB,SF,JAC,39,18.89036623114591,0.4844,10,6.6506380900901805,0.4220595910708873
Kendrick Bourne,WR,SF,JAC,10,4.4661548391100085,0.4466,10,6.6506380900901805,0
Marquez Valdes Scantling,WR,SF,JAC,10,1.2315666408906298,0.1232,10,6.6506380900901805,0
Jauan Jennings,WR,SF,JAC,25,7.410068223344604,0.2964,10,6.6506380900901805,0.050628675550294905
Skyy Moore,WR,SF,JAC,10,1.0936672377634349,0.1094,10,6.6506380900901805,0
Brian Robinson,RB,SF,JAC,11,4.5364569199526255,0.4124,10,6.6506380900901805,-2.114181170137555
Ricky Pearsall,WR,SF,JAC,27,10.46755885102239,0.3877,10,6.6506380900901805,0.2245247506430712
Isaac Guerendo,RB,SF,JAC,10,0.8749469233490643,0.0875,10,6.6506380900901805,0
Jordan Watkins,WR,SF,JAC,10,0.5816315992463007,0.0582,10,6.6506380900901805,0
Jordan James,RB,SF,JAC,10,1.01807609226818,0.1018,10,6.6506380900901805,0
Ashton Dulin,WR,IND,LAR,10,1.0203822613213367,0.102,10,6.6506380900901805,0
Michael Pittman,WR,IND,LAR,24,9.804431808804217,0.4085,10,6.6506380900901805,0.2252709799081455
Jonathan Taylor,RB,IND,LAR,44,17.006711147786593,0.3865,10,6.6506380900901805,0.3045903840498945
Alec Pierce,WR,IND,LAR,17,3.431386642544642,0.2018,10,6.6506380900901805,-0.4598930639350769
Tyler Goodson,RB,IND,LAR,10,1.0189760058078572,0.1019,10,6.6506380900901805,0
Josh Downs,WR,IND,LAR,18,7.934385709648442,0.4408,10,6.6506380900901805,0.1604684524447827
Adonai Mitchell,WR,IND,LAR,10,4.444975618935555,0.4445,10,6.6506380900901805,0
Anthony Gould,WR,IND,LAR,10,0.03097627865092277,0.0031,10,6.6506380900901805,0
DJ Giddens,RB,IND,LAR,10,2.715873173995318,0.2716,10,6.6506380900901805,0
Davante Adams,WR,LAR,IND,33,13.328807060248703,0.4039,10,6.6506380900901805,0.29035517261558796
Tutu Atwell,WR,LAR,IND,10,2.551833699657503,0.2552,10,6.6506380900901805,0
Kyren Williams,RB,LAR,IND,33,12.502300038268233,0.3789,10,6.6506380900901805,0.2544200847033936
Puka Nacua,WR,LAR,IND,39,16.879022785404914,0.4328,10,6.6506380900901805,0.35270292052809427
Xavier Smith,WR,LAR,IND,10,0.15196958311543643,0.0152,10,6.6506380900901805,0
Blake Corum,RB,LAR,IND,10,4.766175450918956,0.4766,10,6.6506380900901805,0
Jordan Whittington,WR,LAR,IND,10,3.3186030097772177,0.3319,10,6.6506380900901805,0
Jarquez Hunter,RB,LAR,IND,10,1.269298115518785,0.1269,10,6.6506380900901805,0
Konata Mumpfield,WR,LAR,IND,10,0.12669137426827404,0.0127,10,6.6506380900901805,0
D J Moore,WR,CHI,LV,27,9.655471933790924,0.3576,10,6.6506380900901805,0.17675493198239667
Olamide Zaccheaus,WR,CHI,LV,12,5.537129131447592,0.4614,10,6.6506380900901805,-0.5567544793212944
D Andre Swift,RB,CHI,LV,24,10.683561376241249,0.4451,10,6.6506380900901805,0.2880659490107906
Devin Duvernay,WR,CHI,LV,10,0.13323088081267356,0.0133,10,6.6506380900901805,0
Roschon Johnson,RB,CHI,LV,10,1.1858557531383227,0.1186,10,6.6506380900901805,0
Rome Odunze,WR,CHI,LV,28,11.12161832031347,0.3972,10,6.6506380900901805,0.2483877905679605
Luther Burden,WR,CHI,LV,12,5.549316933521425,0.4624,10,6.6506380900901805,-0.5506605782843779
Kyle Monangai,RB,CHI,LV,10,4.338347814154668,0.4338,10,6.6506380900901805,0
Jahdae Walker,WR,CHI,LV,10,0,0,10,6.6506380900901805,0
Raheem Mostert,RB,LV,CHI,10,0.4814220506876072,0.0481,10,6.6506380900901805,0
Jakobi Meyers,WR,LV,CHI,32,10.99433741058678,0.3436,10,6.6506380900901805,0.1974408782043909
Zamir White,RB,LV,CHI,10,3.440063711518132,0.344,10,6.6506380900901805,0
Tre Tucker,WR,LV,CHI,21,8.511378556596787,0.4053,10,6.6506380900901805,0.16915822422787333
Justin Shorter,WR,LV,CHI,10,0.026248138694407164,0.0026,10,6.6506380900901805,0
Dylan Laube,RB,LV,CHI,10,1.2887483593973454,0.1289,10,6.6506380900901805,0
