player,team,pos,player_games,player_gs,pl_cmp,pl_pas_att,pl_pas_yds,pl_pas_tds,pl_rus_att,pl_rus_yds,pl_rus_tds,pl_tgt,pl_rec,pl_rec_yds,pl_rec_tds,pl_int,pl_fmb,pl_fl,touches,fl_per_tou
Desmond Ridder,ATL,QB,13.4,13,18.582089552238806,28.955223880597014,211.6417910447761,0.8955223880597015,3.955223880597015,14.402985074626866,0.3731343283582089,0.07462686567164178,0.07462686567164178,-0.44776119402985076,0,0.8955223880597015,0.8955223880597015,0.4633240831020775,4.104477611940299,0.11288259479214253
James Conner,ARI,RB,13,13,0,0,0,0,16,80,0.5384615384615384,2.5384615384615383,2.076923076923077,12.692307692307692,0.15384615384615385,0,0,0,18.153846153846153,0
Gus Edwards,BAL,RB,17,9,0,0,0,0,11.647058823529411,47.64705882352941,0.7647058823529411,0.7647058823529411,0.7058823529411765,10.588235294117647,0,0,0.17647058823529413,0.09571386343482115,12.411764705882353,0.00771154349948796
Brandon Aiyuk,SFO,WR,16,16,0,0,0,0,0,0,0,6.5625,4.6875,83.875,0.4375,0,0.0625,0.04014865996649916,4.75,0.008452349466631403
Keenan Allen,LAC,WR,13,13,0.07692307692307693,0.15384615384615385,3.769230769230769,0.07692307692307693,0.15384615384615385,0.46153846153846156,0,11.538461538461538,8.307692307692308,95.61538461538461,0.5384615384615384,0,0.15384615384615385,0.0757505476098441,8.538461538461538,0.008871685756107866
Kenneth Walker,SEA,RB,15,15,0,0,0,0,14.6,60.333333333333336,0.5333333333333333,2.466666666666667,1.9333333333333333,17.266666666666666,0.06666666666666667,0,0.06666666666666667,0.022825237297599107,16.6,0.0013750142950360908
Isiah Pacheco,KAN,RB,14,13,0,0,0,0,14.642857142857142,66.78571428571429,0.5,3.5,3.142857142857143,17.428571428571427,0.14285714285714285,0,0.07142857142857142,0.04588418281885619,17.857142857142858,0.0025695142378559465
Tony Pollard,DAL,RB,17,17,0,0,0,0,14.823529411764707,59.11764705882353,0.35294117647058826,3.9411764705882355,3.235294117647059,18.294117647058822,0,0,0.17647058823529413,0.07806680461129174,18.11764705882353,0.004308882072701168
Stefon Diggs,BUF,WR,17,17,0,0,0,0,0.058823529411764705,0.29411764705882354,0,9.411764705882353,6.294117647058823,69.58823529411765,0.47058823529411764,0,0.11764705882352941,0.057926889348704304,6.411764705882353,0.009034468980990579
Jerome Ford,CLE,RB,17,12,0,0,0,0,12,47.8235294117647,0.23529411764705882,3.7058823529411766,2.588235294117647,18.764705882352942,0.29411764705882354,0,0.058823529411764705,0.03778697408611686,14.647058823529411,0.0025798335721445246
Najee Harris,PIT,RB,17,17,0,0,0,0,15,60.88235294117647,0.47058823529411764,2.235294117647059,1.7058823529411764,10,0,0,0.11764705882352941,0.057926889348704304,16.764705882352942,0.0034552881365893795
De Von Achane,MIA,RB,11,4,0,0,0,0,9.363636363636363,72.72727272727273,0.7272727272727273,3.3636363636363638,2.4545454545454546,17.90909090909091,0.2727272727272727,0,0.09090909090909091,0.05839805086036242,11.909090909090908,0.004903653125679287
Ja Marr Chase,CIN,WR,16,16,0.0625,0.0625,-0.4375,0,0.1875,-0.375,0,9.0625,6.25,76,0.4375,0,0.0625,0.021398659966499162,6.5,0.0032921015333075634
Davante Adams,LVR,WR,17,17,0,0,0,0,0,0,0,10.294117647058824,6.0588235294117645,67.29411764705883,0.47058823529411764,0,0,0,6.117647058823529,0
Brian Robinson,WAS,RB,15,15,0,0,0,0,11.866666666666667,48.86666666666667,0.3333333333333333,2.8666666666666667,2.4,24.533333333333335,0.26666666666666666,0,0.26666666666666666,0.13130094919039642,14.333333333333334,0.009160531338864866
D Andre Swift,PHI,RB,16,15,0,0,0,0,14.3125,65.5625,0.3125,3.0625,2.4375,13.375,0.0625,0,0.1875,0.08294597989949748,16.8125,0.004933589882497992
D K Metcalf,SEA,WR,16,16,0,0,0,0,0,0,0,7.4375,4.125,69.625,0.5,0,0,0,4.1875,0
Alvin Kamara,NOR,RB,13,12,0,0,0,0,13.846153846153847,53.38461538461539,0.38461538461538464,6.615384615384615,5.769230769230769,35.84615384615385,0.07692307692307693,0,0,0,19.692307692307693,0
Bryce Young,CAR,QB,16,16,19.6875,32.9375,179.8125,0.6875,2.4375,15.8125,0,0,0,0,0,0.625,0.6875,0.34788525963149075,2.5,0.1391541038525963
Amari Cooper,CLE,WR,15,15,0,0,0,0,0,0,0,8.533333333333333,4.8,83.33333333333333,0.3333333333333333,0,0.13333333333333333,0.06565047459519821,4.866666666666666,0.013489823546958535
Calvin Ridley,JAX,WR,17,17,0,0,0,0,0.5294117647058824,1.3529411764705883,0,8,4.470588235294118,59.76470588235294,0.47058823529411764,0,0.058823529411764705,0.020139915262587446,5.0588235294117645,0.0039811460402789135
Sam LaPorta,DET,TE,17,14,0,0,0,0,0.058823529411764705,0.23529411764705882,0,7.0588235294117645,5.0588235294117645,52.294117647058826,0.5882352941176471,0,0,0,5.176470588235294,0
Jayden Reed,GNB,WR,16,13,0,0,0,0,0.6875,7.4375,0.125,5.875,4,49.5625,0.5,0,0.125,0.042797319932998325,4.75,0.009009962091157541
Jordan Addison,MIN,WR,17,14,0,0,0,0,0.058823529411764705,0.11764705882352941,0,6.352941176470588,4.117647058823529,53.588235294117645,0.5882352941176471,0,0,0,4.235294117647059,0
Kirk Cousins,MIN,QB,8,8,27,38.875,291.375,2.25,1.75,3.125,0,0,0,0,0,0.625,0.875,0.4495812395309883,1.875,0.23977666108319376
DeAndre Hopkins,TEN,WR,17,16,0,0.058823529411764705,0,0,0.11764705882352941,0.5294117647058824,0,8.058823529411764,4.411764705882353,62.1764705882353,0.4117647058823529,0,0,0,4.588235294117647,0
Jakobi Meyers,LVR,WR,16,16,0.125,0.1875,0.75,0.0625,0.25,1.5,0.125,6.625,4.4375,50.4375,0.5,0,0,0,4.75,0
DeVonta Smith,PHI,WR,16,16,0,0,0,0,0,0,0,7,5.0625,66.625,0.4375,0,0.0625,0.04014865996649916,5.125,0.007833884871512032
Joe Burrow,CIN,QB,10,10,24.4,36.5,230.9,1.5,3.1,8.8,0,0,0,0,0,0.6,0.2,0.09847571189279732,3.2,0.03077365996649916
George Pickens,PIT,WR,17,16,0,0,0,0,0.17647058823529413,1.0588235294117647,0,6.235294117647059,3.7058823529411766,67.05882352941177,0.29411764705882354,0,0.17647058823529413,0.06041974578776233,3.9411764705882355,0.015330383259581488
Kyler Murray,ARI,QB,8,8,22,33.5,224.875,1.25,5.5,30.5,0.375,0,0,0,0,0.625,0.875,0.29958123953098825,5.625,0.053258887027731246
Chris Olave,NOR,WR,16,11,0,0,0,0,0,0,0,8.625,5.4375,70.1875,0.3125,0,0,0,5.5,0
Chuba Hubbard,CAR,RB,17,12,0,0,0,0,14,53.05882352941177,0.29411764705882354,2.588235294117647,2.2941176470588234,13.705882352941176,0,0,0.058823529411764705,0.020139915262587446,16.352941176470587,0.0012315775520287287
Josh Jacobs,LVR,RB,13,13,0,0,0,0,17.923076923076923,61.92307692307692,0.46153846153846156,4.153846153846154,2.8461538461538463,22.76923076923077,0,0,0.23076923076923078,0.10208735987630459,20.846153846153847,0.004897179625062582
Jake Browning,CIN,QB,7.4,7,23.108108108108105,32.83783783783784,261.6216216216216,1.6216216216216215,3.6486486486486487,17.16216216216216,0.4054054054054054,0.13513513513513511,0.13513513513513511,-0.9459459459459459,0,0.9459459459459459,0.4054054054054054,0.13880211870161616,3.918918918918919,0.035418471668688264
Zack Moss,IND,RB,14,8,0,0,0,0,13.071428571428571,56.714285714285715,0.35714285714285715,2.642857142857143,1.9285714285714286,13.714285714285714,0.14285714285714285,0,0,0,15.071428571428571,0
Michael Pittman,IND,WR,16,15,0,0,0,0,0,0,0,9.75,6.8125,72,0.25,0,0.125,0.06154731993299832,6.875,0.008952337444799756
George Kittle,SFO,TE,16,16,0,0,0,0,0.0625,0.125,0,5.625,4.0625,63.75,0.375,0,0,0,4.1875,0
Devin Singletary,HOU,RB,17,10,0.058823529411764705,0.058823529411764705,0.35294117647058826,0.058823529411764705,12.705882352941176,52.8235294117647,0.23529411764705882,2.235294117647059,1.7647058823529411,11.352941176470589,0,0,0.058823529411764705,0.020139915262587446,14.529411764705882,0.0013861480140242373
Jonathan Taylor,IND,RB,10,7,0,0,0,0,16.9,74.1,0.7,2.3,1.9,15.3,0.1,0,0.1,0.03423785594639866,18.9,0.0018115267696507226
Jaylen Warren,PIT,RB,17,0,0,0,0,0,8.764705882352942,46.11764705882353,0.23529411764705882,4.352941176470588,3.588235294117647,21.764705882352942,0,0,0.23529411764705882,0.11585377869740861,12.411764705882353,0.009334190700739082
Justin Jefferson,MIN,WR,10,9,0,0.1,0,0,0.1,-1.2,0,10,6.8,107.4,0.5,0,0.1,0.06423785594639866,7,0.009176836563771237
Rashee Rice,KAN,WR,16,8,0,0,0,0,0.0625,-0.1875,0,6.375,4.9375,58.625,0.4375,0,0.125,0.06154731993299832,5.0625,0.012157495295407076
Austin Ekeler,LAC,RB,14,14,0,0,0,0,12.785714285714286,44.857142857142854,0.35714285714285715,5.285714285714286,3.642857142857143,31.142857142857142,0.07142857142857142,0,0.35714285714285715,0.20799234266570948,16.5,0.012605596525194513
Javonte Williams,DEN,RB,16,13,0,0,0,0,13.5625,48.375,0.1875,3.625,2.9375,14.25,0.125,0,0.0625,0.04014865996649916,16.5625,0.0024240700357131568
Courtland Sutton,DEN,WR,16,14,0,0,0,0,0,0,0,5.625,3.6875,48.25,0.625,0,0.1875,0.12044597989949747,3.75,0.032118927973199325
Terry McLaurin,WAS,WR,17,17,0,0,0,0,0,0,0,7.764705882352941,4.647058823529412,58.94117647058823,0.23529411764705882,0,0,0,4.705882352941177,0
Zay Flowers,BAL,WR,16,16,0,0,0,0,0.5,3.5,0.0625,6.75,4.8125,53.625,0.3125,0,0,0,5.375,0
Adam Thielen,CAR,WR,17,17,0,0,0,0,0.058823529411764705,0.35294117647058826,0,8.058823529411764,6.0588235294117645,59.64705882352941,0.23529411764705882,0,0.11764705882352941,0.04027983052517489,6.176470588235294,0.0065214963707426014
Jaylen Waddle,MIA,WR,14,14,0,0,0,0,0.21428571428571427,0.8571428571428571,0,7.428571428571429,5.142857142857143,72.42857142857143,0.2857142857142857,0,0,0,5.428571428571429,0
Travis Kelce,KAN,TE,15,15,0,0,0,0,0,0,0,8.066666666666666,6.2,65.6,0.3333333333333333,0,0.06666666666666667,0.04282523729759911,6.266666666666667,0.006833814462382836
Chris Godwin,TAM,WR,17,17,0,0.058823529411764705,0,0,0.23529411764705882,2.235294117647059,0.058823529411764705,7.647058823529412,4.882352941176471,60.23529411764706,0.11764705882352941,0,0,0,5.176470588235294,0
Aidan O Connell,LVR,QB,10.2,10,20.88235294117647,33.62745098039216,217.45098039215688,1.1764705882352942,1.6666666666666667,1.0784313725490198,0.09803921568627452,0,0,0,0,0.6862745098039216,0.3921568627450981,0.19308963116234767,1.7647058823529413,0.10941745765866367
T J Hockenson,MIN,TE,15,11,0,0,0,0,0,0,0,8.466666666666667,6.333333333333333,64,0.3333333333333333,0,0.06666666666666667,0.04282523729759911,6.4,0.00669144332774986
Ezekiel Elliott,NWE,RB,17,5,0,0,0,0,10.823529411764707,37.76470588235294,0.17647058823529413,3.823529411764706,3,18.41176470588235,0.11764705882352941,0,0.11764705882352941,0.057926889348704304,13.882352941176471,0.004172699656474463
Tyler Lockett,SEA,WR,17,17,0,0,0,0,0,0,0,7.176470588235294,4.647058823529412,52.588235294117645,0.29411764705882354,0,0,0,4.705882352941177,0
David Njoku,CLE,TE,16,16,0,0,0,0,0,0,0,7.6875,5.0625,55.125,0.375,0,0.125,0.08029731993299832,5.125,0.015667769743024064
Tyler Allgeier,ATL,RB,17,3,0,0,0,0,10.941176470588236,40.1764705882353,0.23529411764705882,1.3529411764705883,1.0588235294117647,11.352941176470589,0.058823529411764705,0,0,0,12.058823529411764,0
Zach Wilson,NYJ,QB,11.200000000000001,11,19.732142857142854,32.857142857142854,202.7678571428571,0.7142857142857142,3.214285714285714,18.83928571428571,0,0,0,0,0,0.6249999999999999,0.9821428571428571,0.5237646566164154,3.3035714285714284,0.15854497713794197
Brandin Cooks,DAL,WR,16,15,0,0,0,0,0.3125,2.1875,0,5.0625,3.375,41.0625,0.5,0,0.0625,0.021398659966499162,3.75,0.005706309324399777
Tank Dell,HOU,WR,11,8,0,0,0,0,1,4.636363636363637,0,6.818181818181818,4.2727272727272725,64.45454545454545,0.6363636363636364,0,0.09090909090909091,0.031125323587635145,5.363636363636363,0.005803026431592993
Garrett Wilson,NYJ,WR,17,17,0,0.058823529411764705,0,0,0.23529411764705882,0,0,9.882352941176471,5.588235294117647,61.294117647058826,0.17647058823529413,0,0.11764705882352941,0.07557394817223372,5.882352941176471,0.012847571189279731
Evan Engram,JAX,TE,17,15,0,0,0,0,0,0,0,8.411764705882353,6.705882352941177,56.64705882352941,0.23529411764705882,0,0.17647058823529413,0.09571386343482115,6.764705882352941,0.014149005899060518
Gabriel Davis,BUF,WR,17,17,0,0,0,0,0.058823529411764705,-0.11764705882352941,0,4.764705882352941,2.6470588235294117,43.88235294117647,0.4117647058823529,0,0.058823529411764705,0.03778697408611686,2.764705882352941,0.013667628924765671
Romeo Doubs,GNB,WR,17,16,0,0,0,0,0,0,0,5.647058823529412,3.4705882352941178,39.64705882352941,0.47058823529411764,0,0.058823529411764705,0.020139915262587446,3.5294117647058822,0.005706309324399777
Taysom Hill,NOR,TE,16,7,0.375,0.6875,5.1875,0.0625,5.0625,25.0625,0.25,2.5,2.0625,18.1875,0.125,0,0.0625,0.04014865996649916,7.1875,0.005585900517078145
Kenny Pickett,PIT,QB,12.000000000000002,12,16.749999999999996,26.999999999999996,172.49999999999997,0.49999999999999994,3.4999999999999996,4.499999999999999,0.08333333333333331,0,0,0,0,0.33333333333333326,0.16666666666666663,0.057063093243997755,3.5833333333333326,0.015924584161115654
Rashid Shaheed,NOR,WR,15,8,0,0,0,0,0.4666666666666667,2.466666666666667,0,5,3.066666666666667,47.93333333333333,0.3333333333333333,0,0.06666666666666667,0.04282523729759911,3.6,0.011895899249333085
Cole Kmet,CHI,TE,17,17,0,0,0,0,0.17647058823529413,0.11764705882352941,0,5.294117647058823,4.294117647058823,42.294117647058826,0.35294117647058826,0,0.058823529411764705,0.020139915262587446,4.529411764705882,0.004446474798233592
Rhamondre Stevenson,NWE,RB,12,12,0,0,0,0,13,51.583333333333336,0.3333333333333333,4.25,3.1666666666666665,19.833333333333332,0,0,0.08333333333333333,0.05353154662199888,16.25,0.003294249022892239
Jake Ferguson,DAL,TE,17,16,0,0,0,0,0,0,0,6,4.176470588235294,44.76470588235294,0.29411764705882354,0,0,0,4.235294117647059,0
Mac Jones,NWE,QB,11,11,20.363636363636363,31.363636363636363,192.72727272727272,0.9090909090909091,2.3636363636363638,8.727272727272727,0,0,0,0,0,1.0909090909090908,0.2727272727272727,0.14792142530835994,2.4545454545454546,0.06026428438488739
Aaron Jones,GNB,RB,11,11,0,0,0,0,12.909090909090908,59.63636363636363,0.18181818181818182,3.909090909090909,2.727272727272727,21.181818181818183,0.09090909090909091,0,0.18181818181818182,0.08952337444799756,15.727272727272727,0.005692237681664584
Cooper Kupp,LAR,WR,12,12,0,0,0,0,0.08333333333333333,-0.25,0,7.916666666666667,4.916666666666667,61.416666666666664,0.4166666666666667,0,0,0,5.083333333333333,0
Drake London,ATL,WR,16,16,0.0625,0.0625,1.375,0,0,0,0,6.875,4.3125,56.5625,0.125,0,0,0,4.375,0
Kareem Hunt,CLE,RB,15,2,0,0,0,0,9,27.4,0.6,1.4,1,5.6,0,0,0,0,10.066666666666666,0
Alexander Mattison,MIN,RB,16,13,0,0,0,0,11.25,43.75,0,2.75,1.875,12,0.1875,0,0.1875,0.10169597989949747,13.1875,0.00771154349948796
Diontae Johnson,PIT,WR,13,11,0,0,0,0,0,0,0,6.6923076923076925,3.923076923076923,55.15384615384615,0.38461538461538464,0,0.07692307692307693,0.026336812266460508,4,0.006584203066615127
Will Levis,TEN,QB,9,9,16.555555555555557,28.333333333333332,200.88888888888889,0.8888888888888888,2.7777777777777777,6.333333333333333,0.1111111111111111,0,0,0,0,0.4444444444444444,0.7777777777777778,0.39962776847198955,2.888888888888889,0.13833268908645793
Tyjae Spears,TEN,RB,17,1,0,0,0,0,5.882352941176471,26.647058823529413,0.11764705882352941,4.117647058823529,3.0588235294117645,22.647058823529413,0.058823529411764705,0,0.058823529411764705,0.020139915262587446,9,0.0022377683625097165
Trey McBride,ARI,TE,17,12,0,0,0,0,0,0,0,6.235294117647059,4.764705882352941,48.529411764705884,0.17647058823529413,0,0.058823529411764705,0.020139915262587446,4.823529411764706,0.004175348286146178
Joe Flacco,CLE,QB,5,5,24.6,40.8,323.2,2.6,1.8,0.4,0,0,0,0,0,1.6,0.8,0.33390284757118927,2,0.16695142378559463
Darius Slayton,NYG,WR,17,13,0,0,0,0,0,0,0,4.647058823529412,2.9411764705882355,45.294117647058826,0.23529411764705882,0,0,0,3,0
AJ Dillon,GNB,RB,15,6,0,0,0,0,11.866666666666667,40.86666666666667,0.13333333333333333,1.8666666666666667,1.4666666666666666,14.866666666666667,0,0,0,0,13.4,0
Tee Higgins,CIN,WR,12,11,0,0,0,0,0,0,0,6.333333333333333,3.5,54.666666666666664,0.4166666666666667,0,0,0,3.5833333333333335,0
Curtis Samuel,WAS,WR,16,13,0,0,0,0,0.4375,2.4375,0.0625,5.6875,3.875,38.3125,0.25,0,0,0,4.375,0
Tommy DeVito,NYG,QB,6.6000000000000005,6,17.27272727272727,26.96969696969697,166.8181818181818,1.212121212121212,5.454545454545454,29.545454545454543,0.1515151515151515,0,0,0,0,0.45454545454545453,0.303030303030303,0.1492056240799959,5.6060606060606055,0.026615057268323597
