Rk,Season,Team,Cmp,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD
624,2000,NOR,298,505,16,10,6,0,.625,354,305,49,298,497,199,60.0,3329,22,15,4.4,3.0,84.2,39,244,7.28,6.7,6.21,6.23,5.77,11.2,505,2068,4.1,14
625,2019,TEN,297,445,16,9,7,0,.563,402,331,71,297,448,151,66.3,3582,29,8,6.5,1.8,108.3,56,374,11.11,8.0,7.11,8.49,7.54,12.1,445,2223,5.0,21
626,2005,CLE,297,395,16,6,10,0,.375,232,301,-69,297,497,200,59.8,3047,15,17,3.0,3.4,75.5,46,276,8.47,6.1,5.61,5.20,4.76,10.3,395,1503,3.8,4
627,2005,DET,297,404,16,5,11,0,.313,254,345,-91,297,520,223,57.1,2848,15,18,2.9,3.5,69.1,31,173,5.63,5.5,5.17,4.50,4.24,9.6,404,1471,3.6,10
628,2003,SDG,297,417,16,4,12,0,.250,313,441,-128,297,525,228,56.6,3021,21,19,4.0,3.6,73.1,29,205,5.23,5.8,5.45,4.93,4.67,10.2,417,2146,5.1,16
629,2010,BUF,296,401,16,4,12,0,.250,283,425,-142,296,519,223,57.0,3158,24,21,4.6,4.0,75.2,34,213,6.15,6.1,5.71,5.19,4.87,10.7,401,1720,4.3,6
630,2010,CLE,296,413,16,5,11,0,.313,271,332,-61,296,478,182,61.9,2989,13,18,2.7,3.8,75.0,36,214,7.00,6.3,5.82,5.10,4.75,10.1,413,1646,4.0,13
631,2009,KAN,296,438,16,4,12,0,.250,294,424,-130,296,536,240,55.2,2922,18,17,3.4,3.2,70.8,45,261,7.75,5.5,5.03,4.70,4.33,9.9,438,1929,4.4,8
632,2006,TAM,296,404,16,4,12,0,.250,211,353,-142,296,535,239,55.3,2798,14,18,2.6,3.4,66.2,33,196,5.81,5.2,4.93,4.24,3.99,9.5,404,1523,3.8,6
633,2015,BUF,295,509,16,8,8,0,.500,379,359,20,295,465,170,63.4,3343,23,9,4.9,1.9,95.6,42,257,8.28,7.2,6.59,7.31,6.70,11.3,509,2432,4.8,19
634,2014,HOU,295,551,16,9,7,0,.563,372,307,65,295,485,190,60.8,3352,22,13,4.5,2.7,86.4,26,108,5.09,6.9,6.56,6.61,6.28,11.4,551,2161,3.9,12
635,2015,MIN,294,474,16,11,5,0,.688,365,302,63,294,454,160,64.8,2928,14,9,3.1,2.0,87.9,45,318,9.02,6.4,5.87,6.17,5.62,10.0,474,2211,4.7,18
636,2005,NYG,294,469,16,11,5,0,.688,422,314,108,294,558,264,52.7,3578,24,17,4.3,3.0,75.7,28,184,4.78,6.4,6.11,5.90,5.62,12.2,469,2209,4.7,17
637,2003,DAL,294,515,16,10,6,0,.625,289,260,29,294,510,216,57.6,3162,17,21,3.3,4.1,71.4,37,185,6.76,6.2,5.78,5.01,4.67,10.8,515,1999,3.9,11
638,2021,NOR,293,510,17,9,8,0,.529,364,335,29,293,504,211,58.1,3186,29,13,5.8,2.6,87.4,37,251,6.84,6.3,5.89,6.31,5.88,10.9,510,1991,3.9,12
639,2018,TEN,293,456,16,9,7,0,.563,310,303,7,293,437,144,67.0,2975,16,12,3.7,2.7,89.8,47,280,9.71,6.8,6.15,6.30,5.69,10.2,456,2027,4.4,15
640,2017,CAR,293,490,16,11,5,0,.688,363,327,36,293,501,208,58.5,3077,22,16,4.4,3.2,79.8,35,242,6.53,6.1,5.74,5.58,5.22,10.5,490,2102,4.3,15
641,2012,MIA,293,440,16,7,9,0,.438,288,317,-29,293,504,211,58.1,3182,13,13,2.6,2.6,76.7,37,243,6.84,6.3,5.88,5.67,5.28,10.9,440,1802,4.1,15
642,2004,NWE,293,524,16,14,2,0,.875,437,260,177,293,485,192,60.4,3588,29,14,6.0,2.9,92.5,26,162,5.09,7.4,7.02,7.29,6.92,12.2,524,2134,4.1,15
643,2003,BUF,293,427,16,6,10,0,.375,243,279,-36,293,502,209,58.4,2684,11,17,2.2,3.4,69.4,51,385,9.22,5.3,4.85,4.26,3.87,9.2,427,1664,3.9,13
644,2020,NYJ,292,406,16,2,14,0,.125,243,457,-214,292,499,207,58.5,2796,16,14,3.2,2.8,75.9,43,319,7.93,5.6,5.16,4.98,4.59,9.6,406,1683,4.1,9
645,2018,MIA,292,371,16,7,9,0,.438,319,433,-114,292,455,163,64.2,2900,26,13,5.7,2.9,93.0,52,409,10.26,6.4,5.72,6.23,5.59,9.9,371,1738,4.7,7
646,2014,SFO,292,470,16,8,8,0,.500,306,340,-34,292,487,195,60.0,3063,20,10,4.1,2.1,86.3,52,344,9.65,6.3,5.68,6.19,5.59,10.5,470,2176,4.6,10
647,2013,CAR,292,483,16,12,4,0,.750,366,241,125,292,473,181,61.7,3043,24,13,5.1,2.7,88.8,43,336,8.33,6.4,5.90,6.21,5.69,10.4,483,2026,4.2,14
648,2011,STL,292,409,16,2,14,0,.125,193,407,-214,292,549,257,53.2,2870,9,10,1.6,1.8,69.0,55,388,9.11,5.2,4.75,4.74,4.30,9.8,409,1667,4.1,7
649,2008,STL,292,417,16,2,14,0,.125,232,465,-233,292,520,228,56.2,2947,11,19,2.1,3.7,66.9,45,321,7.96,5.7,5.22,4.45,4.09,10.1,417,1649,4.0,8
650,2006,SEA,292,484,16,9,7,0,.563,335,341,-6,292,512,220,57.0,3054,26,22,5.1,4.3,76.0,49,315,8.73,6.0,5.44,5.05,4.61,10.5,484,1923,4.0,8
651,2002,KAN,292,462,16,8,8,0,.500,467,399,68,292,477,185,61.2,3622,27,13,5.7,2.7,93.5,26,141,5.17,7.6,7.20,7.50,7.11,12.4,462,2378,5.1,26
652,2017,CHI,291,422,16,5,11,0,.313,264,320,-56,291,473,182,61.5,2811,13,12,2.7,2.5,79.1,39,274,7.62,5.9,5.49,5.35,4.94,9.7,422,1788,4.2,13
653,2013,TAM,291,420,16,4,12,0,.250,288,389,-101,291,514,223,56.6,2820,22,12,4.3,2.3,79.6,47,361,8.38,5.5,5.03,5.29,4.85,9.7,420,1612,3.8,6
654,2012,WAS,291,519,16,10,6,0,.625,436,388,48,291,442,151,65.8,3422,24,8,5.4,1.8,102.1,33,244,6.95,7.7,7.20,8.01,7.46,11.8,519,2709,5.2,22
655,2010,JAX,291,512,16,8,8,0,.500,353,419,-66,291,469,178,62.0,3065,26,21,5.5,4.5,83.4,38,291,7.50,6.5,6.05,5.63,5.21,10.5,512,2395,4.7,14
656,2005,MIA,291,444,16,9,7,0,.563,318,317,1,291,556,265,52.3,3300,22,16,4.0,2.9,72.8,26,158,4.47,5.9,5.67,5.43,5.19,11.3,444,1898,4.3,11
657,2002,ARI,291,414,16,5,11,0,.313,262,417,-155,291,548,257,53.1,2740,18,22,3.3,4.0,63.7,41,298,6.96,5.0,4.65,3.85,3.58,9.4,414,1823,4.4,10
658,2002,NOR,291,426,16,9,7,0,.563,432,388,44,291,538,247,54.1,3441,27,15,5.0,2.8,80.8,37,244,6.43,6.4,5.98,6.14,5.75,11.8,426,1764,4.1,16
659,2024,IND,289,496,17,8,9,0,.471,377,427,-50,289,513,224,56.3,3361,20,19,3.9,3.7,75.8,32,238,5.87,6.6,6.17,5.66,5.33,11.6,496,2331,4.7,20
660,2019,BAL,289,596,16,14,2,0,.875,531,282,249,289,440,151,65.7,3225,37,8,8.4,1.8,109.0,28,125,5.98,7.3,6.89,8.19,7.70,11.2,596,3296,5.5,21
661,2017,BUF,289,487,16,9,7,0,.563,302,359,-57,289,476,187,60.7,2825,16,10,3.4,2.1,82.1,47,261,8.99,5.9,5.40,5.66,5.15,9.8,487,2017,4.1,12
662,2012,SFO,289,492,16,11,4,1,.719,397,273,124,289,436,147,66.3,3298,23,8,5.3,1.8,101.2,41,253,8.60,7.6,6.91,7.79,7.12,11.4,492,2491,5.1,17
663,2011,HOU,288,546,16,10,6,0,.625,381,278,103,288,467,179,61.7,3506,20,9,4.3,1.9,92.7,33,190,6.60,7.5,7.01,7.50,7.00,12.2,546,2448,4.5,18
664,2010,NYJ,288,534,16,11,5,0,.688,367,304,63,288,525,237,54.9,3242,20,14,3.8,2.7,76.5,28,178,5.06,6.2,5.86,5.74,5.45,11.3,534,2374,4.4,14
665,2007,JAX,288,522,16,11,5,0,.688,411,304,107,288,469,181,61.4,3328,28,8,6.0,1.7,97.1,31,167,6.20,7.1,6.66,7.52,7.06,11.6,522,2391,4.6,18
666,2007,TEN,288,543,16,10,6,0,.625,301,297,4,288,464,176,62.1,2878,9,17,1.9,3.7,72.6,30,199,6.07,6.2,5.83,4.94,4.64,10.0,543,2109,3.9,17
667,2004,SDG,288,525,16,12,4,0,.750,446,313,133,288,450,162,64.0,3357,29,8,6.4,1.8,102.0,21,149,4.46,7.5,7.13,7.95,7.59,11.7,525,2185,4.2,24
668,2004,WAS,288,471,16,6,10,0,.375,240,265,-25,288,514,226,56.0,2632,18,17,3.5,3.3,70.0,38,242,6.88,5.1,4.77,4.33,4.03,9.1,471,1765,3.7,6
669,2016,SFO,287,458,16,2,14,0,.125,309,480,-171,287,491,204,58.5,2911,21,10,4.3,2.0,83.4,47,255,8.74,5.9,5.41,5.87,5.36,10.1,458,2019,4.4,15
670,2014,NYJ,287,507,16,4,12,0,.250,283,401,-118,287,498,211,57.6,2946,16,15,3.2,3.0,75.1,47,260,8.62,5.9,5.41,5.20,4.75,10.3,507,2280,4.5,11
671,2014,SEA,287,525,16,12,4,0,.750,394,254,140,287,454,167,63.2,3250,20,7,4.4,1.5,95.1,42,242,8.47,7.2,6.55,7.35,6.72,11.3,525,2762,5.3,20
672,2012,CHI,287,470,16,10,6,0,.625,375,277,98,287,485,198,59.2,2999,21,16,4.3,3.3,80.4,44,299,8.32,6.2,5.67,5.56,5.10,10.4,470,1970,4.2,11
673,2006,SDG,287,522,16,14,2,0,.875,492,303,189,287,466,179,61.6,3262,24,9,5.2,1.9,93.0,28,150,5.67,7.0,6.60,7.16,6.76,11.4,522,2578,4.9,32
674,2000,BAL,287,511,16,12,4,0,.750,333,165,168,287,504,217,56.9,2815,20,19,4.0,3.8,72.7,43,287,7.86,5.6,5.15,4.68,4.31,9.8,511,2199,4.3,9
675,2016,BUF,286,492,16,7,9,0,.438,399,378,21,286,474,188,60.3,3036,17,7,3.6,1.5,86.7,46,214,8.85,6.4,5.84,6.46,5.89,10.6,492,2630,5.3,29
676,2011,MIN,286,448,16,3,13,0,.188,340,449,-109,286,510,224,56.1,2957,20,17,3.9,3.3,74.6,49,298,8.77,5.8,5.29,5.08,4.64,10.3,448,2318,5.2,18
677,2009,CIN,286,505,16,10,6,0,.625,305,291,14,286,477,191,60.0,2890,21,13,4.4,2.7,82.7,29,244,5.73,6.1,5.71,5.71,5.39,10.1,505,2056,4.1,9
678,2004,HOU,286,481,16,7,9,0,.438,309,339,-30,286,471,185,60.7,3246,16,14,3.4,3.0,83.0,49,301,9.42,6.9,6.24,6.23,5.65,11.3,481,1882,3.9,16
679,2000,TEN,286,547,16,13,3,0,.813,346,191,155,286,462,176,61.9,3266,18,16,3.9,3.5,83.2,27,164,5.52,7.1,6.68,6.29,5.94,11.4,547,2084,3.8,14
680,2022,TEN,285,487,17,7,10,0,.412,298,359,-61,285,456,171,62.5,2914,16,11,3.5,2.4,85.3,49,313,9.70,6.4,5.77,6.01,5.42,10.2,487,2131,4.4,16
681,2017,IND,285,451,16,4,12,0,.250,263,404,-141,285,487,202,58.5,2892,13,9,2.7,1.8,79.7,56,334,10.31,5.9,5.33,5.64,5.06,10.1,451,1661,3.7,11
682,2010,ARI,285,320,16,5,11,0,.313,289,434,-145,285,561,276,50.8,2921,10,19,1.8,3.4,60.5,50,343,8.18,5.2,4.78,4.04,3.71,10.2,320,1388,4.3,9
683,2007,CAR,285,451,16,7,9,0,.438,267,347,-80,285,505,220,56.4,2735,19,17,3.8,3.4,71.9,33,206,6.13,5.4,5.08,4.65,4.37,9.6,451,1824,4.0,7
684,2004,DET,285,407,16,6,10,0,.375,296,350,-54,285,505,220,56.4,2916,19,13,3.8,2.6,76.7,37,208,6.83,5.8,5.38,5.37,5.00,10.2,407,1777,4.4,7
685,2000,ATL,285,350,16,4,12,0,.250,252,413,-161,285,514,229,55.4,2780,14,20,2.7,3.9,66.8,61,386,10.61,5.4,4.83,4.20,3.76,9.8,350,1214,3.5,6
686,2012,CAR,284,462,16,7,9,0,.438,357,363,-6,284,490,206,58.0,3683,19,12,3.9,2.4,86.5,36,244,6.84,7.5,7.00,7.19,6.70,13.0,462,2088,4.5,21
687,2000,OAK,284,520,16,12,4,0,.750,479,299,180,284,475,191,59.8,3306,28,11,5.9,2.3,92.0,28,124,5.57,7.0,6.57,7.10,6.70,11.6,520,2470,4.8,23
688,2020,NWE,283,502,16,7,9,0,.438,326,353,-27,283,440,157,64.3,2890,12,14,2.7,3.2,81.1,37,234,7.76,6.6,6.06,5.68,5.24,10.2,502,2346,4.7,20
689,2018,ARI,283,355,16,3,13,0,.188,225,425,-200,283,495,212,57.2,2523,15,18,3.0,3.6,69.0,52,361,9.51,5.1,4.61,4.07,3.68,8.9,355,1342,3.8,9
690,2005,JAX,283,502,16,12,4,0,.750,361,269,92,283,487,204,58.1,3190,21,6,4.3,1.2,88.4,32,162,6.17,6.6,6.15,6.86,6.44,11.3,502,1959,3.9,18
691,2003,WAS,283,421,16,5,11,0,.313,287,372,-85,283,527,244,53.7,3006,21,16,4.0,3.0,73.3,43,267,7.54,5.7,5.27,5.13,4.75,10.6,421,1653,3.9,8
692,2010,SFO,282,401,16,6,10,0,.375,305,346,-41,282,500,218,56.4,3356,19,15,3.8,3.0,79.4,44,257,8.09,6.7,6.17,6.12,5.63,11.9,401,1657,4.1,10
693,2007,PIT,282,511,16,10,6,0,.625,393,269,124,282,442,160,63.8,3071,34,14,7.7,3.2,99.9,47,347,9.61,6.9,6.28,7.06,6.38,10.9,511,2168,4.2,9
694,2006,CHI,282,503,16,13,3,0,.813,427,255,172,282,514,232,54.9,3281,24,22,4.7,4.3,73.5,25,165,4.64,6.4,6.09,5.39,5.14,11.6,503,1918,3.8,14
695,2004,NYJ,282,527,16,10,6,0,.625,333,261,72,282,438,156,64.4,3050,19,11,4.3,2.5,90.5,31,181,6.61,7.0,6.50,6.70,6.26,10.8,527,2388,4.5,15
696,2008,DET,281,352,16,0,16,0,.000,268,517,-249,281,509,228,55.2,2960,18,19,3.5,3.7,71.3,52,339,9.27,5.8,5.28,4.84,4.39,10.5,352,1332,3.8,10
697,2007,SDG,281,485,16,11,5,0,.688,412,284,128,281,471,190,59.7,3005,22,16,4.7,3.4,81.3,24,170,4.85,6.4,6.07,5.79,5.51,10.7,485,2039,4.2,19
698,2018,SEA,280,534,16,10,6,0,.625,428,347,81,280,427,147,65.6,3093,35,7,8.2,1.6,110.9,51,355,10.67,7.2,6.47,8.15,7.28,11.0,534,2560,4.8,15
699,2011,MIA,280,469,16,6,10,0,.375,329,313,16,280,469,189,59.7,3091,20,13,4.3,2.8,84.9,52,334,9.98,6.6,5.93,6.20,5.58,11.0,469,1987,4.2,11
700,2003,DEN,280,543,16,10,6,0,.625,381,301,80,280,479,199,58.5,2969,19,18,4.0,3.8,75.6,25,157,4.96,6.2,5.89,5.30,5.04,10.6,543,2629,4.8,20
701,2010,OAK,279,504,16,8,8,0,.500,410,371,39,279,491,212,56.8,3180,18,16,3.7,3.3,77.5,44,291,8.22,6.5,5.94,5.74,5.27,11.4,504,2494,4.9,19
702,2009,TAM,279,404,16,3,13,0,.188,244,400,-156,279,524,245,53.2,2973,18,29,3.4,5.5,59.8,33,161,5.92,5.7,5.34,3.87,3.64,10.7,404,1627,4.0,5
703,2005,DEN,279,542,16,13,3,0,.813,395,258,137,279,465,186,60.0,3227,18,7,3.9,1.5,88.9,23,146,4.71,6.9,6.61,7.04,6.70,11.6,542,2539,4.7,25
704,2003,PHI,279,417,16,12,4,0,.750,374,287,87,279,484,205,57.6,3020,17,11,3.5,2.3,80.5,43,253,8.16,6.2,5.73,5.92,5.44,10.8,417,2015,4.8,23
705,2001,CLE,279,417,16,7,9,0,.438,285,319,-34,279,466,187,59.9,2801,18,21,3.9,4.5,74.3,51,353,9.86,6.0,5.42,4.76,4.29,10.0,417,1351,3.2,8
706,2005,WAS,278,525,16,10,6,0,.625,359,293,66,278,481,203,57.8,3106,25,11,5.2,2.3,87.0,31,240,6.05,6.5,6.07,6.47,6.08,11.2,525,2183,4.2,15
707,2003,OAK,278,423,16,4,12,0,.250,270,379,-109,278,521,243,53.4,2751,9,14,1.7,2.7,65.0,43,237,7.62,5.3,4.88,4.42,4.08,9.9,423,1822,4.3,15
708,2001,ATL,278,439,16,7,9,0,.438,291,377,-86,278,485,207,57.3,3308,19,17,3.9,3.5,80.0,64,387,11.66,6.8,6.03,6.03,5.32,11.9,439,1762,4.0,9
709,2000,CLE,278,336,16,3,13,0,.188,161,419,-258,278,483,205,57.6,2445,9,19,1.9,3.9,63.4,40,283,7.65,5.1,4.67,3.66,3.38,8.8,336,1085,3.2,7
710,2011,SFO,277,498,16,13,3,0,.813,380,229,151,277,451,174,61.4,2930,18,5,4.0,1.1,91.4,44,263,8.89,6.5,5.92,6.80,6.19,10.6,498,2044,4.1,14
711,2002,DET,277,358,16,3,13,0,.188,306,451,-145,277,577,300,48.0,2994,19,25,3.3,4.3,57.9,20,174,3.35,5.2,5.02,3.90,3.77,10.8,358,1477,4.1,9
712,2000,DET,277,448,16,9,7,0,.563,307,307,0,277,503,226,55.1,2675,14,19,2.8,3.8,66.3,53,317,9.53,5.3,4.81,4.17,3.78,9.7,448,1747,3.9,15
713,2010,CHI,276,414,16,11,5,0,.688,334,286,48,276,466,190,59.2,3015,23,21,4.9,4.5,79.5,56,382,10.73,6.5,5.78,5.43,4.85,10.9,414,1616,3.9,10
714,2001,MIA,275,473,16,11,5,0,.688,344,290,54,275,453,178,60.7,3157,20,19,4.4,4.2,80.6,27,178,5.63,7.0,6.58,5.96,5.63,11.5,473,1664,3.5,14
715,2014,CLE,274,477,16,7,9,0,.438,299,337,-38,274,502,228,54.6,3465,12,16,2.4,3.2,72.8,31,213,5.82,6.9,6.50,5.95,5.60,12.6,477,1728,3.6,17
716,2010,KAN,274,556,16,10,6,0,.625,366,326,40,274,475,201,57.7,2968,27,8,5.7,1.7,90.1,32,221,6.31,6.2,5.85,6.63,6.21,10.8,556,2627,4.7,13
717,2007,SFO,274,357,16,5,11,0,.313,219,364,-145,274,513,239,53.4,2320,15,17,2.9,3.3,64.3,55,365,9.68,4.5,4.08,3.62,3.27,8.5,357,1477,4.1,8
718,2006,WAS,274,490,16,5,11,0,.313,307,376,-69,274,470,196,58.3,3027,19,10,4.0,2.1,83.4,19,147,3.89,6.4,6.19,6.29,6.05,11.0,490,2216,4.5,13
719,2001,PIT,274,580,16,13,3,0,.813,352,212,140,274,454,180,60.4,3113,16,12,3.5,2.6,83.4,31,182,6.39,6.9,6.42,6.37,5.96,11.4,580,2774,4.8,17
720,2015,STL,273,429,16,7,9,0,.438,280,330,-50,273,473,200,57.7,2805,11,11,2.3,2.3,74.1,18,126,3.67,5.9,5.71,5.35,5.15,10.3,429,1956,4.6,16
721,2012,KAN,273,500,16,2,14,0,.125,211,425,-214,273,475,202,57.5,2713,8,20,1.7,4.2,63.8,40,224,7.77,5.7,5.27,4.15,3.83,9.9,500,2395,4.8,9
722,2010,TEN,273,406,16,6,10,0,.375,356,339,17,273,474,201,57.6,3107,24,15,5.1,3.2,82.6,27,171,5.39,6.6,6.20,6.14,5.81,11.4,406,1727,4.3,13
723,2012,NYJ,272,494,16,6,10,0,.375,281,375,-94,272,493,221,55.2,2891,14,19,2.8,3.9,68.3,47,287,8.70,5.9,5.35,4.70,4.29,10.6,494,1896,3.8,12
724,2006,KAN,272,513,16,9,7,0,.563,331,315,16,272,450,178,60.4,3000,18,12,4.0,2.7,84.7,41,243,8.35,6.7,6.11,6.27,5.74,11.0,513,2143,4.2,17
725,2001,NYJ,272,445,16,10,6,0,.625,308,295,13,272,464,192,58.6,2741,17,14,3.7,3.0,76.4,19,130,3.93,5.9,5.67,5.28,5.07,10.1,445,2054,4.6,11
726,2018,BUF,271,468,16,6,10,0,.375,269,374,-105,271,499,228,54.3,2794,13,23,2.6,4.6,62.6,41,288,7.59,5.6,5.17,4.05,3.74,10.3,468,1984,4.2,15
727,2009,TEN,271,499,16,8,8,0,.500,354,402,-48,271,476,205,56.9,3031,16,15,3.4,3.2,74.8,15,73,3.05,6.4,6.17,5.62,5.45,11.2,499,2592,5.2,19
728,2003,CHI,271,443,16,7,9,0,.438,283,346,-63,271,515,244,52.6,2617,12,20,2.3,3.9,61.0,43,288,7.71,5.1,4.69,3.80,3.51,9.7,443,1763,4.0,13
729,2002,MIA,271,530,16,9,7,0,.563,378,301,77,271,455,184,59.6,2890,18,15,4.0,3.3,79.3,25,179,5.21,6.4,6.02,5.66,5.36,10.7,530,2502,4.7,24
730,2005,HOU,270,437,16,2,14,0,.125,260,431,-171,270,449,179,60.1,2237,15,13,3.3,2.9,76.0,68,424,13.15,5.0,4.33,4.35,3.78,8.3,437,1816,4.2,9
731,2003,CAR,270,522,16,11,5,0,.688,325,304,21,270,460,190,58.7,3050,19,16,4.1,3.5,79.6,26,188,5.35,6.6,6.28,5.89,5.58,11.3,522,2091,4.0,9
732,2005,BUF,269,428,16,5,11,0,.313,271,367,-96,269,459,190,58.6,2515,18,16,3.9,3.5,75.4,43,337,8.57,5.5,5.01,4.69,4.29,9.3,428,1607,3.8,6
733,2005,CAR,269,487,16,11,5,0,.688,391,259,132,269,449,180,59.9,3271,25,16,5.6,3.6,88.1,28,214,5.87,7.3,6.86,6.80,6.40,12.2,487,1679,3.4,17
734,2004,NYG,269,424,16,6,10,0,.375,303,347,-44,269,475,206,56.6,2818,12,13,2.5,2.7,73.5,52,279,9.87,5.9,5.35,5.21,4.69,10.5,424,1904,4.5,18
735,2011,CHI,268,456,16,8,8,0,.500,353,341,12,268,473,205,56.7,3011,18,20,3.8,4.2,73.8,49,335,9.39,6.4,5.77,5.22,4.73,11.2,456,2015,4.4,10
736,2006,BUF,268,420,16,7,9,0,.438,300,311,-11,268,431,163,62.2,2719,19,14,4.4,3.2,84.6,47,332,9.83,6.3,5.69,5.73,5.17,10.1,420,1552,3.7,9
737,2005,NYJ,268,384,16,4,12,0,.250,240,355,-115,268,470,202,57.0,2642,11,15,2.3,3.2,70.6,53,347,10.13,5.6,5.05,4.65,4.18,9.9,384,1328,3.5,10
738,2002,ATL,268,523,16,9,6,1,.594,402,314,88,268,479,211,55.9,3167,18,12,3.8,2.5,80.2,36,217,6.99,6.6,6.15,6.24,5.80,11.8,523,2368,4.5,23
739,2002,JAX,268,455,16,6,10,0,.375,328,315,13,268,462,194,58.0,2762,18,9,3.9,1.9,82.5,42,257,8.33,6.0,5.48,5.88,5.39,10.3,455,2089,4.6,19
740,2022,CAR,267,483,17,7,10,0,.412,347,374,-27,267,457,190,58.4,2996,16,13,3.5,2.8,80.2,36,250,7.30,6.6,6.08,5.98,5.54,11.2,483,2210,4.6,16
741,2013,SEA,267,509,16,13,3,0,.813,417,231,186,267,420,153,63.6,3236,27,9,6.4,2.1,102.4,44,272,9.48,7.7,6.97,8.03,7.27,12.1,509,2188,4.3,14
742,2008,MIN,267,519,16,10,6,0,.625,379,333,46,267,452,185,59.1,2956,22,17,4.9,3.8,81.5,43,261,8.69,6.5,5.97,5.82,5.32,11.1,519,2332,4.5,15
743,2013,NYJ,266,493,16,8,8,0,.500,290,387,-97,266,480,214,55.4,2932,13,22,2.7,4.6,66.6,47,338,8.92,6.1,5.56,4.59,4.18,11.0,493,2158,4.4,12
744,2006,JAX,266,513,16,8,8,0,.500,371,274,97,266,446,180,59.6,2882,17,14,3.8,3.1,80.0,30,178,6.30,6.5,6.05,5.81,5.45,10.8,513,2541,5.0,23
745,2008,ATL,265,560,16,11,5,0,.688,391,325,66,265,434,169,61.1,3336,16,11,3.7,2.5,87.7,17,104,3.77,7.7,7.40,7.28,7.01,12.6,560,2443,4.4,23
746,2008,TEN,265,508,16,13,3,0,.813,375,234,141,265,453,188,58.5,2819,13,9,2.9,2.0,78.8,12,83,2.58,6.2,6.06,5.90,5.75,10.6,508,2199,4.3,24
747,2009,CAR,264,525,16,8,8,0,.500,315,308,7,264,465,201,56.8,2799,16,20,3.4,4.3,70.5,33,271,6.63,6.0,5.62,4.77,4.46,10.6,525,2498,4.8,18
748,2007,BUF,263,448,16,7,9,0,.438,252,354,-102,263,445,182,59.1,2634,12,14,2.7,3.1,73.8,26,208,5.52,5.9,5.59,5.04,4.76,10.0,448,1800,4.0,8
749,2006,OAK,263,394,16,2,14,0,.125,168,332,-164,263,483,220,54.5,2420,7,24,1.4,5.0,56.2,72,430,12.97,5.0,4.36,3.06,2.67,9.2,394,1519,3.9,5
750,2008,SEA,262,417,16,4,12,0,.250,294,392,-98,262,474,212,55.3,2617,18,15,3.8,3.2,72.5,36,214,7.06,5.5,5.13,4.86,4.51,10.0,417,1768,4.2,10
751,2004,BUF,262,483,16,9,7,0,.563,395,284,111,262,461,199,56.8,2817,21,17,4.6,3.7,76.7,38,215,7.62,6.1,5.65,5.36,4.95,10.8,483,1874,3.9,15
752,2002,BAL,262,427,16,7,9,0,.438,316,354,-38,262,479,217,54.7,2847,20,14,4.2,2.9,76.5,41,271,7.88,5.9,5.48,5.46,5.03,10.9,427,1792,4.2,9
753,2008,BAL,261,592,16,11,5,0,.688,385,244,141,261,433,172,60.3,2808,16,12,3.7,2.8,82.8,33,277,7.08,6.5,6.03,5.98,5.55,10.8,592,2376,4.0,20
754,2007,OAK,260,508,16,4,12,0,.250,283,398,-115,260,451,191,57.6,2631,17,20,3.8,4.4,70.9,41,262,8.33,5.8,5.35,4.59,4.21,10.1,508,2086,4.1,11
755,2012,SEA,259,536,16,11,5,0,.688,412,245,167,259,405,146,64.0,3031,27,10,6.7,2.5,100.6,33,203,7.53,7.5,6.92,7.71,7.13,11.7,536,2579,4.8,16
756,2004,BAL,258,491,16,9,7,0,.563,317,268,49,258,465,207,55.5,2312,13,11,2.8,2.4,70.7,35,247,7.00,5.0,4.62,4.47,4.15,9.0,491,2063,4.2,11
757,2001,SEA,258,469,16,9,7,0,.563,301,324,-23,258,462,204,55.8,2836,15,12,3.2,2.6,77.2,49,328,9.59,6.1,5.55,5.62,5.08,11.0,469,1936,4.1,15
758,2022,ATL,257,559,17,7,10,0,.412,365,386,-21,257,415,158,61.9,2699,17,9,4.1,2.2,87.7,37,228,8.19,6.5,5.97,6.35,5.83,10.5,559,2718,4.9,17
759,2020,BAL,257,555,16,11,5,0,.688,468,303,165,257,406,149,63.3,2739,27,11,6.7,2.7,95.7,32,180,7.31,6.7,6.25,6.86,6.36,10.7,555,3071,5.5,24
760,2006,SFO,257,438,16,7,9,0,.438,298,412,-114,257,444,187,57.9,2688,16,16,3.6,3.6,74.4,35,202,7.31,6.1,5.61,5.15,4.78,10.5,438,2172,5.0,12
761,2003,MIA,257,487,16,10,6,0,.625,311,261,50,257,450,193,57.1,2792,17,19,3.8,4.2,72.5,31,209,6.44,6.2,5.80,5.06,4.73,10.9,487,1817,3.7,14
762,2010,CAR,256,428,16,2,14,0,.125,196,408,-212,256,484,228,52.9,2289,9,21,1.9,4.3,57.0,50,346,9.36,4.7,4.29,3.15,2.85,8.9,428,1846,4.3,7
763,2009,BUF,256,424,16,6,10,0,.375,258,326,-68,256,441,185,58.0,2515,17,19,3.9,4.3,71.7,46,274,9.45,5.7,5.16,4.54,4.11,9.8,424,1867,4.4,6
