Rk,Season,Team,Cmp,Cmp,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,Att,Yds,Y/A,TD
220,2018,DEN,367,353,429,16,6,10,0,.375,329,349,-20,367,588,221,62.4,3695,19,15,3.2,2.6,82.1,34,235,5.47,6.3,5.94,5.78,5.47,10.1,353,549,64.3,3929,26,44,311,17,90.7,429,1913,4.5,11
221,2012,PHI,367,292,479,16,4,12,0,.250,280,444,-164,367,618,251,59.4,3791,18,15,2.9,2.4,78.6,48,284,7.21,6.1,5.69,5.62,5.22,10.3,292,485,60.2,3470,33,30,198,8,99.6,479,2021,4.2,11
222,2008,HOU,367,294,439,16,8,8,0,.500,366,394,-28,367,555,188,66.1,4267,21,20,3.8,3.6,88.4,32,207,5.45,7.7,7.27,6.82,6.45,11.6,294,471,62.4,3423,24,25,175,12,92.3,439,1962,4.5,18
223,2024,NYG,366,349,503,17,3,14,0,.176,273,415,-142,366,591,225,61.9,3228,15,13,2.5,2.2,77.8,48,293,7.51,5.5,5.05,4.98,4.61,8.8,349,503,69.4,3580,23,45,289,5,103.1,503,2316,4.6,18
224,2017,LAC,366,329,430,16,9,7,0,.563,355,272,83,366,583,217,62.8,4431,28,11,4.8,1.9,95.1,18,120,3.00,7.6,7.37,7.71,7.48,12.1,329,524,62.8,3156,17,43,261,18,78.1,430,2098,4.9,11
225,2013,GNB,366,332,432,16,8,7,1,.531,417,428,-11,366,570,204,64.2,4268,25,16,4.4,2.8,91.7,45,270,7.32,7.5,6.94,7.10,6.58,11.7,332,539,61.6,3956,30,44,238,11,95.9,432,2000,4.6,16
226,2011,SDG,366,299,448,16,8,8,0,.500,406,377,29,366,582,216,62.9,4426,27,20,4.6,3.4,88.7,30,198,4.90,7.6,7.23,6.99,6.64,12.1,299,478,62.6,3591,29,32,187,17,92.5,448,1955,4.4,8
227,2000,SFO,366,320,435,16,6,10,0,.375,388,422,-34,366,583,217,62.8,4239,32,10,5.5,1.7,97.0,25,161,4.11,7.3,6.97,7.60,7.28,11.6,320,558,57.3,3915,25,38,270,13,86.4,435,1794,4.1,22
228,2024,WAS,365,307,490,17,12,5,0,.706,485,391,94,365,525,160,69.5,3665,29,9,5.5,1.7,102.5,50,267,8.70,7.0,6.37,7.31,6.68,10.0,307,496,61.9,3221,25,43,271,7,93.9,490,2337,4.8,18
229,2016,KAN,365,350,437,16,12,4,0,.750,389,311,78,365,546,181,66.8,3740,19,8,3.5,1.5,93.2,32,174,5.54,6.8,6.47,6.89,6.51,10.2,350,598,58.5,3958,23,28,162,18,79.8,437,1938,4.4,10
230,2015,MIA,365,350,503,16,6,10,0,.375,310,389,-79,365,588,223,62.1,3811,24,12,4.1,2.0,88.9,45,420,7.11,6.5,6.02,6.38,5.93,10.4,350,542,64.6,4000,31,31,225,13,97.4,503,2019,4.0,13
231,2014,DET,365,383,350,16,11,5,0,.688,321,282,39,365,604,239,60.4,4030,22,12,3.6,2.0,85.9,45,254,6.93,6.7,6.21,6.51,6.06,11.0,383,592,64.7,3706,23,42,295,20,83.0,350,1109,3.2,8
232,2014,OAK,365,343,481,16,3,13,0,.188,253,452,-199,365,629,264,58.0,3275,22,16,3.5,2.5,74.4,28,181,4.26,5.2,4.98,4.76,4.56,9.0,343,538,63.8,3810,29,22,157,9,96.9,481,1911,4.0,17
233,2011,ATL,365,340,372,16,10,6,0,.625,402,350,52,365,594,229,61.4,4192,29,13,4.9,2.2,91.1,26,173,4.19,7.1,6.76,7.05,6.75,11.5,340,560,60.7,3786,25,33,231,19,83.3,372,1552,4.2,10
234,2011,TAM,365,301,498,16,4,12,0,.250,287,494,-207,365,588,223,62.1,3650,17,24,2.9,4.1,73.6,32,188,5.16,6.2,5.89,4.95,4.69,10.0,301,481,62.6,3814,30,23,148,14,97.2,498,2497,5.0,26
235,2010,CIN,365,326,416,16,4,12,0,.250,322,395,-73,365,590,225,61.9,3767,26,20,4.4,3.4,82.4,28,221,4.53,6.4,6.10,5.74,5.48,10.3,326,514,63.4,3469,21,27,179,16,85.2,416,1843,4.4,15
236,2010,HOU,365,354,433,16,6,10,0,.375,390,427,-37,365,574,209,63.6,4144,24,12,4.2,2.1,92.0,32,226,5.28,7.2,6.84,7.11,6.74,11.4,354,547,64.7,4280,33,30,219,13,100.5,433,1751,4.0,16
237,2024,ATL,364,404,458,17,8,9,0,.471,389,423,-34,364,559,195,65.1,4068,21,19,3.8,3.4,86.6,32,215,5.41,7.3,6.88,6.50,6.15,11.2,404,578,69.9,3817,34,31,187,12,100.2,458,2051,4.5,11
238,2024,MIN,364,415,392,17,14,3,0,.824,432,332,100,364,548,184,66.4,4043,35,12,6.4,2.2,102.9,49,336,8.21,7.4,6.77,7.67,7.04,11.1,415,637,65.1,4114,24,49,345,24,82.4,392,1588,4.1,12
239,2023,TAM,364,404,422,17,9,8,0,.529,348,325,23,364,568,204,64.1,3812,28,10,4.9,1.8,94.2,40,232,6.58,6.7,6.27,6.90,6.45,10.5,404,611,66.1,4232,23,48,336,13,92.0,422,1620,3.8,11
240,2022,GNB,364,314,479,17,8,9,0,.471,370,371,-1,364,563,199,64.7,3632,27,12,4.8,2.1,91.9,32,258,5.38,6.5,6.10,6.45,6.10,10.0,314,478,65.7,3349,22,34,204,17,88.3,479,2372,5.0,18
241,2022,PIT,364,332,442,17,9,8,0,.529,308,346,-38,364,571,207,63.7,3411,12,14,2.1,2.5,78.7,38,250,6.24,6.0,5.60,5.29,4.96,9.4,332,542,61.3,3779,29,40,287,20,86.8,442,1838,4.2,7
242,2021,NWE,364,319,464,17,10,7,0,.588,462,303,159,364,535,171,68.0,3857,24,13,4.5,2.4,95.5,28,241,4.97,7.2,6.85,7.01,6.66,10.6,319,538,59.3,3181,21,36,256,23,73.3,464,2103,4.5,9
243,2019,JAX,364,327,435,16,6,10,0,.375,300,397,-97,364,589,225,61.8,3760,24,8,4.1,1.4,90.0,42,263,6.66,6.4,5.96,6.59,6.15,10.3,327,517,63.2,3778,22,47,310,10,93.9,435,2229,5.1,23
244,2016,CIN,364,374,412,16,6,9,1,.406,325,315,10,364,563,199,64.7,3942,18,8,3.2,1.4,91.8,41,264,6.79,7.0,6.53,7.00,6.53,10.8,374,593,63.1,3800,22,33,185,17,83.1,412,1812,4.4,12
245,2014,WAS,364,345,421,16,4,12,0,.250,301,438,-137,364,547,183,66.5,4047,18,18,3.3,3.3,88.8,58,414,9.59,7.4,6.69,6.58,5.95,11.1,345,519,66.5,3990,35,36,241,7,108.3,421,1722,4.1,11
246,2013,CIN,364,362,385,16,11,5,0,.688,430,305,125,364,587,223,62.0,4136,33,20,5.6,3.4,89.0,29,182,4.71,7.0,6.71,6.64,6.32,11.4,362,614,59.0,3344,22,43,279,20,74.2,385,1544,4.0,6
247,2001,OAK,364,290,433,16,10,6,0,.625,399,327,72,364,553,189,65.8,3707,27,9,4.9,1.6,95.5,27,155,4.66,6.7,6.39,6.95,6.62,10.2,290,528,54.9,3083,16,41,204,17,70.5,433,1988,4.6,17
248,2017,KAN,363,325,443,16,10,6,0,.625,415,339,76,363,543,180,66.9,4104,26,8,4.8,1.5,100.8,37,222,6.38,7.6,7.08,7.85,7.35,11.3,325,570,57.0,3952,23,31,179,16,81.5,443,1890,4.3,15
249,2017,BAL,363,333,435,16,9,7,0,.563,395,303,92,363,567,204,64.0,3030,20,13,3.5,2.3,81.4,27,205,4.55,5.3,5.10,5.02,4.79,8.3,333,569,58.5,3421,18,41,280,22,72.4,435,1780,4.1,12
250,2014,BUF,363,337,414,16,9,7,0,.563,343,289,54,363,579,216,62.7,3614,23,13,4.0,2.2,86.0,39,242,6.31,6.2,5.85,6.03,5.65,10.0,337,559,60.3,3292,16,54,308,19,74.5,414,1703,4.1,10
251,2013,ARI,363,367,370,16,10,6,0,.625,379,324,55,363,574,211,63.2,4002,24,22,4.2,3.8,83.9,41,289,6.67,7.0,6.51,6.08,5.68,11.0,367,625,58.7,3728,29,47,337,20,80.2,370,1351,3.7,5
252,2013,BAL,363,314,440,16,8,8,0,.500,320,352,-32,363,619,256,58.6,3590,19,23,3.1,3.7,72.0,48,324,7.20,5.8,5.38,4.74,4.40,9.9,314,552,56.9,3681,25,40,257,16,82.2,440,1687,3.8,7
253,2017,SFO,362,344,491,16,6,10,0,.375,331,383,-52,362,607,245,59.6,3925,15,15,2.5,2.5,78.8,43,310,6.62,6.5,6.04,5.85,5.46,10.8,344,544,63.2,3764,27,30,179,10,93.9,491,1861,3.8,13
254,2015,NYJ,362,343,373,16,10,6,0,.625,387,314,73,362,604,242,59.9,4057,33,16,5.5,2.6,88.0,22,113,3.51,6.7,6.48,6.62,6.38,11.2,343,601,57.1,3763,25,39,278,18,79.0,373,1335,3.6,4
255,2008,PHI,362,284,421,16,9,6,1,.594,416,289,127,362,606,244,59.7,3911,23,16,3.8,2.6,81.4,23,149,3.66,6.5,6.22,6.02,5.80,10.8,284,525,54.1,2913,19,48,312,15,72.9,421,1476,3.5,7
256,2006,IND,362,266,519,16,12,4,0,.750,427,360,67,362,557,195,65.0,4308,31,9,5.6,1.6,101.0,15,89,2.62,7.7,7.53,8.12,7.91,11.9,266,415,64.1,2548,16,25,157,15,80.4,519,2768,5.3,20
257,2005,CIN,362,324,429,16,11,5,0,.688,421,350,71,362,538,176,67.3,3820,32,14,5.9,2.6,97.6,21,115,3.76,7.1,6.83,7.12,6.85,10.6,324,519,62.4,3569,21,28,180,31,72.8,429,1850,4.3,16
258,2001,TAM,362,273,415,16,9,7,0,.563,324,280,44,362,592,230,61.1,3323,13,12,2.2,2.0,77.4,47,298,7.36,5.6,5.20,5.14,4.76,9.2,273,493,55.4,2951,20,42,272,28,65.3,415,1702,4.1,8
259,2023,LAR,361,367,433,17,10,7,0,.588,404,377,27,361,583,222,61.9,4063,26,13,4.5,2.2,90.0,34,237,5.51,7.0,6.59,6.86,6.48,11.3,367,604,60.8,3928,24,41,267,10,88.0,433,1816,4.2,14
260,2022,BUF,361,362,387,16,13,3,0,.813,455,286,169,361,574,213,62.9,4129,35,14,6.1,2.4,95.8,33,162,5.44,7.2,6.80,7.32,6.92,11.4,362,570,63.5,3433,21,40,288,17,82.1,387,1673,4.3,10
261,2021,JAX,361,377,493,17,3,14,0,.176,253,457,-204,361,604,243,59.8,3436,12,17,2.0,2.8,72.1,32,238,5.03,5.7,5.40,4.82,4.58,9.5,377,543,69.4,3875,24,32,236,7,100.8,493,2127,4.3,22
262,2010,ATL,361,364,366,16,13,3,0,.813,414,288,126,361,577,216,62.6,3567,28,9,4.9,1.6,90.8,23,158,3.83,6.2,5.95,6.45,6.20,9.9,364,560,65.0,3625,23,31,221,22,82.2,366,1694,4.6,9
263,2002,GNB,361,287,413,16,12,4,0,.750,398,328,70,361,580,219,62.2,3627,29,16,5.0,2.8,86.6,27,196,4.45,6.3,5.98,6.01,5.74,10.0,287,531,54.0,2987,24,43,241,24,68.7,413,1998,4.8,14
264,2002,SEA,361,321,500,16,7,9,0,.438,355,369,-14,361,587,226,61.5,4078,19,16,3.2,2.7,83.0,33,179,5.32,6.9,6.58,6.37,6.03,11.3,321,555,57.8,3411,21,28,185,19,75.6,500,2441,4.9,18
265,2022,LVR,359,399,460,17,6,11,0,.353,395,418,-23,359,586,227,61.3,3934,28,17,4.8,2.9,86.7,35,248,5.64,6.7,6.33,6.36,6.00,11.0,399,590,67.6,4129,25,27,192,6,98.8,460,2087,4.5,20
266,2021,TEN,359,395,368,17,12,5,0,.706,419,354,65,359,535,176,67.1,3418,22,14,4.1,2.6,90.0,47,327,8.08,6.4,5.87,6.03,5.55,9.5,395,628,62.9,4169,24,43,316,16,86.4,368,1438,3.9,14
267,2011,NYG,359,361,435,16,9,7,0,.563,394,400,-6,359,589,230,61.0,4734,29,16,4.9,2.7,92.9,28,199,4.54,8.0,7.67,7.80,7.45,13.2,361,589,61.3,4082,28,48,335,20,86.1,435,1940,4.5,15
268,2010,SDG,359,285,404,16,9,7,0,.563,441,322,119,359,544,185,66.0,4519,30,13,5.5,2.4,101.9,38,227,6.53,8.3,7.76,8.33,7.79,12.6,285,488,58.4,2845,18,47,290,16,76.2,404,1500,3.7,14
269,2002,DEN,359,360,379,16,9,7,0,.563,392,344,48,359,554,195,64.8,3824,21,20,3.8,3.6,84.8,46,315,7.67,6.9,6.37,6.04,5.57,10.7,360,566,63.6,3337,15,40,251,9,83.7,379,1489,3.9,21
270,2022,NWE,358,364,441,17,8,9,0,.471,364,347,17,358,540,182,66.3,3536,19,14,3.5,2.6,87.7,41,279,7.06,6.5,6.09,6.09,5.66,9.9,364,596,61.1,3681,28,54,348,19,83.5,441,1793,4.1,7
271,2015,HOU,358,326,388,16,9,7,0,.563,339,313,26,358,619,261,57.8,3833,29,12,4.7,1.9,85.3,36,246,5.50,6.2,5.85,6.26,5.91,10.7,326,553,59.0,3366,24,45,311,14,82.8,388,1597,4.1,10
272,2005,TEN,358,296,449,16,4,12,0,.250,299,421,-122,358,594,236,60.3,3597,20,14,3.4,2.4,80.3,31,200,4.96,6.1,5.76,5.67,5.39,10.0,296,470,63.0,3216,33,41,246,9,100.7,449,1894,4.2,12
273,2024,HOU,357,326,447,17,10,7,0,.588,372,372,0,357,570,213,62.6,3526,20,12,3.5,2.1,86.1,54,426,8.65,6.2,5.65,5.94,5.43,9.9,326,554,58.8,3417,31,49,336,19,83.7,447,1938,4.3,11
274,2022,NYJ,357,347,492,17,7,10,0,.412,296,316,-20,357,627,270,56.9,3723,15,14,2.4,2.2,75.0,42,317,6.28,5.9,5.57,5.41,5.07,10.4,347,556,62.4,3220,15,45,306,12,80.5,492,2068,4.2,14
275,2021,NYJ,357,401,525,17,4,13,0,.235,310,504,-194,357,603,246,59.2,3541,20,20,3.3,3.3,76.0,53,418,8.08,5.9,5.40,5.04,4.64,9.9,401,587,68.3,4409,28,33,273,7,103.2,525,2351,4.5,28
276,2017,MIN,357,324,364,16,13,3,0,.813,382,252,130,357,527,170,67.7,3753,25,8,4.7,1.5,99.1,27,176,4.87,7.1,6.77,7.39,7.03,10.5,324,555,58.4,3078,13,37,251,14,73.0,364,1337,3.7,10
277,2013,MIA,357,344,484,16,8,8,0,.500,317,335,-18,357,594,237,60.1,3567,24,19,4.0,3.2,80.1,58,399,8.90,6.0,5.47,5.37,4.90,10.0,344,580,59.3,3752,17,42,272,18,77.3,484,1998,4.1,14
278,2009,GNB,357,294,371,16,11,5,0,.688,461,297,164,357,553,196,64.6,4180,30,8,5.4,1.4,101.8,51,312,8.44,7.6,6.92,7.99,7.32,11.7,294,540,54.4,3218,29,37,232,30,68.8,371,1333,3.6,5
279,2000,IND,357,317,446,16,10,6,0,.625,429,326,103,357,571,214,62.5,4282,33,15,5.8,2.6,94.7,20,131,3.38,7.5,7.25,7.47,7.22,12.0,317,530,59.8,3422,22,42,252,14,83.6,446,1935,4.3,13
280,2023,NYJ,356,313,517,17,7,10,0,.412,268,355,-87,356,601,245,59.2,2919,11,15,1.8,2.5,70.5,64,454,9.62,4.9,4.39,4.10,3.71,8.2,313,522,60.0,2861,19,48,321,17,76.0,517,2108,4.1,14
281,2021,WAS,356,400,430,17,7,10,0,.412,335,434,-99,356,550,194,64.7,3441,21,15,3.8,2.7,85.8,43,305,7.25,6.3,5.80,5.79,5.37,9.7,400,597,67.0,4333,34,38,187,11,100.8,430,1775,4.1,14
282,2019,CIN,356,308,504,16,2,14,0,.125,279,420,-141,356,616,260,57.8,3652,18,16,2.9,2.6,76.2,48,342,7.23,5.9,5.50,5.34,4.96,10.3,308,499,61.7,3917,25,31,204,11,95.4,504,2382,4.7,17
283,2019,GNB,356,326,411,16,13,3,0,.813,376,313,63,356,573,217,62.1,3733,26,4,4.5,0.7,95.3,36,284,5.91,6.5,6.13,7.11,6.69,10.5,326,546,59.7,3721,19,41,295,17,81.1,411,1921,4.7,15
284,2018,DAL,356,367,400,16,10,6,0,.625,339,324,15,356,527,171,67.6,3538,22,8,4.2,1.5,96.7,56,347,9.61,6.7,6.07,6.87,6.21,9.9,367,542,67.7,3755,22,39,229,9,95.7,400,1513,3.8,12
285,2011,BUF,356,321,467,16,6,10,0,.375,372,434,-62,356,578,222,61.6,3703,24,25,4.2,4.3,77.0,23,154,3.83,6.4,6.16,5.29,5.09,10.4,321,507,63.3,3714,30,29,210,20,90.4,467,2224,4.8,19
286,2007,ARI,356,361,407,16,8,8,0,.500,404,399,5,356,590,234,60.3,4065,32,24,5.4,4.1,83.4,24,163,3.91,6.9,6.62,6.14,5.90,11.4,361,570,63.3,3716,26,36,242,18,85.8,407,1567,3.9,13
287,2004,TEN,356,333,421,16,5,11,0,.313,344,439,-95,356,589,233,60.4,3616,27,19,4.6,3.2,82.1,44,317,6.95,6.1,5.71,5.60,5.21,10.2,333,524,63.5,3807,29,32,220,18,91.2,421,1917,4.6,18
288,2023,CLE,355,307,420,17,11,6,0,.647,396,362,34,355,624,269,56.9,3693,24,23,3.8,3.7,73.7,45,318,6.73,5.9,5.52,5.03,4.69,10.4,307,535,57.4,2800,23,49,349,18,74.7,420,1793,4.3,15
289,2023,IND,355,370,518,17,9,8,0,.529,396,415,-19,355,574,219,61.8,3666,18,10,3.1,1.7,85.0,41,216,6.67,6.4,5.96,6.23,5.81,10.3,370,568,65.1,3842,21,51,315,15,88.2,518,2105,4.1,22
290,2023,ARI,355,347,521,17,4,13,0,.235,330,455,-125,355,555,200,64.0,3144,18,12,3.2,2.2,82.9,42,286,7.04,5.7,5.27,5.34,4.96,8.9,347,506,68.6,3613,32,33,233,11,102.9,521,2434,4.7,19
291,2022,DAL,355,345,497,17,12,5,0,.706,467,342,125,355,556,201,63.8,3736,28,18,5.0,3.2,87.9,27,175,4.63,6.7,6.41,6.27,5.98,10.5,345,550,62.7,3415,23,54,352,16,84.7,497,2198,4.4,9
292,2019,ARI,355,421,439,16,5,10,1,.344,361,442,-81,355,554,199,64.1,3477,20,12,3.6,2.2,87.0,50,320,8.28,6.3,5.76,6.02,5.52,9.8,421,601,70.0,4510,38,40,275,7,109.9,439,1922,4.4,9
293,2019,HOU,355,375,403,16,10,6,0,.625,378,385,-7,355,534,179,66.5,3783,27,14,5.1,2.6,95.3,49,300,8.40,7.1,6.49,6.92,6.33,10.7,375,586,64.0,4276,33,31,215,12,97.6,403,1937,4.8,12
294,2016,TAM,355,347,427,16,9,7,0,.563,354,369,-15,355,578,223,61.4,3926,29,18,5.0,3.1,87.0,35,239,5.71,6.8,6.40,6.39,6.03,11.1,347,548,63.3,4012,24,38,234,17,88.8,427,1875,4.4,15
295,2015,IND,355,354,452,16,8,8,0,.500,333,408,-75,355,619,264,57.4,3704,26,19,4.2,3.1,77.5,37,224,5.64,6.0,5.65,5.44,5.14,10.4,354,585,60.5,4114,29,35,251,17,88.0,452,1952,4.3,14
296,2015,JAX,355,390,464,16,5,11,0,.313,376,448,-72,355,607,252,58.5,4108,35,18,5.8,3.0,88.1,51,320,7.75,6.8,6.24,6.59,6.08,11.6,390,602,64.8,4291,29,36,237,9,97.2,464,1709,3.7,15
297,2013,WAS,355,337,443,16,3,13,0,.188,334,478,-144,355,611,256,58.1,3751,20,19,3.3,3.1,76.1,43,306,6.57,6.1,5.74,5.39,5.04,10.6,337,514,65.6,3896,29,36,238,16,96.1,443,1769,4.0,23
298,2008,TAM,355,276,441,16,9,7,0,.563,361,323,38,355,562,207,63.2,3619,18,13,3.2,2.3,83.8,32,169,5.39,6.4,6.09,6.04,5.71,10.2,276,475,58.1,2997,23,29,190,22,75.3,441,1901,4.3,8
299,2007,IND,355,325,454,16,13,3,0,.813,450,262,188,355,551,196,64.4,4033,32,14,5.8,2.5,96.1,23,139,4.01,7.3,7.03,7.34,7.04,11.4,325,498,65.3,2764,16,28,162,22,73.3,454,1711,3.8,10
300,2021,DEN,354,341,441,17,7,10,0,.412,335,322,13,354,541,187,65.4,3593,20,9,3.7,1.7,91.7,40,263,6.88,6.6,6.18,6.63,6.18,10.1,341,562,60.7,3652,22,36,249,13,85.0,441,1892,4.3,9
301,2021,HOU,354,363,523,17,4,13,0,.235,280,452,-172,354,546,192,64.8,3305,21,15,3.8,2.7,85.2,44,325,7.46,6.1,5.60,5.59,5.17,9.3,363,546,66.5,4117,27,32,225,17,94.1,523,2418,4.6,25
302,2012,HOU,354,308,390,16,12,4,0,.750,416,331,85,354,554,200,63.9,3830,22,13,4.0,2.3,89.2,28,216,4.81,6.9,6.58,6.65,6.33,10.8,308,581,53.0,3612,29,44,269,15,80.0,390,1560,4.0,5
303,2012,PIT,354,299,391,16,8,8,0,.500,336,314,22,354,574,220,61.7,3787,27,14,4.7,2.4,88.1,37,225,6.06,6.6,6.20,6.44,6.05,10.7,299,523,57.2,2963,19,37,196,10,79.0,391,1450,3.7,9
304,2010,STL,354,328,404,16,7,9,0,.438,289,328,-39,354,590,236,60.0,3268,18,15,3.1,2.5,76.5,34,244,5.45,5.5,5.24,5.01,4.73,9.2,328,570,57.5,3578,21,43,290,14,80.4,404,1810,4.5,7
305,2002,SFO,354,340,394,16,10,6,0,.625,367,351,16,354,571,217,62.0,3457,23,10,4.0,1.8,86.0,22,119,3.71,6.1,5.83,6.07,5.85,9.8,340,552,61.6,3506,23,32,195,19,80.9,394,1652,4.2,14
306,2000,DEN,354,310,344,16,11,5,0,.688,485,369,116,354,569,215,62.2,4243,28,12,4.9,2.1,94.2,30,221,5.01,7.5,7.08,7.49,7.12,12.0,310,574,54.0,3946,26,44,251,27,73.1,344,1598,4.6,13
307,2024,CHI,353,325,485,17,5,12,0,.294,310,370,-60,353,566,213,62.4,3086,20,7,3.5,1.2,86.8,68,466,10.73,5.5,4.87,5.60,5.00,8.7,325,503,64.6,3705,17,40,254,11,90.9,485,2317,4.8,20
308,2018,CLE,353,393,459,16,7,8,1,.469,359,392,-33,353,574,221,61.5,4007,29,17,5.1,3.0,88.8,38,254,6.21,7.0,6.55,6.66,6.25,11.4,393,626,62.8,4125,21,37,245,17,83.4,459,2163,4.7,20
309,2015,ARI,353,343,373,16,13,3,0,.813,489,313,176,353,562,209,62.8,4616,35,13,6.2,2.3,100.9,27,159,4.58,8.2,7.84,8.42,8.03,13.1,343,573,59.9,3687,24,36,270,19,80.9,373,1460,3.9,9
310,2011,TEN,353,369,461,16,9,7,0,.563,325,317,8,353,584,231,60.4,3923,22,14,3.8,2.4,84.4,24,190,3.95,6.7,6.45,6.39,6.14,11.1,369,591,62.4,3629,21,28,180,11,85.1,461,2053,4.5,10
311,2004,IND,353,364,440,16,12,4,0,.750,522,351,171,353,527,174,67.0,4623,51,10,9.7,1.9,119.7,14,109,2.59,8.8,8.55,9.85,9.60,13.1,364,557,65.4,3892,26,45,340,19,89.5,440,2037,4.6,12
312,2022,HOU,352,336,573,17,3,13,1,.206,289,420,-131,352,579,227,60.8,3344,20,19,3.5,3.3,76.8,38,298,6.16,5.8,5.42,4.99,4.68,9.5,336,522,64.4,3558,15,39,217,16,82.7,573,2894,5.1,25
313,2017,GNB,352,348,464,16,7,9,0,.438,320,384,-64,352,562,210,62.6,3167,25,18,4.4,3.2,81.9,51,365,8.32,5.6,5.17,5.08,4.66,9.0,348,513,67.8,3789,30,37,252,11,102.0,464,1793,3.9,10
314,2010,GNB,352,296,395,16,10,6,0,.625,388,240,148,352,541,189,65.1,4124,31,13,5.7,2.4,98.9,38,231,6.56,7.6,7.12,7.69,7.18,11.7,296,527,56.2,3107,16,47,333,24,67.2,395,1838,4.7,6
315,2005,NWE,352,296,437,16,10,6,0,.625,379,338,41,352,564,212,62.4,4120,28,15,5.0,2.7,91.5,28,202,4.73,7.3,6.96,7.10,6.77,11.7,296,527,56.2,3703,25,33,223,10,87.8,437,1580,3.6,11
316,2000,NYJ,352,265,476,16,9,7,0,.563,321,321,0,352,637,285,55.3,3924,23,29,3.6,4.6,67.5,20,99,3.04,6.2,5.97,4.83,4.69,11.1,265,517,51.3,2932,17,40,234,21,64.3,476,1888,4.0,9
317,2023,NWE,351,370,480,17,4,13,0,.235,236,366,-130,351,557,206,63.0,3069,16,21,2.9,3.8,73.8,48,323,7.93,5.5,5.07,4.39,4.04,8.7,370,575,64.3,3543,19,36,248,10,86.9,480,1584,3.3,14
318,2021,NYG,351,402,492,17,4,13,0,.235,258,416,-158,351,593,242,59.2,3196,15,20,2.5,3.4,70.1,38,267,6.02,5.4,5.06,4.38,4.11,9.1,402,611,65.8,3839,27,34,205,15,89.0,492,2193,4.5,15
319,2009,PIT,351,319,372,16,9,7,0,.563,368,324,44,351,536,185,65.5,4148,28,14,5.2,2.6,98.1,50,348,8.53,7.7,7.08,7.61,6.96,11.8,319,548,58.2,3447,22,47,314,12,83.4,372,1438,3.9,7
320,2023,CAR,350,309,508,17,2,15,0,.118,236,416,-180,350,586,236,59.7,2741,13,10,2.2,1.7,75.2,65,504,9.98,4.7,4.21,4.35,3.92,7.8,309,481,64.2,2916,19,27,193,8,88.8,508,2081,4.1,25
321,2022,PHI,350,350,446,17,14,3,0,.824,477,344,133,350,536,186,65.3,4105,25,9,4.7,1.7,99.0,44,259,7.59,7.7,7.08,7.84,7.24,11.7,350,556,62.9,3057,22,70,491,17,81.6,446,2068,4.6,15
322,2013,IND,350,324,448,16,11,5,0,.688,391,336,55,350,582,232,60.1,3725,23,10,4.0,1.7,86.5,32,227,5.21,6.4,6.07,6.42,6.08,10.6,324,536,60.4,3711,21,42,248,15,84.6,448,2002,4.5,14
323,2007,PHI,350,312,403,16,8,8,0,.500,336,300,36,350,577,227,60.7,3755,24,15,4.2,2.6,84.6,49,250,7.83,6.5,6.00,6.17,5.69,10.7,312,539,57.9,3449,16,37,244,11,80.3,403,1533,3.8,10
324,2006,GNB,350,286,441,16,8,8,0,.500,301,366,-65,350,630,280,55.6,3795,18,18,2.9,2.9,72.1,24,152,3.67,6.0,5.80,5.31,5.11,10.8,286,515,55.5,3309,25,46,337,23,75.4,441,1825,4.1,12
325,2002,CIN,350,287,498,16,2,14,0,.125,279,456,-177,350,591,241,59.2,3476,17,22,2.9,3.7,71.8,37,256,5.89,5.9,5.54,4.78,4.50,9.9,287,454,63.2,3262,30,24,153,9,99.9,498,2003,4.0,16
326,2002,PIT,350,336,359,16,10,5,1,.656,390,345,45,350,551,201,63.5,3832,26,22,4.7,4.0,84.6,34,204,5.81,7.0,6.55,6.10,5.75,10.9,336,573,58.6,3460,19,50,313,19,75.6,359,1375,3.8,16
327,2024,SFO,349,338,476,17,6,11,0,.353,389,436,-47,349,533,184,65.5,4234,23,16,4.3,3.0,93.1,36,190,6.33,7.9,7.44,7.46,6.98,12.1,338,516,65.5,3278,25,37,198,11,92.0,476,2118,4.4,24
328,2020,MIN,349,358,472,16,7,9,0,.438,430,475,-45,349,516,167,67.6,4009,35,13,6.8,2.5,105.0,39,256,7.03,7.8,7.22,7.99,7.43,11.5,358,541,66.2,4141,30,23,126,15,97.0,472,2151,4.6,19
329,2016,SDG,349,364,410,16,5,11,0,.313,410,423,-13,349,580,231,60.2,4198,33,21,5.7,3.6,87.6,36,188,5.84,7.2,6.81,6.75,6.35,12.0,364,580,62.8,3987,21,35,230,18,83.8,410,1567,3.8,20
330,2014,GNB,349,333,449,16,12,4,0,.750,486,348,138,349,536,187,65.1,4261,38,6,7.1,1.1,109.9,30,186,5.30,7.9,7.53,8.86,8.39,12.2,333,564,59.0,3623,26,41,261,18,82.0,449,1919,4.3,11
