Rk,Season,Team,Cmp,Cmp,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,Att,Yds,Y/A,TD
553,2007,NYJ,310,289,517,16,4,12,0,.250,268,355,-87,310,512,202,60.5,3014,15,19,2.9,3.7,73.9,53,316,9.38,5.9,5.33,4.80,4.35,9.7,289,470,61.5,3154,18,29,208,15,82.6,517,2156,4.2,14
554,2006,DAL,310,301,429,16,9,7,0,.563,425,350,75,310,506,196,61.3,3836,26,21,5.1,4.2,86.5,37,231,6.81,7.6,7.06,6.74,6.28,12.4,301,511,58.9,3506,25,34,223,18,83.2,429,1659,3.9,12
555,2003,GNB,310,326,413,16,10,6,0,.625,442,307,135,310,473,163,65.5,3240,32,21,6.8,4.4,90.5,19,137,3.86,6.8,6.59,6.21,5.97,10.5,326,589,55.3,3400,18,34,200,21,69.0,413,1701,4.1,10
556,2002,CHI,310,335,504,16,4,12,0,.250,281,379,-98,310,543,233,57.1,3051,22,18,4.1,3.3,74.8,44,265,7.50,5.6,5.20,4.94,4.57,9.8,335,547,61.2,3530,24,35,252,9,89.7,504,2076,4.1,13
557,2017,DAL,309,371,403,16,9,7,0,.563,354,332,22,309,493,184,62.7,3141,22,13,4.5,2.6,86.3,32,185,6.10,6.4,5.98,6.08,5.71,10.2,371,559,66.4,3425,28,38,321,10,94.6,403,1664,4.1,7
558,2012,BUF,309,306,470,16,6,10,0,.375,344,435,-91,309,511,202,60.5,3269,24,17,4.7,3.3,82.2,30,161,5.55,6.4,6.04,5.84,5.52,10.6,306,536,57.1,3473,25,36,196,12,84.4,470,2333,5.0,23
559,2008,BUF,309,301,455,16,7,9,0,.438,336,342,-6,309,479,170,64.5,3040,14,15,2.9,3.1,81.3,38,262,7.35,6.3,5.88,5.52,5.12,9.8,301,492,61.2,3271,14,24,170,10,83.2,455,1946,4.3,18
560,2008,SFO,309,331,452,16,7,9,0,.438,339,381,-42,309,509,200,60.7,3379,21,19,4.1,3.7,81.4,55,345,9.75,6.6,5.99,5.78,5.22,10.9,331,545,60.7,3507,22,30,161,12,85.0,452,1709,3.8,14
561,2004,MIA,309,244,539,16,4,12,0,.250,275,354,-79,309,586,277,52.7,3065,19,26,3.2,4.4,62.5,52,326,8.15,5.2,4.80,3.88,3.57,9.9,244,434,56.2,2592,20,36,223,15,76.9,539,2302,4.3,12
562,2004,NOR,309,324,485,16,8,8,0,.500,348,405,-57,309,542,233,57.0,3587,21,16,3.9,3.0,79.5,41,223,7.03,6.6,6.15,6.06,5.64,11.6,324,545,59.4,3888,24,37,207,13,87.7,485,2253,4.6,16
563,2001,SDG,309,317,449,16,5,11,0,.313,332,321,11,309,548,239,56.4,3505,16,18,2.9,3.3,73.1,27,180,4.70,6.4,6.10,5.50,5.24,11.3,317,535,59.3,3400,24,41,218,19,79.8,449,1504,3.3,10
564,2024,GNB,308,381,426,17,11,6,0,.647,460,338,122,308,479,171,64.3,3807,28,11,5.8,2.3,99.8,22,132,4.39,7.9,7.60,8.08,7.73,12.4,381,565,67.4,3658,23,45,301,17,88.5,426,1689,4.0,13
565,2011,CIN,308,319,425,16,9,7,0,.563,344,323,21,308,535,227,57.6,3340,21,14,3.9,2.6,79.6,25,167,4.46,6.2,5.96,5.85,5.59,10.8,319,539,59.2,3385,21,45,277,10,85.0,425,1675,3.9,14
566,2010,BAL,308,349,384,16,12,4,0,.750,357,270,87,308,491,183,62.7,3335,25,10,5.1,2.0,93.6,40,294,7.53,6.8,6.28,6.89,6.37,10.8,349,596,58.6,3599,22,27,190,19,76.4,384,1503,3.9,5
567,2005,NOR,308,241,503,16,3,13,0,.188,235,398,-163,308,553,245,55.7,3343,15,24,2.7,4.3,66.6,41,261,6.90,6.0,5.63,4.63,4.31,10.9,241,418,57.7,2849,20,25,165,10,86.2,503,2145,4.3,16
568,2004,DAL,308,310,425,16,6,10,0,.375,293,405,-112,308,519,211,59.3,3428,19,23,3.7,4.4,74.5,36,208,6.49,6.6,6.18,5.34,5.00,11.1,310,502,61.8,3521,31,33,197,13,94.2,425,1764,4.2,14
569,2000,SEA,308,309,503,16,6,10,0,.375,320,405,-85,308,507,199,60.7,2960,21,21,4.1,4.1,75.5,46,238,8.32,5.8,5.35,4.80,4.40,9.6,309,489,63.2,3937,23,27,152,17,90.8,503,2454,4.9,20
570,2021,PHI,307,409,458,17,9,8,0,.529,444,385,59,307,494,187,62.1,3404,20,10,4.0,2.0,89.2,31,181,5.90,6.9,6.48,6.79,6.39,11.1,409,589,69.4,3756,28,29,220,12,95.4,458,1834,4.0,18
571,2019,IND,307,394,383,16,7,9,0,.438,361,373,-12,307,513,206,59.8,3108,22,10,4.3,1.9,85.0,32,206,5.87,6.1,5.70,6.04,5.68,10.1,394,562,70.1,3982,29,41,249,15,98.0,383,1567,4.1,8
572,2016,TEN,307,388,356,16,9,7,0,.563,381,378,3,307,504,197,60.9,3541,29,11,5.8,2.2,93.7,28,179,5.26,7.0,6.66,7.19,6.82,11.5,388,635,61.1,4307,25,40,278,12,88.3,356,1413,4.0,10
573,2011,ARI,307,340,475,16,8,8,0,.500,312,348,-36,307,550,243,55.8,3567,21,23,3.8,4.2,73.9,54,387,8.94,6.5,5.91,5.37,4.89,11.6,340,578,58.8,3696,17,42,304,10,82.5,475,1986,4.2,15
574,2005,SEA,307,331,420,16,13,3,0,.813,452,271,181,307,474,167,64.8,3458,25,10,5.3,2.1,96.8,27,174,5.39,7.3,6.90,7.40,7.00,11.3,331,571,58.0,3559,18,50,302,16,77.4,420,1510,3.6,5
575,2001,TEN,307,328,405,16,7,9,0,.438,336,388,-52,307,515,208,59.6,3558,23,17,4.5,3.3,84.2,43,309,7.71,6.9,6.38,6.32,5.83,11.6,328,559,58.7,4084,27,32,175,13,89.1,405,1431,3.5,17
576,2000,MIN,307,369,396,16,11,5,0,.688,397,371,26,307,495,188,62.0,3832,33,18,6.7,3.6,94.7,35,187,6.60,7.7,7.23,7.44,6.95,12.5,369,584,63.2,3913,23,31,214,8,91.6,396,1788,4.5,17
577,2017,TEN,306,369,398,16,9,7,0,.563,334,356,-22,306,496,190,61.7,3191,14,17,2.8,3.4,77.1,35,203,6.59,6.4,6.01,5.46,5.10,10.4,369,605,61.0,3828,27,43,272,12,87.8,398,1420,3.6,5
578,2016,CAR,306,409,376,16,6,10,0,.375,369,402,-33,306,563,257,54.4,3685,21,19,3.7,3.4,75.1,36,277,6.01,6.5,6.15,5.77,5.43,12.0,409,612,66.8,4291,27,47,270,17,92.0,376,1465,3.9,11
579,2010,TAM,306,307,444,16,10,6,0,.625,341,318,23,306,494,188,61.9,3361,26,6,5.3,1.2,96.2,30,203,5.73,6.8,6.41,7.31,6.89,11.0,307,521,58.9,3216,23,26,143,19,77.6,444,2107,4.7,12
580,2003,PIT,306,294,449,16,6,10,0,.375,300,327,-27,306,532,226,57.5,3304,19,17,3.6,3.2,76.4,42,244,7.32,6.2,5.76,5.49,5.09,10.8,294,484,60.7,3042,20,35,203,14,82.4,449,1741,3.9,14
581,2002,TEN,306,339,372,16,11,5,0,.688,367,324,43,306,500,194,61.2,3320,22,15,4.4,3.0,83.9,21,121,4.03,6.6,6.37,6.17,5.92,10.8,339,562,60.3,3540,27,40,213,18,82.8,372,1424,3.8,7
582,2001,NWE,306,299,429,16,11,5,0,.688,371,272,99,306,482,176,63.5,3089,21,15,4.4,3.1,85.3,46,237,8.71,6.4,5.85,5.88,5.37,10.1,299,546,54.8,3497,15,41,234,22,68.6,429,1855,4.3,7
583,2010,MIN,305,333,417,16,6,10,0,.375,281,348,-67,305,505,200,60.4,3097,14,26,2.8,5.1,67.7,36,230,6.65,6.1,5.72,4.37,4.08,10.2,333,529,62.9,3367,25,31,177,15,86.4,417,1635,3.9,10
584,2007,CLE,305,340,460,16,10,6,0,.625,402,382,20,305,545,240,56.0,3726,29,20,5.3,3.7,80.7,19,140,3.37,6.8,6.61,6.25,6.04,12.2,340,578,58.8,3681,29,28,186,17,83.4,460,2072,4.5,8
585,2004,JAX,305,306,438,16,9,7,0,.563,261,280,-19,305,513,208,59.5,3159,17,11,3.3,2.1,80.7,32,156,5.87,6.2,5.80,5.86,5.51,10.4,306,497,61.6,3357,18,37,217,16,82.0,438,1777,4.1,7
586,2023,TEN,304,387,480,17,6,11,0,.353,305,367,-62,304,494,190,61.5,3067,14,11,2.8,2.2,83.2,64,445,11.47,6.2,5.50,5.77,5.11,10.1,387,571,67.8,3866,20,45,315,6,96.4,480,1831,3.8,10
587,2017,CIN,304,336,489,16,7,9,0,.438,290,349,-59,304,510,206,59.6,3122,25,12,4.9,2.4,86.0,40,264,7.27,6.1,5.68,6.04,5.60,10.3,336,561,59.9,3379,20,41,278,11,82.9,489,2046,4.2,13
588,2008,CHI,304,383,437,16,9,7,0,.563,375,350,25,304,528,224,57.6,3061,20,14,3.8,2.7,77.1,29,168,5.21,5.8,5.50,5.36,5.08,10.1,383,622,61.6,3859,21,28,217,22,77.2,437,1496,3.4,16
589,2004,SEA,304,340,452,16,9,7,0,.563,371,373,-2,304,532,228,57.1,3539,23,18,4.3,3.4,79.1,34,176,6.01,6.7,6.25,5.99,5.63,11.6,340,559,60.8,3590,24,36,218,23,78.3,452,2031,4.5,17
590,2001,ARI,304,337,496,16,7,9,0,.438,295,343,-48,304,526,222,57.8,3449,18,14,3.4,2.7,79.5,29,204,5.23,6.6,6.21,6.04,5.73,11.3,337,556,60.6,3598,26,19,128,17,83.4,496,2087,4.2,10
591,2000,CHI,304,332,469,16,5,11,0,.313,216,355,-139,304,542,238,56.1,2805,12,16,2.2,3.0,67.0,34,200,5.90,5.2,4.87,4.29,4.04,9.2,332,530,62.6,3407,25,36,230,11,90.0,469,1827,3.9,15
592,2024,PHI,303,337,416,17,14,3,0,.824,463,303,160,303,448,145,67.6,3194,24,6,5.4,1.3,103.4,45,323,9.13,7.1,6.48,7.60,6.90,10.5,337,542,62.2,2961,22,41,305,13,82.5,416,1771,4.3,9
593,2008,CIN,303,315,490,16,4,11,1,.281,204,364,-160,303,513,210,59.1,2406,11,15,2.1,2.9,68.0,51,271,9.04,4.7,4.27,3.80,3.46,7.9,315,506,62.3,3287,23,17,122,12,87.3,490,1921,3.9,15
594,2008,PIT,303,301,390,16,12,4,0,.750,347,223,124,303,506,203,59.9,3301,19,15,3.8,3.0,81.9,49,306,8.83,6.5,5.95,5.94,5.42,10.9,301,533,56.5,2511,12,51,350,20,63.4,390,1284,3.3,7
595,2005,TAM,303,275,438,16,11,5,0,.688,300,274,26,303,487,184,62.2,2890,17,14,3.5,2.9,80.7,41,281,7.77,5.9,5.47,5.34,4.92,9.5,275,476,57.8,2929,15,36,229,17,73.5,438,1515,3.5,10
596,2004,DEN,303,272,396,16,10,6,0,.625,381,304,77,303,521,218,58.2,3999,27,20,5.2,3.8,84.5,15,90,2.80,7.7,7.46,6.98,6.79,13.2,272,484,56.2,2947,17,38,266,12,78.0,396,1512,3.8,16
597,2003,ARI,303,311,475,16,4,12,0,.250,225,452,-227,303,534,231,56.7,2959,18,22,3.4,4.1,68.9,44,306,7.61,5.5,5.12,4.36,4.03,9.8,311,497,62.6,3589,29,21,97,13,93.7,475,1915,4.0,17
598,2003,JAX,303,303,442,16,5,11,0,.313,276,331,-55,303,515,212,58.8,3285,17,17,3.3,3.3,76.0,28,136,5.16,6.4,6.05,5.55,5.27,10.8,303,510,59.4,3251,23,24,134,15,82.0,442,1406,3.2,12
599,2011,IND,302,351,540,16,2,14,0,.125,243,430,-187,302,534,232,56.6,2995,14,14,2.6,2.6,72.2,35,228,6.15,5.6,5.26,4.95,4.65,9.9,351,493,71.2,3632,25,29,192,8,103.9,540,2303,4.3,19
600,2007,NYG,302,306,408,16,10,6,0,.625,373,351,22,302,544,242,55.5,3154,23,20,4.2,3.7,73.0,28,222,4.90,5.8,5.51,4.99,4.74,10.4,306,523,58.5,3317,24,53,349,15,83.4,408,1563,3.8,12
601,2014,TAM,301,387,468,16,2,14,0,.125,277,410,-133,301,531,230,56.7,3297,21,20,4.0,3.8,75.2,52,326,8.92,6.2,5.66,5.31,4.83,11.0,387,563,68.7,4084,28,36,210,14,97.4,468,1819,3.9,15
602,2013,STL,301,355,440,16,7,9,0,.438,348,364,-16,301,506,205,59.5,3125,22,11,4.3,2.2,84.8,36,235,6.64,6.2,5.77,6.07,5.66,10.4,355,521,68.1,3874,21,53,326,14,94.7,440,1646,3.7,18
603,2006,NYG,301,333,458,16,8,8,0,.500,355,362,-7,301,523,222,57.6,3058,24,18,4.6,3.4,76.8,25,186,4.56,5.8,5.58,5.22,4.98,10.2,333,567,58.7,3649,21,32,181,17,79.0,458,1830,4.0,19
604,2022,BAL,300,394,406,17,10,7,0,.588,350,315,35,300,488,188,61.5,3040,19,13,3.9,2.7,82.5,38,162,7.22,6.2,5.78,5.81,5.39,10.1,394,593,66.4,3947,20,48,305,14,88.7,406,1566,3.9,11
605,2015,CAR,300,390,364,16,15,1,0,.938,500,308,192,300,501,201,59.9,3589,35,10,7.0,2.0,99.2,33,284,6.18,7.2,6.72,7.66,7.19,12.0,390,650,60.0,3752,21,44,302,24,73.5,364,1415,3.9,11
606,2012,MIN,300,391,427,16,10,6,0,.625,379,348,31,300,483,183,62.1,2751,18,12,3.7,2.5,81.2,32,184,6.21,5.7,5.34,5.32,4.99,9.2,391,612,63.9,3908,28,44,284,10,92.3,427,1692,4.0,10
607,2005,DAL,300,271,414,16,9,7,0,.563,325,308,17,300,500,200,60.0,3341,23,17,4.6,3.4,83.6,50,298,9.09,6.7,6.07,6.07,5.52,11.1,271,495,54.7,3083,18,37,236,15,75.1,414,1731,4.2,13
608,2002,WAS,300,304,435,16,7,9,0,.438,307,365,-58,300,559,259,53.7,3254,24,20,4.3,3.6,72.5,38,269,6.37,5.8,5.45,5.07,4.75,10.8,304,531,57.3,3033,19,40,250,14,76.5,435,1754,4.0,14
609,2001,KAN,300,296,481,16,6,10,0,.375,320,344,-24,300,528,228,56.8,3665,17,24,3.2,4.5,71.7,39,198,6.88,6.9,6.46,5.54,5.16,12.2,296,491,60.3,3164,19,31,239,13,83.1,481,2140,4.4,15
610,2001,PHI,300,288,455,16,11,5,0,.688,343,208,135,300,522,222,57.5,3145,27,14,5.2,2.7,83.4,40,282,7.12,6.0,5.60,5.85,5.44,10.5,288,517,55.7,2864,13,45,283,14,71.0,455,1837,4.0,6
611,2019,BUF,299,348,388,16,10,6,0,.625,314,259,55,299,513,214,58.3,3229,21,12,4.1,2.3,82.8,40,247,7.23,6.3,5.84,6.06,5.62,10.8,348,553,62.9,3123,15,44,298,14,78.8,388,1649,4.3,12
612,2018,NYJ,299,367,440,16,4,12,0,.250,333,441,-108,299,524,225,57.1,3165,18,19,3.4,3.6,73.0,37,239,6.60,6.0,5.64,5.10,4.76,10.6,367,582,63.1,4065,29,39,293,13,93.1,440,2021,4.6,16
613,2017,HOU,299,321,440,16,4,12,0,.250,338,436,-98,299,525,226,57.0,3278,28,17,5.3,3.2,82.7,54,366,9.33,6.2,5.66,5.85,5.31,11.0,321,501,64.1,3799,30,32,200,11,99.5,440,1747,4.0,14
614,2014,TEN,299,347,515,16,2,14,0,.125,254,438,-184,299,513,214,58.3,3412,20,16,3.9,3.1,81.0,50,326,8.88,6.7,6.06,6.03,5.49,11.4,347,545,63.7,3773,28,39,222,12,93.6,515,2195,4.3,17
615,2013,BUF,299,310,471,16,6,10,0,.375,339,388,-49,299,522,223,57.3,3103,16,15,3.1,2.9,75.0,48,270,8.42,5.9,5.44,5.26,4.82,10.4,310,561,55.3,3271,28,57,395,23,74.9,471,2063,4.4,10
616,2011,KAN,299,257,508,16,7,9,0,.438,212,338,-126,299,500,201,59.8,3080,13,18,2.6,3.6,73.0,34,208,6.37,6.2,5.77,5.06,4.74,10.3,257,454,56.6,3221,23,29,186,20,79.1,508,2112,4.2,14
617,2011,SEA,299,324,473,16,7,9,0,.438,321,315,6,299,509,210,58.7,3105,15,14,2.9,2.8,77.6,50,339,8.94,6.1,5.55,5.45,4.96,10.4,324,543,59.7,3518,18,33,232,22,74.8,473,1797,3.8,10
618,2004,ARI,299,271,450,16,6,10,0,.375,284,322,-38,299,533,234,56.1,2882,14,18,2.6,3.4,68.5,39,320,6.82,5.4,5.04,4.41,4.11,9.6,271,505,53.7,3036,18,38,229,15,73.2,450,2105,4.7,12
619,2003,SFO,299,310,420,16,7,9,0,.438,384,337,47,299,511,212,58.5,3408,25,15,4.9,2.9,84.0,28,158,5.19,6.7,6.32,6.33,6.00,11.4,310,514,60.3,3238,25,42,306,23,78.6,420,1690,4.0,13
620,2019,WAS,298,371,493,16,3,13,0,.188,266,435,-169,298,479,181,62.2,2812,18,13,3.8,2.7,83.0,50,393,9.45,5.9,5.32,5.40,4.89,9.4,371,540,68.7,3823,35,46,270,13,102.5,493,2339,4.7,14
621,2013,OAK,298,374,442,16,4,12,0,.250,322,453,-131,298,519,221,57.4,3340,17,20,3.3,3.9,73.9,44,289,7.82,6.4,5.93,5.36,4.94,11.2,374,549,68.1,4092,33,38,260,9,105.1,442,1727,3.9,15
622,2010,PIT,298,363,333,16,12,4,0,.750,375,232,143,298,479,181,62.2,3601,22,9,4.6,1.9,95.2,43,289,8.24,7.5,6.90,7.59,6.97,12.1,363,593,61.2,3425,15,48,319,21,73.1,333,1004,3.0,5
623,2008,NYG,298,296,386,16,12,4,0,.750,427,294,133,298,491,193,60.7,3177,23,10,4.7,2.0,88.2,28,176,5.39,6.5,6.12,6.49,6.14,10.7,296,503,58.8,3139,17,42,288,17,76.7,386,1533,4.0,14
624,2000,NOR,298,285,395,16,10,6,0,.625,354,305,49,298,497,199,60.0,3329,22,15,4.4,3.0,84.2,39,244,7.28,6.7,6.21,6.23,5.77,11.2,285,488,58.4,3071,17,66,378,20,74.7,395,1672,4.2,14
625,2019,TEN,297,386,415,16,9,7,0,.563,402,331,71,297,448,151,66.3,3582,29,8,6.5,1.8,108.3,56,374,11.11,8.0,7.11,8.49,7.54,12.1,386,598,64.5,4080,25,43,276,14,90.4,415,1672,4.0,14
626,2005,CLE,297,279,527,16,6,10,0,.375,232,301,-69,297,497,200,59.8,3047,15,17,3.0,3.4,75.5,46,276,8.47,6.1,5.61,5.20,4.76,10.3,279,471,59.2,2867,19,23,142,15,78.2,527,2202,4.2,11
627,2005,DET,297,295,488,16,5,11,0,.313,254,345,-91,297,520,223,57.1,2848,15,18,2.9,3.5,69.1,31,173,5.63,5.5,5.17,4.50,4.24,9.6,295,487,60.6,3118,19,31,187,19,77.6,488,2040,4.2,15
628,2003,SDG,297,322,518,16,4,12,0,.250,313,441,-128,297,525,228,56.6,3021,21,19,4.0,3.6,73.1,29,205,5.23,5.8,5.45,4.93,4.67,10.2,322,524,61.5,3375,36,30,200,13,94.3,518,2218,4.3,12
629,2010,BUF,296,294,571,16,4,12,0,.250,283,425,-142,296,519,223,57.0,3158,24,21,4.6,4.0,75.2,34,213,6.15,6.1,5.71,5.19,4.87,10.7,294,473,62.2,3072,28,27,181,11,92.6,571,2714,4.8,18
630,2010,CLE,296,309,505,16,5,11,0,.313,271,332,-61,296,478,182,61.9,2989,13,18,2.7,3.8,75.0,36,214,7.00,6.3,5.82,5.10,4.75,10.1,309,507,60.9,3531,26,29,178,19,84.8,505,2070,4.1,7
631,2009,KAN,296,302,531,16,4,12,0,.250,294,424,-130,296,536,240,55.2,2922,18,17,3.4,3.2,70.8,45,261,7.75,5.5,5.03,4.70,4.33,9.9,302,509,59.3,3707,25,22,137,15,87.1,531,2504,4.7,18
632,2006,TAM,296,301,497,16,4,12,0,.250,211,353,-142,296,535,239,55.3,2798,14,18,2.6,3.4,66.2,33,196,5.81,5.2,4.93,4.24,3.99,9.5,301,493,61.1,3354,26,25,166,11,91.0,497,1917,3.9,11
633,2015,BUF,295,347,394,16,8,8,0,.500,379,359,20,295,465,170,63.4,3343,23,9,4.9,1.9,95.6,42,257,8.28,7.2,6.59,7.31,6.70,11.3,347,602,57.6,3972,30,21,125,17,83.3,394,1730,4.4,10
634,2014,HOU,295,363,420,16,9,7,0,.563,372,307,65,295,485,190,60.8,3352,22,13,4.5,2.7,86.4,26,108,5.09,6.9,6.56,6.61,6.28,11.4,363,619,58.6,3890,28,38,251,20,80.4,420,1681,4.0,6
635,2015,MIN,294,359,411,16,11,5,0,.688,365,302,63,294,454,160,64.8,2928,14,9,3.1,2.0,87.9,45,318,9.02,6.4,5.87,6.17,5.62,10.0,359,561,64.0,3762,24,43,283,13,90.1,411,1748,4.3,7
636,2005,NYG,294,329,428,16,11,5,0,.688,422,314,108,294,558,264,52.7,3578,24,17,4.3,3.0,75.7,28,184,4.78,6.4,6.11,5.90,5.62,12.2,329,580,56.7,3584,20,41,268,17,76.3,428,1656,3.9,12
637,2003,DAL,294,239,413,16,10,6,0,.625,289,260,29,294,510,216,57.6,3162,17,21,3.3,4.1,71.4,37,185,6.76,6.2,5.78,5.01,4.67,10.8,239,492,48.6,2631,18,32,189,13,67.6,413,1425,3.5,7
638,2021,NOR,293,369,426,17,9,8,0,.529,364,335,29,293,504,211,58.1,3186,29,13,5.8,2.6,87.4,37,251,6.84,6.3,5.89,6.31,5.88,10.9,369,592,62.3,3821,20,46,310,18,81.7,426,1589,3.7,12
639,2018,TEN,293,337,429,16,9,7,0,.563,310,303,7,293,437,144,67.0,2975,16,12,3.7,2.7,89.8,47,280,9.71,6.8,6.15,6.30,5.69,10.2,337,533,63.2,3471,21,39,248,11,88.4,429,1863,4.3,9
640,2017,CAR,293,351,353,16,11,5,0,.688,363,327,36,293,501,208,58.5,3077,22,16,4.4,3.2,79.8,35,242,6.53,6.1,5.74,5.58,5.22,10.5,351,550,63.8,3665,25,50,304,10,92.9,353,1409,4.0,7
641,2012,MIA,293,353,431,16,7,9,0,.438,288,317,-29,293,504,211,58.1,3182,13,13,2.6,2.6,76.7,37,243,6.84,6.3,5.88,5.67,5.28,10.9,353,600,58.8,3974,18,42,242,10,83.4,431,1734,4.0,10
642,2004,NWE,293,315,405,16,14,2,0,.875,437,260,177,293,485,192,60.4,3588,29,14,6.0,2.9,92.5,26,162,5.09,7.4,7.02,7.29,6.92,12.2,315,538,58.6,3400,18,45,311,20,75.3,405,1572,3.9,9
643,2003,BUF,293,285,464,16,6,10,0,.375,243,279,-36,293,502,209,58.4,2684,11,17,2.2,3.4,69.4,51,385,9.22,5.3,4.85,4.26,3.87,9.2,285,508,56.1,2707,18,38,231,10,76.5,464,1606,3.5,11
644,2020,NYJ,292,418,445,16,2,14,0,.125,243,457,-214,292,499,207,58.5,2796,16,14,3.2,2.8,75.9,43,319,7.93,5.6,5.16,4.98,4.59,9.6,418,605,69.1,4409,34,31,186,10,103.2,445,1792,4.0,16
645,2018,MIA,292,335,485,16,7,9,0,.438,319,433,-114,292,455,163,64.2,2900,26,13,5.7,2.9,93.0,52,409,10.26,6.4,5.72,6.23,5.59,9.9,335,508,65.9,3932,31,31,209,21,94.1,485,2325,4.8,17
646,2014,SFO,292,324,402,16,8,8,0,.500,306,340,-34,292,487,195,60.0,3063,20,10,4.1,2.1,86.3,52,344,9.65,6.3,5.68,6.19,5.59,10.5,324,551,58.8,3531,29,36,200,23,79.5,402,1612,4.0,7
647,2013,CAR,292,375,352,16,12,4,0,.750,366,241,125,292,473,181,61.7,3043,24,13,5.1,2.7,88.8,43,336,8.33,6.4,5.90,6.21,5.69,10.4,375,563,66.6,3429,17,60,424,20,81.4,352,1391,4.0,4
648,2011,STL,292,293,510,16,2,14,0,.125,193,407,-214,292,549,257,53.2,2870,9,10,1.6,1.8,69.0,55,388,9.11,5.2,4.75,4.74,4.30,9.8,293,484,60.5,3301,21,39,261,12,87.3,510,2433,4.8,17
649,2008,STL,292,278,501,16,2,14,0,.125,232,465,-233,292,520,228,56.2,2947,11,19,2.1,3.7,66.9,45,321,7.96,5.7,5.22,4.45,4.09,10.1,278,444,62.6,3475,20,30,201,12,92.5,501,2475,4.9,26
650,2006,SEA,292,299,441,16,9,7,0,.563,335,341,-6,292,512,220,57.0,3054,26,22,5.1,4.3,76.0,49,315,8.73,6.0,5.44,5.05,4.61,10.5,299,504,59.3,3256,23,41,282,12,86.1,441,2029,4.6,12
651,2002,KAN,292,403,431,16,8,8,0,.500,467,399,68,292,477,185,61.2,3622,27,13,5.7,2.7,93.5,26,141,5.17,7.6,7.20,7.50,7.11,12.4,403,616,65.4,4181,27,34,215,18,88.8,431,2067,4.8,19
652,2017,CHI,291,343,432,16,5,11,0,.313,264,320,-56,291,473,182,61.5,2811,13,12,2.7,2.5,79.1,39,274,7.62,5.9,5.49,5.35,4.94,9.7,343,529,64.8,3376,18,42,277,8,89.9,432,1730,4.0,10
653,2013,TAM,291,352,438,16,4,12,0,.250,288,389,-101,291,514,223,56.6,2820,22,12,4.3,2.3,79.6,47,361,8.38,5.5,5.03,5.29,4.85,9.7,352,547,64.4,3806,30,35,255,21,88.9,438,1762,4.0,10
654,2012,WAS,291,393,363,16,10,6,0,.625,436,388,48,291,442,151,65.8,3422,24,8,5.4,1.8,102.1,33,244,6.95,7.7,7.20,8.01,7.46,11.8,393,636,61.8,4511,31,32,209,21,87.0,363,1532,4.2,11
655,2010,JAX,291,329,416,16,8,8,0,.500,353,419,-66,291,469,178,62.0,3065,26,21,5.5,4.5,83.4,38,291,7.50,6.5,6.05,5.63,5.21,10.5,329,506,65.0,4004,28,26,189,13,98.5,416,1945,4.7,19
656,2005,MIA,291,323,480,16,9,7,0,.563,318,317,1,291,556,265,52.3,3300,22,16,4.0,2.9,72.8,26,158,4.47,5.9,5.67,5.43,5.19,11.3,323,549,58.8,3307,23,49,375,14,82.4,480,1771,3.7,11
657,2002,ARI,291,335,490,16,5,11,0,.313,262,417,-155,291,548,257,53.1,2740,18,22,3.3,4.0,63.7,41,298,6.96,5.0,4.65,3.85,3.58,9.4,335,535,62.6,3874,29,21,131,17,90.3,490,2146,4.4,17
658,2002,NOR,291,343,439,16,9,7,0,.563,432,388,44,291,538,247,54.1,3441,27,15,5.0,2.8,80.8,37,244,6.43,6.4,5.98,6.14,5.75,11.8,343,593,57.8,3805,25,39,253,20,78.8,439,1991,4.5,18
659,2024,IND,289,378,531,17,8,9,0,.471,377,427,-50,289,513,224,56.3,3361,20,19,3.9,3.7,75.8,32,238,5.87,6.6,6.17,5.66,5.33,11.6,378,545,69.4,3899,27,36,243,16,95.8,531,2241,4.2,18
660,2019,BAL,289,318,340,16,14,2,0,.875,531,282,249,289,440,151,65.7,3225,37,8,8.4,1.8,109.0,28,125,5.98,7.3,6.89,8.19,7.70,11.2,318,544,58.5,3315,15,37,268,13,77.5,340,1494,4.4,12
661,2017,BUF,289,370,466,16,9,7,0,.563,302,359,-57,289,476,187,60.7,2825,16,10,3.4,2.1,82.1,47,261,8.99,5.9,5.40,5.66,5.15,9.8,370,573,64.6,3688,14,27,156,18,78.9,466,1994,4.3,22
662,2012,SFO,289,337,407,16,11,4,1,.719,397,273,124,289,436,147,66.3,3298,23,8,5.3,1.8,101.2,41,253,8.60,7.6,6.91,7.79,7.12,11.4,337,567,59.4,3203,19,38,270,14,78.0,407,1507,3.7,7
663,2011,HOU,288,279,378,16,10,6,0,.625,381,278,103,288,467,179,61.7,3506,20,9,4.3,1.9,92.7,33,190,6.60,7.5,7.01,7.50,7.00,12.2,279,538,51.9,3035,18,44,287,17,69.0,378,1536,4.1,8
