Rk,Player,Off%,Att,Att,Tgt,2PM,Fmb,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
148,D'Onta Foreman,5.2,0,2,0,0,0,Sun,2,2,2022-09-18,26-147,CAR,@,NYG,L 16-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,2,9,4.5,0,,100.0,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,3,5.2,0,0.0,0,0.0,RB,ForeDO00
149,Andrew Beck,29.2,0,1,0,0,0,Sun,2,2,2022-09-18,26-126,DEN,,HOU,W 16-9,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,-1,-1.0,0,,0.0,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,21,29.2,0,0.0,18,69.2,TE,BeckAn01
150,Josh Allen,76.5,38,1,0,0,0,Mon,2,2,2022-09-19,26-121,BUF,,TEN,W 41-7,26,38,12,68.4,317,4,0,0,10.5,0.0,128.9,1,4,2.56,8.3,10.45,10.08,12.2,59.0,1,10,10.0,0,1,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,52,76.5,0,0.0,0,0.0,QB,AlleJo02
151,David Sills,91.8,0,0,4,0,0,Sun,2,2,2022-09-18,26-112,NYG,,CAR,W 19-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,3,37,12.3,0,75.0,9.3,2,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,67,91.8,0,0.0,0,0.0,WR,SillDa01
152,Ian Thomas,74.1,0,0,3,0,0,Sun,2,2,2022-09-18,26-104,CAR,@,NYG,L 16-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,1,13,13.0,0,33.3,4.3,1,33.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,43,74.1,0,0.0,10,33.3,TE,ThomIa00
153,Christian McCaffrey,91.4,0,15,5,0,0,Sun,2,2,2022-09-18,26-103,CAR,@,NYG,L 16-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,15,102,6.8,0,5,73.3,5,4,26,6.5,0,80.0,5.2,1,60.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,53,91.4,0,0.0,0,0.0,RB,McCaCh01
154,Craig Reynolds,14.8,0,3,1,0,0,Sun,2,2,2022-09-18,26-095,DET,,WAS,W 36-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,3,16,5.3,0,1,33.3,1,1,13,13.0,0,100.0,13.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,9,14.8,0,0.0,11,34.4,RB,ReynCr00
155,Diontae Johnson,86.4,0,0,10,1,0,Sun,2,2,2022-09-18,26-075,PIT,,NWE,L 14-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,6,57,9.5,0,60.0,5.7,5,50.0,0,0,0,,0,0,,1,0,2,0,0,0,0,0,51,86.4,0,0.0,0,0.0,WR,JohnDi01
156,Will Dissly,46.9,0,0,2,0,0,Sun,2,2,2022-09-18,26-072,SEA,@,SFO,L 7-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,2,2,0,0.0,0,100.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,23,46.9,0,0.0,7,30.4,TE,DissWi00
157,Alec Ingold,36.6,0,1,2,0,0,Sun,2,2,2022-09-18,26-071,MIA,@,BAL,W 42-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,1,1.0,0,1,100.0,2,2,15,7.5,0,100.0,7.5,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,26,36.6,0,0.0,9,30.0,FB,IngoAl01
158,David Njoku,94.0,0,0,5,0,0,Sun,2,2,2022-09-18,26-070,CLE,,NYJ,L 30-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,3,32,10.7,0,60.0,6.4,3,60.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,63,94.0,0,0.0,0,0.0,TE,NjokDa00
159,Dalton Schultz,90.2,0,0,4,0,1,Sun,2,2,2022-09-18,26-069,DAL,,CIN,W 20-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,4,2,18,9.0,0,50.0,4.5,,50.0,0,0,0,,0,0,,0,0,0,1,0,0,0,0,55,90.2,0,0.0,0,0.0,TE,SchuDa00
160,Joe Mixon,75.7,0,19,4,0,0,Sun,2,2,2022-09-18,26-056,CIN,@,DAL,L 17-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,19,57,3.0,0,2,47.4,4,3,26,8.7,0,75.0,6.5,1,50.0,0,0,0,,0,0,,0,0,0,0,1,0,0,0,53,75.7,0,0.0,0,0.0,RB,MixoJo00
161,KaVontae Turpin,8.2,0,1,0,0,0,Sun,2,2,2022-09-18,26-047,DAL,,CIN,W 20-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,3,3.0,0,,0.0,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,5,8.2,0,0.0,10,38.5,WR,TurpKa00
162,Curtis Samuel,89.2,0,1,9,0,0,Sun,2,2,2022-09-18,26-038,WAS,@,DET,L 27-36,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,21,21.0,0,1,100.0,9,7,78,11.1,1,77.8,8.7,3,66.7,1,0,0,,0,0,,0,0,6,0,0,0,0,0,66,89.2,0,0.0,0,0.0,WR,SamuCu00
163,Juwan Johnson,77.9,0,0,7,0,0,Sun,2,2,2022-09-18,26-005,NOR,,TAM,L 10-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,4,40,10.0,0,57.1,5.7,2,42.9,0,0,0,,0,0,,0,0,0,0,0,0,0,0,53,77.9,0,0.0,10,38.5,TE,JohnJu02
164,DJ Chark,65.6,0,0,4,0,0,Sun,2,2,2022-09-18,25-360,DET,,WAS,W 36-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,4,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,40,65.6,0,0.0,0,0.0,WR,CharDJ00
165,Equanimeous St. Brown,70.7,0,0,4,0,0,Sun,2,2,2022-09-18,25-353,CHI,@,GNB,L 10-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,2,39,19.5,0,50.0,9.8,1,25.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,29,70.7,0,0.0,0,0.0,WR,St.BEq00
166,Ray-Ray McCloud,23.7,0,0,2,0,0,Sun,2,2,2022-09-18,25-338,SFO,,SEA,W 27-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,16,16.0,0,50.0,8.0,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,18,23.7,0,0.0,7,30.4,WR,McClRa00
167,Giovanni Ricci,31.0,0,0,1,0,0,Sun,2,2,2022-09-18,25-337,CAR,@,NYG,L 16-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,16,16.0,0,100.0,16.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,18,31.0,0,0.0,21,70.0,TE,RiccGi00
168,Mitchell Wilcox,27.1,0,0,1,0,0,Sun,2,2,2022-09-18,25-315,CIN,@,DAL,L 17-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,3,3.0,0,100.0,3.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,19,27.1,0,0.0,19,73.1,TE,WilcMi01
169,Jakobi Meyers,82.4,0,0,13,0,0,Sun,2,2,2022-09-18,25-313,NWE,@,PIT,W 17-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,13,9,95,10.6,0,69.2,7.3,4,53.8,0,0,0,,0,0,,0,0,0,0,0,0,0,0,56,82.4,0,0.0,0,0.0,WR,MeyeJa01
170,Nyheim Hines,30.0,0,1,5,0,0,Sun,2,2,2022-09-18,25-310,IND,@,JAX,L 0-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,0,0.0,0,0,0.0,5,4,37,9.3,0,80.0,7.4,1,40.0,0,0,0,,0,0,,0,0,0,0,1,0,0,0,15,30.0,0,0.0,1,5.0,RB,HineNy00
171,Dawson Knox,69.1,0,0,5,0,0,Mon,2,2,2022-09-19,25-309,BUF,,TEN,W 41-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,4,41,10.3,0,80.0,8.2,2,60.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,47,69.1,0,0.0,0,0.0,TE,KnoxDa00
172,Christian Kirk,90.1,0,0,6,0,0,Sun,2,2,2022-09-18,25-304,JAX,,IND,W 24-0,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,6,78,13.0,2,100.0,13.0,5,100.0,2,0,0,,0,0,,0,0,12,0,0,0,0,0,64,90.1,0,0.0,0,0.0,WR,KirkCh01
173,JuJu Smith-Schuster,73.7,0,0,3,0,0,Thu,2,2,2022-09-15,25-297,KAN,,LAC,W 27-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,3,3,10,3.3,0,100.0,3.3,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,42,73.7,0,0.0,0,0.0,WR,SmitJu00
174,Gunner Olszewski,13.6,0,1,0,0,1,Sun,2,2,2022-09-18,25-296,PIT,,NWE,L 14-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,18,18.0,0,1,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,8,13.6,0,0.0,8,36.4,WR,OlszGu00
175,Stephen Sullivan,6.9,0,0,1,0,0,Sun,2,2,2022-09-18,25-294,CAR,@,NYG,L 16-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,13,13.0,0,100.0,13.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,4,6.9,0,0.0,16,53.3,TE,SullSt00
176,Joe Burrow,100.0,36,4,0,0,1,Sun,2,2,2022-09-18,25-282,CIN,@,DAL,L 17-20,24,36,12,66.7,199,1,0,0,2.8,0.0,89.9,6,34,14.29,5.5,6.08,4.40,8.3,40.5,4,26,6.5,0,1,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,70,100.0,0,0.0,0,0.0,QB,BurrJo01
177,Andre Baccellia,21.8,0,0,2,0,0,Sun,2,2,2022-09-18,25-254,ARI,@,LVR,W 29-23 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,12,6.0,0,100.0,6.0,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,19,21.8,0,0.0,3,14.3,WR,BaccAn00
178,Lamar Jackson,100.0,29,9,0,0,1,Sun,2,2,2022-09-18,25-254,BAL,,MIA,L 38-42,21,29,8,72.4,318,3,0,0,10.3,0.0,142.6,0,0,0.00,11.0,13.03,13.03,15.1,58.6,9,119,13.2,1,3,55.6,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,1,0,-5,0,0,59,100.0,0,0.0,0,0.0,QB,JackLa00
179,Adam Prentice,14.7,0,0,1,0,1,Sun,2,2,2022-09-18,25-245,NOR,,TAM,L 10-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,2,2.0,0,100.0,2.0,,0.0,0,0,0,,0,0,,0,0,0,1,0,0,0,0,10,14.7,0,0.0,10,38.5,FB,PrenAd00
180,Saquon Barkley,83.6,0,21,4,0,0,Sun,2,2,2022-09-18,25-221,NYG,,CAR,W 19-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,21,72,3.4,0,3,42.9,4,3,16,5.3,0,75.0,4.0,0,25.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,61,83.6,0,0.0,0,0.0,RB,BarkSa00
181,Damien Harris,39.7,0,15,2,0,0,Sun,2,2,2022-09-18,25-219,NWE,@,PIT,W 17-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,15,71,4.7,1,4,60.0,2,2,16,8.0,0,100.0,8.0,1,100.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,27,39.7,0,0.0,0,0.0,RB,HarrDa06
182,Kendall Hinton,76.4,0,0,1,0,0,Sun,2,2,2022-09-18,25-211,DEN,,HOU,W 16-9,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,20,20.0,0,100.0,20.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,55,76.4,0,0.0,0,0.0,WR,HintKe00
183,Nick Westbrook-Ikhine,60.7,0,0,4,0,0,Mon,2,2,2022-09-19,25-182,TEN,@,BUF,L 7-41,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,4,1,13,13.0,0,25.0,3.3,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,34,60.7,0,0.0,0,0.0,WR,WestNi00
184,D'Wayne Eskridge,12.2,0,0,1,0,0,Sun,2,2,2022-09-18,25-179,SEA,@,SFO,L 7-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,6,6.0,0,100.0,6.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,6,12.2,0,0.0,0,0.0,WR,EskrDW00
185,Tyler Davis,30.9,0,0,1,0,0,Sun,2,2,2022-09-18,25-169,GNB,,CHI,W 27-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,21,30.9,0,0.0,20,90.9,TE,DaviTy02
186,D.J. Moore,96.6,0,0,6,0,0,Sun,2,2,2022-09-18,25-157,CAR,@,NYG,L 16-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,3,43,14.3,1,50.0,7.2,2,33.3,1,0,0,,0,0,,0,0,6,0,0,0,0,0,56,96.6,0,0.0,0,0.0,WR,MoorD.00
187,Jeff Smith,14.3,0,0,1,0,0,Sun,2,2,2022-09-18,25-150,NYJ,@,CLE,W 31-30,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,17,17.0,0,100.0,17.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,10,14.3,0,0.0,12,40.0,WR,SmitJe03
188,Tony Pollard,39.3,0,9,7,0,0,Sun,2,2,2022-09-18,25-141,DAL,,CIN,W 20-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,9,43,4.8,1,3,44.4,7,4,55,13.8,0,57.1,7.9,2,28.6,1,0,0,,0,0,,0,0,6,0,0,0,0,0,24,39.3,0,0.0,0,0.0,RB,PollTo00
189,Miles Sanders,53.4,0,17,3,0,0,Mon,2,2,2022-09-19,25-141,PHI,,MIN,W 24-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,17,80,4.7,0,5,58.8,3,3,6,2.0,0,100.0,2.0,0,33.3,0,0,0,,0,0,,0,0,0,0,1,2,0,0,39,53.4,0,0.0,0,0.0,RB,SandMi01
190,Foster Moreau,61.2,0,0,4,0,0,Sun,2,2,2022-09-18,25-135,LVR,,ARI,L 23-29 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,3,30,10.0,0,75.0,7.5,2,50.0,0,0,0,,0,0,,0,0,0,0,1,0,0,0,41,61.2,0,0.0,8,38.1,TE,MoreFo00
191,Ashton Dulin,64.0,0,1,7,0,0,Sun,2,2,2022-09-18,25-126,IND,@,JAX,L 0-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,3,3.0,0,0,0.0,7,5,79,15.8,0,71.4,11.3,3,57.1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,32,64.0,0,0.0,11,55.0,WR,DuliAs00
192,Daniel Jones,100.0,34,10,0,0,0,Sun,2,2,2022-09-18,25-114,NYG,,CAR,W 19-16,22,34,12,64.7,176,1,0,0,2.9,0.0,87.4,3,14,8.11,5.2,5.76,4.92,8.0,29.7,10,21,2.1,0,4,40.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,73,100.0,0,0.0,0,0.0,QB,JoneDa05
193,Marquise Brown,93.1,0,0,11,0,0,Sun,2,2,2022-09-18,25-106,ARI,@,LVR,W 29-23 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,11,6,68,11.3,0,54.5,6.2,2,45.5,0,0,0,,0,0,,0,0,0,0,0,0,0,0,81,93.1,0,0.0,0,0.0,WR,BrowMa04
194,David Montgomery,80.5,0,15,2,0,0,Sun,2,2,2022-09-18,25-103,CHI,@,GNB,L 10-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,15,122,8.1,0,6,66.7,2,2,14,7.0,0,100.0,7.0,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,33,80.5,0,0.0,0,0.0,RB,MontDa01
195,K.J. Osborn,77.0,0,0,2,0,0,Mon,2,2,2022-09-19,25-101,MIN,@,PHI,L 7-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,25,12.5,0,100.0,12.5,2,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,47,77.0,0,0.0,0,0.0,WR,OsboKJ00
196,Ben Skowronek,85.7,0,0,3,0,0,Sun,2,2,2022-09-18,25-083,LAR,,ATL,W 31-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,3,2,16,8.0,0,66.7,5.3,,66.7,0,0,0,,0,0,,0,0,0,0,0,0,0,0,54,85.7,0,0.0,4,17.4,WR,SkowBe00
197,A.J. Brown,87.7,0,0,8,0,0,Mon,2,2,2022-09-19,25-081,PHI,,MIN,W 24-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,5,69,13.8,0,62.5,8.6,2,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,64,87.7,0,0.0,0,0.0,WR,BrowAJ00
198,T.J. Hockenson,88.5,0,0,7,0,0,Sun,2,2,2022-09-18,25-077,DET,,WAS,W 36-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,3,26,8.7,0,42.9,3.7,1,14.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,54,88.5,0,0.0,0,0.0,TE,HockTJ00
199,Jauan Jennings,46.1,0,0,2,0,0,Sun,2,2,2022-09-18,25-070,SFO,,SEA,W 27-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,2,1,4,4.0,0,50.0,2.0,,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,35,46.1,0,0.0,4,17.4,WR,JennJa00
200,Parris Campbell,86.0,0,0,2,0,0,Sun,2,2,2022-09-18,25-064,IND,@,JAX,L 0-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,2,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,43,86.0,0,0.0,0,0.0,WR,CampPa00
